序号,stock_code,stock_name,net_profit,net_profit_yoy,revenue,revenue_yoy,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,operating_profit,total_profit,announcement_date,report_date_param,report_type,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,net_cash_flow,净现金流-同比增长,operating_cash_flow,经营性现金流-净现金流占比,investing_cash_flow,投资性现金流-净现金流占比,financing_cash_flow,融资性现金流-净现金流占比
4245,300818,耐普矿机,-8472904.99,-249.82,241594646.07,24.6049914483,159836707.59,17998512.8,34067514.75,26150050.81,253782220.45,-9037497.71,-9549048.97,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4247,300791,仙乐健康,49905590.59,-27.29,1003326975.63,5.1468300416,678459326.19,86483237.43,107921448.03,37215931.87,946233303.94,52939359.71,51783191.45,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4248,300787,海能实业,-9685660.4,-149.37,852488338.41,25.5177351304,706749389.42,29531774.62,55327001.82,26739654.97,875200505.07,-15050497.63,-14706351.83,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4249,300785,值得买,3576066.14,141.61,271862863.3,1.2822412966,153565557.75,38949695.14,38261042.86,592386.89,269582040.28,2594239.55,2387767.24,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4250,300784,利安科技,7798775.03,-46.74,111883587.01,-3.7974179106,82730197.87,1097755.82,12965283.23,977023.91,106144753.99,8985601.55,8604094.53,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4252,300758,七彩化学,15813268.35,-48.64,400571943.61,9.7712038089,283633798.45,10529500.07,35368347.8,15328917.13,368344759.61,20952251.49,20531196.2,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4253,300756,金马游乐,27207147.86,4195.24,154138387.97,29.9544243482,85626220.19,5085508.23,25730813.91,-2042420.08,125116763.38,31819784.27,31647379.68,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4254,300740,水羊股份,34711017.27,-17.12,1197589836.18,10.3363931447,418623988.08,610234519.92,77287759.35,13771673.79,1152772929.23,39290754.94,37899977.77,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4258,300722,新余国科,3536449.93,-13.31,54205245.63,1.1940028945,33049583.22,1682722.17,10475859.77,-379986.17,51845647.0,4505911.0,4454890.77,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4259,300708,聚灿光电,29594202.46,-51.83,419005310.5,-42.7126735735,348658713.88,6652575.33,13282830.65,-5777135.48,391739884.87,29731582.73,29808341.7,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4260,300707,威唐工业,-11567160.68,-26.19,191999485.03,49.0250354671,163979121.32,2527939.05,14274704.44,11976786.59,201867687.86,-10280556.72,-9970537.13,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4263,300695,兆丰股份,-16547638.38,-152.59,157275260.17,-0.3040975138,108655545.45,2376782.28,12784110.51,2550369.07,138650269.53,-19036878.65,-19244411.54,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4265,300689,澄天伟业,-3117773.39,-158.84,90690840.94,-2.3848167847,77873495.61,604343.43,12721973.01,1591716.37,97229131.33,-4394543.48,-3631795.85,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4266,300688,创业黑马,-4475934.39,-520.85,21680582.93,-39.0047203729,6194803.25,7337835.57,10419528.2,-202324.45,23774799.2,-6223126.18,-6274888.13,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4267,300683,海特生物,-23046268.41,-65.44,159045546.74,1.5160739486,97867589.99,34190231.92,25876741.1,-550418.13,178197247.74,-26173339.62,-26833501.52,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4274,300654,世纪天鸿,5455919.38,4.05,100943388.0,-1.7162605769,66429986.01,19773547.12,9601872.59,41.26,98159688.19,7677432.8,7690080.63,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4276,300632,光莆股份,844029.41,-95.69,191181927.95,-7.8739562911,137320602.15,23363421.37,13515892.75,5887967.02,196548609.88,3012202.91,2764584.3,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4279,300619,金银河,-14483198.05,78.09,237031692.95,60.3868954326,194283218.46,8229959.4,30808811.15,19669493.33,278907892.4,-24361812.05,-24656657.92,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4282,300589,江龙船艇,3201091.01,222.26,157264037.64,4.9989908077,128349479.26,2378004.41,13258127.2,1288149.48,155093927.85,2422409.17,2336861.73,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4284,300575,中旗股份,672843.92,101.97,648372117.81,22.4965178021,561760640.84,12205425.71,29122950.72,19607008.96,645245325.92,2223400.08,2320567.07,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4286,300565,科信技术,-15165201.85,28.85,141279328.17,-1.4988962757,109333266.59,11812261.54,18461778.91,8590314.89,164455330.95,-18785322.78,-18807783.94,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4287,300563,神宇股份,13494706.43,11.38,203581897.88,16.7267680587,166439628.77,3321144.57,9916236.11,4832243.32,192583130.22,15727979.07,15719198.81,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4288,300562,乐心医疗,32073808.31,39.8,283737915.92,3.8164846858,176584878.54,18027854.0,23090151.1,4283245.24,250558737.99,32845584.39,32823158.86,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4290,300543,朗科智能,-8270069.23,-182.87,374981483.33,-4.476904204,317093251.5,6363644.1,23734937.44,10097606.91,379916689.41,-6841245.56,-6888484.38,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4291,300541,先进数通,-10469362.82,-135.39,600928133.81,13.5601092354,534964892.22,23535521.06,32017976.62,3852002.82,614813328.56,-14600571.15,-14524579.07,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4293,300516,久之洋,-15123902.0,-156.01,48109387.64,-28.3495102678,46176894.76,4609645.85,9188949.2,-778349.56,77412961.07,-20639209.05,-20651661.4,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4296,300499,高澜股份,15140762.55,16.55,211951834.83,-2.7745542782,146920747.8,14298074.31,26348509.15,243180.17,199930665.02,19039613.1,18983239.17,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4297,300494,盛天网络,4451721.2,-82.49,279489329.54,-11.2099441492,241549172.15,10936497.65,15216240.56,510243.75,281513170.03,3090333.31,3053965.14,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4298,300491,通合科技,-309167.38,95.26,290535834.25,40.185208459,231626243.71,16292108.93,16106132.53,2500616.63,297440448.16,-628967.25,-558911.0,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4299,300489,光智科技,15382832.93,60.81,567959715.47,20.4895759269,396801839.04,10428675.45,45748069.41,27129334.64,543653946.57,27162969.53,26660058.38,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4300,300483,首华燃气,53409442.52,155.24,810702327.81,17.7973204449,648635562.39,806010.28,20892912.8,13690618.26,700805668.45,101188933.79,102283355.68,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4301,300481,濮阳惠成,18381284.31,-49.25,352976396.01,-0.8532350978,285056929.41,2384986.05,10916354.53,9734961.16,333178751.38,20742087.46,20742302.47,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4302,300480,光力科技,31529474.66,76.65,206672916.54,35.1990088029,104237708.23,25234209.29,15774687.52,1350568.51,173414849.97,32700200.34,32688271.33,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4303,300479,神思电子,-34711035.6,-20.38,55995792.3,-31.0802801325,41614680.22,20105181.61,15173517.24,466763.83,97228303.22,-35730086.41,-35731929.02,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4306,300465,高伟达,-14201749.25,-34.76,104058752.77,-23.7367743069,82255012.23,12689806.23,14151691.88,1783120.91,118179147.44,-14515015.38,-14356807.38,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4308,300445,康斯特,33773494.08,52.25,138410461.1,24.5567448911,50486009.37,20396538.17,14459146.54,516541.86,103334350.63,41310759.52,41347443.79,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4309,300444,双杰电气,281483070.96,29615.01,555162335.74,-7.1153832063,473171214.24,46657423.65,64256012.54,21308701.18,634140545.13,270877935.33,270893395.21,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4311,300434,金石亚药,116015622.86,84.59,331490828.12,13.721273225,117068519.24,42231067.78,31761909.63,420246.52,206147975.24,131297081.66,131235423.67,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4312,300426,华智数媒,-16768637.19,22.87,1618597.11,-95.4427340388,2034259.47,1874884.5,7513410.81,10248080.43,21713705.47,-17285230.87,-17318766.09,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4313,300425,中建环能,124680.29,105.25,288310282.28,-0.2812523417,223140625.91,26347301.73,19897179.82,4530073.57,288169096.68,3054329.96,3971796.44,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4316,300399,天利科技,1868689.35,-84.34,126254457.03,9.6163123789,114589052.01,822766.23,5942048.4,536363.03,124076072.88,1635285.49,1635192.32,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4325,300335,迪森股份,16070532.43,-16.05,203360651.76,-7.5872001867,140076834.47,13390103.86,18997999.06,195081.77,179085525.96,30695029.42,30366783.76,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4328,300332,天壕能源,26670851.77,-56.82,750005496.91,-19.7961072277,618390346.53,2715092.98,32200473.54,13972546.38,674386701.15,60357018.8,57979131.52,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4329,300331,苏大维格,30027787.39,73.16,520658296.38,15.0001666756,379644366.88,14601517.75,34173668.54,9036402.32,479441429.18,48885283.56,48369478.72,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4331,300283,温州宏丰,56295327.08,474.58,1429463425.27,110.3041388716,1230711005.71,5357073.28,36100433.68,17448380.46,1325482536.21,68143806.27,68166336.95,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4332,300267,尔康制药,13108583.76,-53.37,247387142.02,-30.0272563656,177065791.22,12997017.35,38638919.77,-647898.71,241298499.46,10259474.29,10238525.54,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4333,300248,新开普,-53340364.62,-55.18,126507943.03,-8.3228189041,60251138.93,70995332.59,21162840.53,819937.51,195693600.55,-57583376.12,-57959348.8,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4335,300239,东宝生物,19694073.21,3.41,190525037.37,1.3246144653,144255143.98,4877689.22,10970426.91,377399.54,168542826.28,22586089.08,23107700.38,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4338,300228,富瑞特装,56978182.77,13.44,793100276.33,11.2825239054,631201979.17,11689761.96,34696672.11,8414877.36,711399395.98,79771449.07,79664450.24,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4339,300215,电科院,2032583.61,110.25,121855734.12,13.715846757,84190894.57,419411.07,20962858.86,2132348.05,120655054.63,2372501.5,2373019.84,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4342,300206,理邦仪器,105047881.81,61.39,516286885.8,22.8215685205,214607348.49,85135808.56,30924201.32,7716008.86,410090042.21,113379302.17,115128707.22,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4343,300196,长海股份,81049293.6,-1.37,734091750.52,-3.7981230465,544836265.32,18359971.66,38349187.43,10279500.38,652783707.64,88961828.51,90163874.4,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4347,300164,通源石油,-12901001.12,-1748.35,219349834.42,-14.9862483713,208200184.43,18572753.07,21993911.2,552473.99,252409259.59,-15353369.54,-15348919.0,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4348,300150,世纪瑞尔,-12236279.77,-1115.68,114832051.4,-7.0161226534,71096368.29,26960982.18,15433569.26,388308.36,133689553.08,-10810961.21,-11546582.52,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4350,300110,华仁药业,15958601.73,-0.44,309965165.17,2.1395158739,206903941.21,30631620.5,22786352.76,9623821.2,289559960.82,22906526.2,20079295.86,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4352,300107,建新股份,6574601.78,308.32,152021581.66,28.881516415,129519872.98,524500.86,3662711.57,-90504.61,143617544.14,7238230.08,7167781.58,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4353,300105,龙源技术,12157210.16,-70.56,108937794.84,-34.77988889,64287708.01,12861252.1,16703640.06,-3113944.03,102309624.44,11871316.22,12305420.54,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4359,300057,万顺新材,21937278.66,430.23,1698419275.75,16.2097457754,1560728004.06,14259551.13,35304539.35,35162743.3,1672785212.37,36572622.61,35646055.51,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4360,300055,万邦达,35981156.67,83.42,739025366.08,16.6510248341,668249351.95,5753196.44,26118097.0,3278830.77,720598978.51,34085244.27,34643926.1,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4362,300043,星辉娱乐,51831770.13,208.93,256498262.17,-38.1051304879,94509147.44,71014846.04,19122165.7,9057014.41,207449511.97,54993083.99,54919752.02,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4363,300025,华星创业,-4687121.02,67.84,129763946.37,-3.647570059,116604638.53,572130.3,10570619.86,1545206.43,134931501.62,-4587212.57,-4594338.57,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4367,300011,鼎汉技术,-15073509.82,-0.51,269573717.63,-5.3766595349,195165060.23,23507071.68,29865545.1,10618437.3,278466924.55,-14846776.46,-15078577.27,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4369,003036,泰坦股份,20511021.7,8.07,381536786.32,27.449382638,322379925.29,6816825.39,19364268.41,10619123.16,368634253.92,25159837.34,24897832.04,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4370,003029,吉大正元,-13428863.82,56.31,61692422.56,1.4426883926,27983092.46,29344682.82,14575483.06,461354.41,84767111.83,-11120099.72,-11190366.53,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4371,002997,瑞鹄模具,106747038.77,9.55,1006317459.47,34.6937149491,784092292.51,8551345.29,32612896.47,3689714.57,875541282.63,136112144.64,136265967.68,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4372,002975,博杰股份,65902757.23,419.12,467582579.94,127.2111326142,234492183.69,49986981.26,46320613.28,11176727.67,402936457.36,73066524.36,73076272.86,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4373,002971,和远气体,18044142.22,-28.39,392017637.54,10.5427751936,313178212.07,12868891.08,20355232.49,19630282.22,375354238.82,20214731.66,20214308.79,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4374,002957,科瑞技术,69421016.44,56.87,618413975.46,15.4213466627,393922015.89,27392623.67,39064555.01,6126851.33,544096957.18,91383090.45,88795437.31,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4375,002953,日丰股份,44769811.44,-3.4,1318502667.57,18.0994240004,1176801760.31,14613497.86,31509935.68,10366095.36,1277785211.72,47029385.82,47528600.99,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4376,002937,兴瑞科技,36176861.2,-9.95,472998016.2,12.569185443,373811392.22,7777124.09,24705466.03,11829814.63,438180410.06,40648508.77,40856145.77,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4379,002835,同为股份,27753528.11,-46.69,272841483.0,3.7568742688,159675763.01,12161314.24,11843623.14,8234043.47,243296259.62,27295902.8,27315014.03,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4380,002799,环球印务,2337519.54,163.48,168071145.17,-29.4080588159,135745452.77,6753910.99,12391445.7,571055.33,165134768.56,3168482.98,3152599.8,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4382,002734,利民股份,132150741.13,22.23,1327603558.4,9.6498779673,995159564.51,24212051.04,73305035.32,12594429.88,1147873924.62,167482764.18,167078217.06,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4383,002733,雄韬股份,21155786.66,0.76,786797110.81,18.4251574848,651766633.14,20212443.44,45340535.16,18775165.92,765172921.3,23285220.72,25576810.81,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4386,002686,亿利达,1629698.19,-87.78,238716957.81,-28.605657137,176588989.64,9562016.0,33436413.78,2879812.33,244226401.37,4484952.62,4537124.79,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4390,002637,赞宇科技,101188553.18,22.33,3171561151.21,-7.5203520732,2900410576.54,13559588.35,60310248.89,20444366.91,3026714294.13,133211528.17,133212308.91,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4391,002580,圣阳股份,60946315.48,0.43,902417827.4,19.6545818966,750641976.68,17187142.98,20538709.33,9344735.51,851248241.47,54537350.96,54647332.1,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4393,002523,天桥起重,18130092.92,-20.5,293501602.48,0.0109476701,217547327.14,12637908.53,30530815.63,2337957.16,295105881.25,16850473.75,16770242.84,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4396,002481,双塔食品,14975432.74,67.61,551094586.97,10.2562661904,455557698.88,25194721.8,22328876.37,9594406.8,539829425.05,17128340.35,16739268.45,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4397,002478,常宝股份,66911365.25,-39.84,1330412249.81,9.8844950191,1144506222.39,7046559.41,20991228.18,42809263.64,1273529244.07,69711455.05,69835211.7,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4399,002457,青龙管业,-6341103.01,-18.18,251545256.32,-10.8667588521,186513297.45,16322382.03,60612060.34,4485870.78,280961347.24,-6474966.39,-6532270.27,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4400,002449,国星光电,-33575240.53,-301.1,616277236.47,-19.6628015643,555621396.7,11038520.05,39548556.41,472494.9,651001104.15,-33945397.58,-33783440.8,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4401,002448,中原内配,198272774.66,78.66,1191567511.9,25.403979127,872660393.44,22534634.09,62658454.59,11200061.15,1029315121.6,134227899.7,234015737.67,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4405,002394,联发股份,11200025.97,-84.64,846445959.78,-19.3976930641,679022132.74,30716130.93,52543461.58,8327953.37,784350547.08,411540.56,1863646.26,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4406,002393,力生制药,51882970.53,-6.14,332282846.72,-10.1551296808,148480217.84,77812332.46,30559500.45,-6338845.1,275933687.7,62377868.72,62308871.84,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4407,002376,新北洋,9391464.29,90.73,635045557.17,28.0211226409,477091524.96,34595198.56,48867096.52,14460099.97,671307681.81,23791268.96,23901074.91,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4410,002322,理工能科,23127659.68,-28.84,144654354.96,-8.9751466419,40687554.07,36325865.33,19098116.84,-554714.94,130714430.37,25785952.91,25837679.65,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4413,002229,鸿博股份,-31696070.64,-137.47,88052117.91,-86.9879869684,73958457.67,5706140.3,22762760.45,7025749.82,122987134.33,-31954745.63,-31957599.11,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4414,002213,大为股份,15626112.3,926.91,404893615.77,20.0128895147,363605791.66,2632578.74,9386799.88,2246494.89,385349311.29,16859463.82,17064864.82,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4416,002186,全聚德,6780890.47,60.9,332868145.37,0.2700069053,279266462.09,12583594.23,34017931.99,2256384.87,332546022.11,6916521.88,7171542.63,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4417,002177,御银股份,9973490.53,51.77,13710372.78,-10.6092248158,6743285.02,28962.73,4097572.8,-5326184.57,6954416.79,10115253.96,10908464.99,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4418,002160,常铝股份,12707906.11,-13.29,1823661657.58,-0.2562326477,1600777861.83,33845612.29,46557165.78,29115467.85,1815131307.85,18881490.03,18857690.76,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4422,002116,中国海诚,41168978.75,-9.61,958603762.13,-8.6475082447,804960363.4,8181343.7,70280076.6,4087547.74,922591004.0,50152288.17,50319027.93,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4424,002040,南京港,51269426.81,27.83,277182643.95,13.6445232655,148427786.93,,38845141.35,3566629.92,197391726.32,84394020.15,84291302.64,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4425,002033,丽江股份,66638152.93,93.34,200762511.61,23.5565870834,78384902.15,7655991.96,23715396.83,787344.38,115459078.29,91912277.33,91846110.81,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4430,001395,亚联机械,47033432.55,-18.35,187622086.52,-8.6912417537,116346604.57,2087400.9,8778168.72,2955083.9,138459321.72,54950666.68,55076484.02,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4431,001388,信通电子,-12228578.57,-260.02,115466375.04,-29.2477530827,83985988.58,20477339.37,6862147.51,-254961.67,132187420.18,-12096096.58,-12087976.39,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4432,001379,腾达科技,18740546.84,7.28,486189675.85,20.4340106678,451722149.24,4381849.63,7559546.62,4295049.78,474573394.65,26475451.74,26466282.06,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4435,001319,铭科精技,23193669.9,-5.91,291911611.88,22.7438812969,218558250.29,3508177.65,22396346.74,4446461.26,263317811.82,27633274.1,27460226.04,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4436,001317,三羊马,-298187.83,82.01,233449578.77,-22.693268526,215003782.77,1337496.44,12472605.65,3551499.82,233238097.73,426428.76,297764.33,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4440,001217,华尔泰,-14591840.14,-185.67,519029913.98,10.2669631227,501408546.73,1478500.45,11638635.84,208085.55,535095459.56,-14065677.16,-13715902.1,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4441,001206,依依股份,27685248.06,-48.82,403023377.7,-16.9822227396,335244928.69,13182729.87,10617808.78,7397568.81,373545238.18,36039865.23,36029437.43,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4449,000915,华特达因,110576334.44,-39.36,412268950.83,-33.1048645324,74735248.66,68007798.93,15485435.18,-1577675.09,181284093.47,246435678.14,245921074.68,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4450,000906,浙商中拓,186999995.63,-2.82,56086433580.08,10.5607281441,55460416327.32,93138141.11,110965430.92,124062275.17,55850296755.59,313462100.47,312271010.91,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4452,000852,石化机械,-6398143.27,-209.44,1327478101.38,-13.8409215761,1158642653.11,46577957.55,67926734.6,23578080.69,1337504304.48,-604075.11,1727023.36,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4454,000815,美利云,22198412.34,102.61,86830593.13,-0.8024082256,48722687.68,225551.8,11357809.48,1825514.44,65186450.8,29245171.23,28203023.36,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4455,000812,陕西金叶,9529698.33,-40.73,367019232.74,1.4653527243,280137917.1,6158774.93,28553048.95,26442048.88,353752192.14,13026910.38,13666384.0,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4457,000798,中水渔业,-26154771.14,-62.885613461693,839698850.04,-0.7763691594,782008226.66,12571515.06,43086241.24,15199516.58,857786289.52,-11803473.72,-11598295.01,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4460,000751,锌业股份,73714445.9,158.81,5153818635.31,26.3544979883,4824467921.81,985283.75,73475828.77,50930058.58,4981471952.59,80158717.01,79153785.44,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4462,000721,西安饮食,-29259233.6,-0.1,134321875.15,-17.538835445,134912329.4,5726987.68,16046907.51,5717083.64,164367232.57,-29540781.91,-29516245.47,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4463,000717,中南股份,-57664208.45,56.45,5699633119.82,0.5094538737,5611014665.21,23749652.44,47696083.18,9369419.81,5786551357.72,-59522654.64,-58365411.88,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4464,000701,厦门信达,10753006.38,33.47,7637400379.14,8.9316433061,7515676374.21,70160899.56,78159446.79,54242527.78,7750560202.0,-5569154.42,12576664.42,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4466,000601,韶能股份,10557373.56,-41.87,1200676438.11,8.333179688,1069492027.63,13263900.86,60709238.06,63079617.7,1234026145.44,22952049.65,27595025.55,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4468,000554,泰山石油,67267806.1,27.0,730059711.18,-8.9493206017,567606731.92,54704301.4,11271539.91,1787315.64,639178582.6,91078077.24,90887914.64,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4469,000530,冰山冷热,21186770.17,-27.84,1041709450.58,-10.1262850377,879712523.98,42145172.91,53977304.77,7218578.39,1023212198.16,27747423.39,28783240.62,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4472,000151,中成股份,16775888.06,185.68,395881568.73,40.7569897288,346436096.0,5396186.02,17632416.34,10945142.2,384916110.4,18286983.0,18426785.4,2026-04-24,20260331,profit,,,,,,,,,,,,,,,,,,,
4479,688636,智明达,17836519.71,114.44,108380494.42,34.3217366496,54779227.48,6207057.58,8649705.29,806998.67,92907281.9,18628998.06,18559518.46,2026-04-23,20260331,profit,,,,,,,,,,,,,,,,,,,
4480,688620,安凯微,-19630059.54,11.185808500933,149798901.07,47.0796999896,109698321.35,5838491.48,11471451.26,2156341.21,173799778.91,-20401612.07,-20408953.46,2026-04-23,20260331,profit,,,,,,,,,,,,,,,,,,,
4485,688389,普门科技,32484091.07,-39.49,259961578.38,20.93939162,101315275.7,40688463.53,15274770.85,10613085.67,222991564.1,38752735.33,39024203.8,2026-04-23,20260331,profit,,,,,,,,,,,,,,,,,,,
4486,688381,帝奥微,-24652273.29,-298.88,104803769.91,-31.4030804591,63174676.33,10382791.07,14995747.16,1928160.18,138496252.96,-29751129.44,-29699082.75,2026-04-23,20260331,profit,,,,,,,,,,,,,,,,,,,
4491,688255,凯尔达,11027768.87,121.42,211329208.22,29.1283399717,175276955.94,4154279.12,8337488.47,477432.23,198939218.42,10498753.34,10389705.68,2026-04-23,20260331,profit,,,,,,,,,,,,,,,,,,,
4495,688089,嘉必优,-43567119.83,-196.82,11014175.55,-92.9380761447,22032683.5,4025852.25,11196437.31,3198370.47,51944528.38,-45068001.13,-45114266.29,2026-04-23,20260331,profit,,,,,,,,,,,,,,,,,,,
