序号,stock_code,stock_name,net_profit,net_profit_yoy,revenue,revenue_yoy,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,operating_profit,total_profit,announcement_date,report_date_param,report_type,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,net_cash_flow,净现金流-同比增长,operating_cash_flow,经营性现金流-净现金流占比,investing_cash_flow,投资性现金流-净现金流占比,financing_cash_flow,融资性现金流-净现金流占比
565,600814,杭州解百,,,,,,,,,,,,2026-04-30,20260331,balance,4978070309.47,25968660.44,52279752.6,8491377657.31,-0.3440293305,707387495.43,8151029.15,3537748435.43,-2.7777711871,41.6628323248,4953629221.88,,,,,,,,
568,600807,济高发展,,,,,,,,,,,,2026-04-30,20260331,balance,760177673.32,236080615.5,597649592.61,2312491080.5,-8.185705685,123063297.77,,1779630576.95,-17.5051811394,76.9572947527,532860503.55,,,,,,,,
569,600805,悦达投资,,,,,,,,,,,,2026-04-30,20260331,balance,1480035679.79,490661219.49,441742692.05,10523084458.4,9.6915510589,617337646.31,543814.07,5433128881.38,20.7845136931,51.6305737435,5089955577.02,,,,,,,,
574,600793,宜宾纸业,,,,,,,,,,,,2026-04-30,20260331,balance,189072899.18,81707838.54,694625563.18,3547665921.49,5.0025354983,488163842.07,,3088863943.04,2.4442468373,87.0674976561,458801978.45,,,,,,,,
583,600756,浪潮软件,,,,,,,,,,,,2026-04-30,20260331,balance,521449166.97,878212491.71,573554346.3,4162739284.8,-0.4427772316,1137528214.26,,1918225117.3,-0.7303343128,46.080837306,2244514167.5,,,,,,,,
594,600727,鲁北化工,,,,,,,,,,,,2026-04-30,20260331,balance,2658316189.85,306039498.71,668120471.77,9314087822.45,5.5638752588,808601608.28,24124240.92,5683589488.28,7.6241316742,61.0214290076,3630498334.17,,,,,,,,
595,600722,金牛化工,,,,,,,,,,,,2026-04-30,20260331,balance,1100971161.46,2706975.2,10096098.13,1492753712.17,-2.680032845,52246251.76,275116.99,102389445.8,-14.4087974633,6.8590983874,1390364266.37,,,,,,,,
599,600713,南京医药,,,,,,,,,,,,2026-04-30,20260331,balance,2052357616.98,16583006656.31,7098028073.01,35504476261.22,6.0485672581,7492618526.7,,27041110207.45,6.1564300576,76.162537953,8463366053.77,,,,,,,,
601,600706,曲江文旅,,,,,,,,,,,,2026-04-30,20260331,balance,30286576.0,192779974.62,49664252.38,2384174696.59,-21.7370115388,729964037.4,3823314.08,1938496771.24,-18.5134700861,81.3068259642,445677925.35,,,,,,,,
609,600684,珠江股份,,,,,,,,,,,,2026-04-30,20260331,balance,808043518.17,487389454.46,6536744.03,2147584461.21,23.3606428835,210437309.88,4860919.41,842364632.9,-31.7324050489,39.2238185792,1305219828.31,,,,,,,,
615,600658,电子城,,,,,,,,,,,,2026-04-30,20260331,balance,1051704931.89,635085832.61,5628649611.89,15271234907.21,-10.0044660807,1539339718.43,63594068.48,10842523284.87,-0.3652829217,70.9996496731,4428711622.34,,,,,,,,
617,600650,锦江在线,,,,,,,,,,,,2026-04-30,20260331,balance,1879869131.58,170285402.86,83199520.75,5417172923.46,-0.4346681769,76533101.52,21431372.9,922119508.38,-9.350778108,17.0221538321,4495053415.08,,,,,,,,
627,600628,新世界,,,,,,,,,,,,2026-04-30,20260331,balance,1695630704.11,91326952.14,174365869.61,5722832686.23,1.1294110552,607822648.96,3482289.74,1474138723.05,2.998020343,25.7588995498,4248693963.18,,,,,,,,
628,600626,申达股份,,,,,,,,,,,,2026-04-30,20260331,balance,1992994219.15,1629536614.31,827398372.04,10157567673.82,-0.5091571178,1511000831.49,698566.81,6578388240.58,-1.814416996,64.7634202579,3579179433.24,,,,,,,,
630,600622,光大嘉宝,,,,,,,,,,,,2026-04-30,20260331,balance,1642468315.97,447430920.05,1050115858.47,20032951381.78,-7.7208008222,227308699.19,109744394.07,16588212747.45,-1.6728805946,82.8046373763,3444738634.33,,,,,,,,
631,600620,天宸股份,,,,,,,,,,,,2026-04-30,20260331,balance,221476754.48,94924489.06,1899544674.15,3062260824.26,8.1958418583,279116087.98,1633054.89,1636689344.85,20.8087463349,53.4470915045,1425571479.41,,,,,,,,
633,600617,国新能源,,,,,,,,,,,,2026-04-30,20260331,balance,2042204712.91,1466011631.91,261270497.17,24922595349.49,-9.3351107951,696093333.44,,20177980908.02,-10.6765071131,80.962598899,4744614441.47,,,,,,,,
634,600616,金枫酒业,,,,,,,,,,,,2026-04-30,20260331,balance,905769611.7,63528309.99,625162529.17,2169388115.69,-2.7049035462,46847945.48,69832.21,250116987.84,-9.8828892291,11.529379461,1919271127.85,,,,,,,,
636,600609,金杯汽车,,,,,,,,,,,,2026-04-30,20260331,balance,1675585760.37,319232380.95,285663128.53,4351584592.54,12.4177765503,1073705433.29,,2112891238.96,-0.8474072466,48.5545252316,2238693353.58,,,,,,,,
647,600576,祥源文旅,,,,,,,,,,,,2026-04-30,20260331,balance,299513185.17,58218594.36,131204585.5,5241887084.38,6.9629295373,209770869.91,27300.1,2382382224.86,30.4384437901,45.4489420796,2859504859.52,,,,,,,,
648,600571,信雅达,,,,,,,,,,,,2026-04-30,20260331,balance,93532450.09,348867599.5,361763580.93,1883766514.62,11.1873174784,43200436.69,,619864640.9,45.7543605674,32.9055982304,1263901873.72,,,,,,,,
650,600569,安阳钢铁,,,,,,,,,,,,2026-04-30,20260331,balance,7032419874.01,557477077.2,9994110355.85,46675593591.53,4.1434434658,15039466501.94,1523694.61,43646929855.63,8.3237660268,93.5112475218,3028663735.9,,,,,,,,
656,600551,时代出版,,,,,,,,,,,,2026-04-30,20260331,balance,3161040912.85,457416962.78,802176127.77,8522371611.98,-0.6024431427,1141557370.43,3578970.45,2497531888.6,-7.05877268,29.3055971074,6024839723.38,,,,,,,,
659,600540,新赛股份,,,,,,,,,,,,2026-04-30,20260331,balance,1760164868.21,16655093.77,1400235117.74,5977234647.88,5.2850984946,203892002.46,1014417.75,5583807432.9,8.2359414001,93.4179058016,393427214.98,,,,,,,,
661,600533,栖霞建设,,,,,,,,,,,,2026-04-30,20260331,balance,1143846320.17,11160750.26,12037811563.79,16276508726.49,-28.9457162856,897310833.12,3518632.92,14828317496.09,-23.8851593797,91.1025684025,1448191230.4,,,,,,,,
663,600527,江南高纤,,,,,,,,,,,,2026-04-30,20260331,balance,188230713.32,19086155.09,263009527.61,2167809514.11,-2.8634679226,16383320.0,5934585.53,93961775.04,26.3606324071,4.3344110462,2073847739.07,,,,,,,,
669,600505,西昌电力,,,,,,,,,,,,2026-04-30,20260331,balance,249032376.91,203443599.51,29186377.28,3984034261.34,-4.5714541378,203278723.47,3931724.89,2630632843.36,-6.5018764301,66.0293730123,1353401417.98,,,,,,,,
675,600477,杭萧钢构,,,,,,,,,,,,2026-04-30,20260331,balance,374035605.71,1781856846.05,524720829.78,13469669925.62,-14.9539912126,2453365666.72,,8202909837.82,-20.9907668627,60.8991154432,5266760087.8,,,,,,,,
677,600467,好当家,,,,,,,,,,,,2026-04-30,20260331,balance,633053655.75,45212308.46,801761273.25,6847407928.86,-2.1228617493,136810074.14,98412.7,3403940580.46,-4.5979201593,49.7113742284,3443467348.4,,,,,,,,
685,600425,青松建化,,,,,,,,,,,,2026-04-30,20260331,balance,1183714096.78,239838157.1,770551288.14,9169315850.97,-2.2092586257,453704942.69,1612573.2,2418541471.97,-12.1998868351,26.3764659357,6750774379.0,,,,,,,,
691,600405,动力源,,,,,,,,,,,,2026-04-30,20260331,balance,102784653.37,357274583.94,213086305.27,1329977011.27,-30.3680088363,196161268.54,,1309612301.92,-18.0090590545,98.4687923793,20364709.35,,,,,,,,
694,600396,华电辽能,,,,,,,,,,,,2026-04-30,20260331,balance,480029981.23,1251669135.15,83269877.72,15040944345.88,7.4052846048,578089802.46,,10384586099.42,8.2857750723,69.0421150469,4656358246.46,,,,,,,,
697,600386,北巴传媒,,,,,,,,,,,,2026-04-30,20260331,balance,894017482.27,249816073.57,406866980.27,3967630929.66,-9.8882083486,102724414.2,,2076802095.59,-15.8766912707,52.3436310586,1890828834.07,,,,,,,,
699,600382,广东明珠,,,,,,,,,,,,2026-04-30,20260331,balance,621002252.01,42624416.87,135888348.82,3745153835.55,14.8205345492,55073695.44,3368237.0,580642046.54,19.5964832388,15.5038236622,3164511789.01,,,,,,,,
707,600359,新农开发,,,,,,,,,,,,2026-04-30,20260331,balance,342625734.83,29779555.6,296317981.37,1491261175.56,12.587209292,50056929.31,722231.2,792657808.07,31.8174855288,53.1535200581,698603367.49,,,,,,,,
710,600354,敦煌种业,,,,,,,,,,,,2026-04-30,20260331,balance,1038274290.36,57498532.07,283190514.96,1929180371.61,11.1571383241,36905401.01,5466089.64,964665591.4,16.5130001016,50.0039086856,964514780.21,,,,,,,,
713,600345,长江通信,,,,,,,,,,,,2026-04-30,20260331,balance,874551437.39,781804851.12,264205904.77,4866079633.76,7.2177664829,622179806.17,3000.0,1057740857.91,3.6120212777,21.7370231792,3808338775.85,,,,,,,,
722,600313,农发种业,,,,,,,,,,,,2026-04-30,20260331,balance,922617368.48,571954383.25,893906706.13,5729135549.6,11.3492872253,215553613.63,1682309.22,2237159858.25,4.6354251949,39.0488205224,3491975691.35,,,,,,,,
727,600300,维维股份,,,,,,,,,,,,2026-04-30,20260331,balance,1550951744.8,79192851.19,511270843.97,4907486664.88,9.985629931,160512217.62,2432135.01,1149979191.74,35.7935094568,23.4331597877,3757507473.14,,,,,,,,
731,600288,大恒科技,,,,,,,,,,,,2026-04-30,20260331,balance,1086982404.79,590547716.72,409234311.34,3264163306.64,4.8819244374,286348321.03,434129.55,900811161.54,-6.4020424227,27.597000423,2363352145.1,,,,,,,,
732,600284,浦东建设,,,,,,,,,,,,2026-04-30,20260331,balance,3040419584.42,3583873915.25,731655110.78,29196177533.87,-3.1643135067,17325503228.61,4588225.1,21101818106.13,-4.8339240155,72.2759617476,8094359427.74,,,,,,,,
737,600261,阳光照明,,,,,,,,,,,,2026-04-30,20260331,balance,1464173322.36,800620603.2,439147991.9,5219043030.29,1.6221469031,553289209.9,,1651660813.98,8.7151498199,31.6468134942,3567382216.31,,,,,,,,
745,600230,沧州大化,,,,,,,,,,,,2026-04-30,20260331,balance,332519136.16,43579119.21,436571281.29,5944438787.19,-0.2032964294,272366964.14,,1549336750.36,-5.4064489842,26.063633689,4395102036.83,,,,,,,,
746,600229,城市传媒,,,,,,,,,,,,2026-04-30,20260331,balance,1204469891.48,607593179.33,540681080.45,3821858806.82,-10.7603765652,618059277.21,1083405.63,1047861905.86,2.0710938541,27.4175985777,2773996900.96,,,,,,,,
747,600222,太龙药业,,,,,,,,,,,,2026-04-30,20260331,balance,181534692.35,1050270435.03,462701598.81,3675221886.51,3.0764314884,185156095.57,,2011067028.85,3.9576742891,54.7196085284,1664154857.66,,,,,,,,
749,600218,全柴动力,,,,,,,,,,,,2026-04-30,20260331,balance,757116557.61,1210171060.18,689627142.01,6249076360.16,-1.2054435298,1774015309.18,,2949262170.33,-3.3368482439,47.1951693395,3299814189.83,,,,,,,,
750,600215,派斯林,,,,,,,,,,,,2026-04-30,20260331,balance,61864387.13,246174753.76,26329942.21,3775972288.04,10.4440489977,189787729.79,373693.18,1323429799.09,-7.5885022636,35.0487158839,2452542488.95,,,,,,,,
751,600212,绿能慧充,,,,,,,,,,,,2026-04-30,20260331,balance,385347000.69,782332828.56,761698193.81,2687936467.26,62.5717656565,1063221275.57,1751179.25,2085509689.35,84.4128694625,77.5877597835,602426777.91,,,,,,,,
753,600195,中牧股份,,,,,,,,,,,,2026-04-30,20260331,balance,1572618473.24,998906413.3,1098355154.34,9722162063.61,8.6088891803,361441085.21,,3125786848.62,31.1752528492,32.151149386,6596375214.99,,,,,,,,
755,600191,华资实业,,,,,,,,,,,,2026-04-30,20260331,balance,65195713.22,28577201.42,101278852.04,2281509121.44,1.776375006,65656629.13,1326397.73,563981307.39,-5.2811910839,24.7196604252,1717527814.05,,,,,,,,
762,600162,香江控股,,,,,,,,,,,,2026-04-30,20260331,balance,951696899.93,48032571.41,9436603415.26,16360487733.24,-1.85140861,2436747246.57,261155580.24,10966642700.56,-0.2421228751,67.0312699681,5393845032.68,,,,,,,,
767,600152,维科技术,,,,,,,,,,,,2026-04-30,20260331,balance,570956888.5,225602375.14,468068043.78,2908225126.88,4.8156351479,472504752.03,23566.03,1302247514.77,23.9187805031,44.778084844,1605977612.11,,,,,,,,
770,600138,中青旅,,,,,,,,,,,,2026-04-30,20260331,balance,1349270939.63,2381097972.59,1954782289.29,17014829140.95,-3.1759088112,716402080.3,21408255.2,8521463979.37,-6.6171378189,50.0825715544,8493365161.58,,,,,,,,
775,600127,金健米业,,,,,,,,,,,,2026-04-30,20260331,balance,73475793.62,73536854.26,654145946.66,2228808097.01,21.8756892223,83827699.09,,1506034265.08,36.9016014897,67.5712847194,722773831.93,,,,,,,,
781,600108,亚盛集团,,,,,,,,,,,,2026-04-30,20260331,balance,388675668.97,1695176491.44,1799386092.88,10116839652.17,7.0571991979,234602434.01,2555673.97,5783217212.45,12.2188555576,57.1642668193,4333622439.72,,,,,,,,
784,600103,青山纸业,,,,,,,,,,,,2026-04-30,20260331,balance,678772562.16,184441657.69,616687675.75,6151602065.64,-1.2275362353,324871034.73,3381104.52,1779249564.18,-5.6500432941,28.9233527331,4372352501.46,,,,,,,,
788,600081,东风科技,,,,,,,,,,,,2026-04-30,20260331,balance,2470523019.8,1710204428.69,393382325.27,9831350712.5,0.9494597924,2326279686.71,,4218555113.79,1.6597460957,42.90921194,5612795598.71,,,,,,,,
793,600071,凤凰光学,,,,,,,,,,,,2026-04-30,20260331,balance,305807390.88,426653351.92,266055390.07,1970019426.0,22.1853516485,343626120.39,61869.8,1407613090.74,29.7631318717,71.4517365749,562406335.26,,,,,,,,
794,600067,冠城新材,,,,,,,,,,,,2026-04-30,20260331,balance,1246857906.98,3467919655.53,4900747829.23,16692771054.07,-6.8270624746,1209356332.12,52710049.06,9814677653.18,-8.6673722954,58.7959759431,6878093400.89,,,,,,,,
798,600054,黄山旅游,,,,,,,,,,,,2026-04-30,20260331,balance,1674554304.04,30144260.77,49386820.67,6006932197.74,4.7565717621,241927650.64,1096002.0,1003514694.48,18.8449375356,16.7059434241,5003417503.26,,,,,,,,
801,600035,楚天高速,,,,,,,,,,,,2026-04-30,20260331,balance,1297671462.31,436460521.87,92103570.99,24762648252.36,18.6687876023,443744192.25,2076111.9,13702449031.53,31.963790084,55.3351519267,11060199220.83,,,,,,,,
817,301152,天力锂能,,,,,,,,,,,,2026-04-30,20260331,balance,178328219.97,668591431.11,421852416.84,2588696702.2,-14.4406409325,501719627.47,,1365104329.9,-16.7659796582,52.7332664634,1223592372.3,,,,,,,,
819,301076,新瀚新材,,,,,,,,,,,,2026-04-30,20260331,balance,156710877.02,101422853.45,58369362.53,1289409048.11,1.8884119577,46610280.1,,85199785.26,-15.1625667179,6.6076615008,1204209262.85,,,,,,,,
826,300560,中富通,,,,,,,,,,,,2026-04-30,20260331,balance,580124695.03,1231859692.36,154477381.46,2553033007.27,5.3940537798,118174184.76,,1643220699.96,13.3209785196,64.3634725944,909812307.31,,,,,,,,
827,300534,陇神戎发,,,,,,,,,,,,2026-04-30,20260331,balance,234612570.37,288353430.81,109619324.41,1420423463.39,-0.9150483825,325387269.26,57473.58,606467693.65,-9.0271895792,42.6962599028,813955769.74,,,,,,,,
832,300227,光韵达,,,,,,,,,,,,2026-04-30,20260331,balance,662743381.01,799063785.62,689830109.01,4524901513.0,54.5163834611,644220377.85,0.0,2930247758.08,116.5667722337,64.7582660012,1594653754.92,,,,,,,,
834,300094,国联水产,,,,,,,,,,,,2026-04-30,20260331,balance,164334515.78,263880780.86,330449529.79,2253234931.55,-44.7195577866,480903548.5,7593688.29,2152870973.81,-1.4943757332,95.5457836937,100363957.74,,,,,,,,
839,003010,若羽臣,,,,,,,,,,,,2026-04-30,20260331,balance,821980145.0,122459911.19,477276743.23,2196132129.33,32.5185913572,98761165.87,,1404641114.53,137.1090205918,63.9597725369,791491014.8,,,,,,,,
841,002989,中天精装,,,,,,,,,,,,2026-04-30,20260331,balance,351709123.63,,8497409.47,2208186836.51,-1.0650965134,186562368.45,,737494348.24,5.6935693299,33.3981860614,1470692488.27,,,,,,,,
842,002981,朝阳科技,,,,,,,,,,,,2026-04-30,20260331,balance,128080221.99,348207106.61,264059809.96,1620549690.28,-2.0908637462,345879376.05,,548494590.28,-7.443534812,33.846206233,1072055100.0,,,,,,,,
843,002959,小熊电器,,,,,,,,,,,,2026-04-30,20260331,balance,2402476632.28,348013059.2,655855588.63,5948345383.66,-1.3466396486,307299565.17,,2704812765.37,-9.2901068071,45.4716831474,3243532618.29,,,,,,,,
844,002949,华阳国际,,,,,,,,,,,,2026-04-30,20260331,balance,125624464.32,329190690.21,136.94,2881519917.24,-4.4539395737,247335723.72,,1221700416.09,-12.3033358904,42.3977779498,1659819501.15,,,,,,,,
847,002933,新兴装备,,,,,,,,,,,,2026-04-30,20260331,balance,455700249.45,355944550.51,233761005.85,2327109808.47,-3.037362696,192675888.58,,788777804.47,-11.1412443887,33.8951690891,1538332004.0,,,,,,,,
850,002907,华森制药,,,,,,,,,,,,2026-04-30,20260331,balance,296116576.64,203851794.56,130692272.67,2035114755.12,4.1745460992,70463686.44,1559987.22,298996266.82,18.1498453069,14.6918627595,1736118488.3,,,,,,,,
851,002905,金逸影视,,,,,,,,,,,,2026-04-30,20260331,balance,341594762.3,47911827.1,17822826.79,2258385143.24,-24.3632531922,112205540.96,112478.64,2189478048.36,-21.8643824077,96.9488333252,68907094.88,,,,,,,,
855,002886,沃特股份,,,,,,,,,,,,2026-04-30,20260331,balance,355538206.38,543115535.68,604305018.87,3752896706.56,-0.794883687,113147218.86,,1831312754.85,-5.2499291804,48.7973130635,1921583951.71,,,,,,,,
856,002884,凌霄泵业,,,,,,,,,,,,2026-04-30,20260331,balance,1454994711.51,212099984.99,307801285.51,2706862844.84,3.3032203938,85090870.52,,193148402.72,-2.1079774214,7.1355075522,2513714442.12,,,,,,,,
859,002878,元隆雅图,,,,,,,,,,,,2026-04-30,20260331,balance,338866950.99,623989722.22,281299967.67,2103716901.81,-0.0768580332,193493203.63,,839828385.58,3.9500541258,39.9211692817,1263888516.23,,,,,,,,
861,002866,传艺科技,,,,,,,,,,,,2026-04-30,20260331,balance,365751209.09,687859369.94,353469003.66,3864052564.09,-1.0193938562,529114597.06,,1860967722.6,-3.3431403053,48.1610353828,2003084841.49,,,,,,,,
865,002824,和胜股份,,,,,,,,,,,,2026-04-30,20260331,balance,471760306.52,1420128742.38,756337527.86,5532322648.45,33.188653582,1099916739.86,,3156865484.33,31.7603907458,57.062208496,2375457164.12,,,,,,,,
869,002785,万里石,,,,,,,,,,,,2026-04-30,20260331,balance,202322501.65,420923753.86,177317002.49,1456666569.73,-8.1635144565,307458996.57,,634065022.18,-2.5851304533,43.5284941219,822601547.55,,,,,,,,
877,002732,燕塘乳业,,,,,,,,,,,,2026-04-30,20260331,balance,296577629.74,89875718.22,154148045.2,2066375439.8,7.8826955103,164901314.51,,536148616.57,30.3194083205,25.9463312544,1530226823.23,,,,,,,,
878,002725,跃岭股份,,,,,,,,,,,,2026-04-30,20260331,balance,419641312.66,75024287.4,146240917.41,1354487206.0,5.9668127618,33562350.68,0.0,378059290.92,45.9590908308,27.9116177137,976427915.08,,,,,,,,
881,002692,远程股份,,,,,,,,,,,,2026-04-30,20260331,balance,218715283.93,1599444696.56,554918082.46,3222322596.94,9.919670514,210269011.94,,2079818029.77,18.5905285226,64.5440661883,1142504567.17,,,,,,,,
882,002682,龙洲股份,,,,,,,,,,,,2026-04-30,20260331,balance,340325374.04,796828180.43,247929154.17,5281881441.33,-11.7438506555,373821288.36,3249342.48,4663204875.24,-4.9464076872,88.2868145951,618676566.09,,,,,,,,
885,002671,龙泉股份,,,,,,,,,,,,2026-04-30,20260331,balance,395806217.57,781444704.41,339756579.12,2812756615.77,-4.6867216609,183627617.97,1870991.29,1131098591.03,-11.2869003805,40.2131696958,1681658024.74,,,,,,,,
887,002666,德联集团,,,,,,,,,,,,2026-04-30,20260331,balance,820288981.01,767834129.03,1016781528.9,5409961609.98,2.3484073827,296245206.21,1005946.25,1865520940.92,7.5961225585,34.4830717002,3544440669.06,,,,,,,,
888,002663,普邦股份,,,,,,,,,,,,2026-04-30,20260331,balance,376236367.91,484536386.76,120697728.98,3898271546.86,-13.1605767449,1475463278.6,51269.84,1966735016.98,-0.2100745409,50.4514627403,1931536529.88,,,,,,,,
889,002660,茂硕电源,,,,,,,,,,,,2026-04-30,20260331,balance,302123074.58,435773935.96,176430430.89,1764003654.87,-11.2704730211,369846893.62,,776684060.45,12.9681068379,44.0296174164,987319594.42,,,,,,,,
892,002645,华宏科技,,,,,,,,,,,,2026-04-30,20260331,balance,823291178.49,989349097.53,2451476230.87,7039387187.44,15.6228765793,750355342.74,3847.37,2587559337.24,0.4304390913,36.758303931,4451827850.2,,,,,,,,
893,002644,佛慈制药,,,,,,,,,,,,2026-04-30,20260331,balance,565242741.32,323596680.73,293807934.6,2563456181.41,5.8941828017,247775540.74,,694873065.06,18.6467073279,27.1068828911,1868583116.35,,,,,,,,
894,002640,跨境通,,,,,,,,,,,,2026-04-30,20260331,balance,114278607.57,1001472618.98,141534621.42,3081880324.06,-2.5909414032,58457946.3,54000.0,2447641985.37,5.593664148,79.4204098797,634238338.69,,,,,,,,
895,002631,德尔未来,,,,,,,,,,,,2026-04-30,20260331,balance,756324770.99,63782388.27,344829825.77,3004375322.04,-15.1396826993,182491528.48,,982990360.76,-24.9161169656,32.7186271818,2021384961.28,,,,,,,,
898,002628,成都路桥,,,,,,,,,,,,2026-04-30,20260331,balance,140379795.11,1322880981.6,75752896.62,6523939761.19,-3.7063723788,981538944.08,503813.28,3624109887.59,-4.545812678,55.5509403865,2899829873.6,,,,,,,,
900,002616,长青集团,,,,,,,,,,,,2026-04-30,20260331,balance,988860665.2,3436375050.9,249393277.15,10059722652.45,-7.5882023263,806704609.17,64974.0,6329522764.8,-20.7954113916,62.9194559679,3730199887.65,,,,,,,,
901,002609,捷顺科技,,,,,,,,,,,,2026-04-30,20260331,balance,845573902.68,339863075.44,444352601.2,3946537411.88,6.6337606134,102662676.4,,1425033358.71,19.0510807956,36.1084467214,2521504053.17,,,,,,,,
905,002599,盛通股份,,,,,,,,,,,,2026-04-30,20260331,balance,191023957.8,466816140.93,233910522.96,2114092535.34,1.3615442089,214803522.73,,870124643.25,1.9481717634,41.1583045068,1243967892.09,,,,,,,,
915,002559,亚威股份,,,,,,,,,,,,2026-04-30,20260331,balance,769805450.2,362281845.03,1308108156.9,4559386011.35,-0.4409737069,436546975.09,2046596.34,2793095008.84,-1.6073783736,61.2603320247,1766291002.51,,,,,,,,
916,002553,南方精工,,,,,,,,,,,,2026-04-30,20260331,balance,594160872.42,196801426.28,172261826.74,1877137339.23,23.3766514758,153286271.87,,303039162.61,7.3231811933,16.1436862544,1574098176.62,,,,,,,,
919,002533,金杯电工,,,,,,,,,,,,2026-04-30,20260331,balance,1493628296.55,4220882044.54,2502685498.46,13061633198.93,25.108913346,658732419.4,4754445.07,8019843840.2,36.9748293138,61.4000080852,5041789358.73,,,,,,,,
921,002530,金财互联,,,,,,,,,,,,2026-04-30,20260331,balance,280893358.16,287921743.98,412359403.2,2479431304.71,14.1909708286,165320833.88,91269.8,801763104.49,13.3054032645,32.3365726232,1677668200.22,,,,,,,,
924,002510,天汽模,,,,,,,,,,,,2026-04-30,20260331,balance,815112559.77,675784208.72,1742931834.54,6031133114.56,-2.6127521023,911740891.15,,3507023739.89,-5.2280903366,58.1486707933,2524109374.67,,,,,,,,
926,002491,通鼎互联,,,,,,,,,,,,2026-04-30,20260331,balance,951261381.82,1450934942.56,1178809714.07,6230835596.51,1.790604164,510034986.36,,3495941594.65,1.8834880544,56.1071069923,2734894001.86,,,,,,,,
929,002471,中超控股,,,,,,,,,,,,2026-04-30,20260331,balance,287316657.42,1999533176.4,1139725732.98,5409153396.61,-4.1415369603,584299569.6,,3572728935.55,-7.8745662929,66.0496878826,1836424461.06,,,,,,,,
931,002467,二六三,,,,,,,,,,,,2026-04-30,20260331,balance,464559528.71,117386241.1,11955216.46,2067728401.85,-13.7121972155,141296443.24,,421794904.52,17.4814181095,20.398951049,1645933497.33,,,,,,,,
932,002462,嘉事堂,,,,,,,,,,,,2026-04-30,20260331,balance,2280659942.61,5602054696.22,2477713508.99,11928915098.88,-11.7547425665,3341017281.52,2842652.72,6024518306.56,-18.3448788299,50.5034888472,5904396792.32,,,,,,,,
934,002454,松芝股份,,,,,,,,,,,,2026-04-30,20260331,balance,1107973274.9,1428026788.85,854540368.52,8367743125.03,4.0162317222,1394454684.86,,3738123045.1,6.4341168268,44.6730138491,4629620079.93,,,,,,,,
936,002452,长高电气,,,,,,,,,,,,2026-04-30,20260331,balance,2006486302.75,822942242.47,531585210.17,4539351310.42,26.7274981855,534452128.6,,1729400929.3,53.2767928497,38.0979750417,2809950381.12,,,,,,,,
937,002442,龙星科技,,,,,,,,,,,,2026-04-30,20260331,balance,140683416.88,981267496.54,740821596.6,4622515547.44,-0.2406875627,301220489.17,,2775147874.11,0.4655423469,60.0354470554,1847367673.33,,,,,,,,
942,002401,中远海科,,,,,,,,,,,,2026-04-30,20260331,balance,617261345.44,151429309.64,389625870.67,3036440427.11,11.1743939282,503083986.93,606076.65,1356615233.49,30.3501130709,44.6778148973,1679825193.62,,,,,,,,
944,002386,天原股份,,,,,,,,,,,,2026-04-30,20260331,balance,2539446910.7,2165368486.86,1651722644.52,21481978611.38,6.3399842672,1711985867.75,0.0,13747344891.31,9.3979722618,63.9947797175,7734633720.07,,,,,,,,
945,002374,中锐股份,,,,,,,,,,,,2026-04-30,20260331,balance,82317911.6,1604770456.51,137603573.78,2963986254.24,-9.1051542861,569881047.2,178615.73,2492068953.39,2.4894243312,84.078289831,471917300.85,,,,,,,,
948,002365,永安药业,,,,,,,,,,,,2026-04-30,20260331,balance,253213751.54,153588084.52,78974280.04,2195218804.1,-2.6762474991,113501958.35,,204508008.17,-13.2060701471,9.3160648856,1990710795.93,,,,,,,,
949,002349,精华制药,,,,,,,,,,,,2026-04-30,20260331,balance,848824885.87,359989000.62,275074844.23,3629568975.97,7.5142547572,139875881.31,,392260374.58,13.6836171898,10.8073541838,3237308601.39,,,,,,,,
952,002343,慈文传媒,,,,,,,,,,,,2026-04-30,20260331,balance,113836989.88,403104240.95,629585512.46,1597286017.08,-4.523274614,146302756.31,23780565.75,639787326.25,-6.1136176733,40.0546501634,957498690.83,,,,,,,,
958,002284,亚太股份,,,,,,,,,,,,2026-04-30,20260331,balance,1736824019.09,874605588.8,901369250.4,8623739446.26,20.1832513348,1652342636.93,3707251.16,5100747912.92,22.9538898814,59.147750749,3522991533.34,,,,,,,,
959,002279,久其软件,,,,,,,,,,,,2026-04-30,20260331,balance,290717186.84,477967955.49,39157689.19,2185895756.61,5.463550453,157717024.52,4851293.63,765528385.52,2.9241802634,35.0212668287,1420367371.09,,,,,,,,
960,002277,友阿股份,,,,,,,,,,,,2026-04-30,20260331,balance,134237815.1,10828750.14,2109927946.37,14085815139.18,-3.747631171,650100614.82,24415663.72,7540080095.86,-2.4856057792,53.5295971256,6545735043.32,,,,,,,,
962,002269,美邦服饰,,,,,,,,,,,,2026-04-30,20260331,balance,84825660.55,47983564.21,310209746.67,1814471413.14,-2.1145189456,289318825.76,1102760.69,1600410438.87,2.2019369475,88.2025711334,214060974.27,,,,,,,,
