stock_code,stock_name,latest_price,pct_change,turnover_rate,volume,amount,amplitude,pe_dynamic,pb,total_market_value,float_market_value,snapshot_date,source,synthesized_at
600780,通宝能源,7.72,0.78,6.66,763782.0,588135662.0,5.87,,,,,2026-05-29,derived_from_last_daily_row,20260608
600784,鲁银投资,7.57,-5.73,3.95,267207.0,205104642.0,6.35,,,,,2026-05-29,derived_from_last_daily_row,20260608
601929,吉视传媒,2.84,,0.0298889860870202,104306230.0,296235337.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601886,江河集团,8.99,,0.0056836613342079,6439600.0,57581705.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601798,蓝科高新,7.67,,0.0198036715827044,7020960.0,54549501.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601789,宁波建工,5.0,,0.0501665869846224,54520976.0,275751426.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601700,风范股份,5.35,-3.08,1.91,217890.0,117666027.0,4.53,,,,,2026-05-29,derived_from_last_daily_row,20260608
601686,友发集团,5.22,0.77,0.39,57866.0,30440978.0,3.28,,,,,2026-05-29,derived_from_last_daily_row,20260608
601616,广电电气,4.23,-3.42,2.4,204681.0,87705096.0,3.88,,,,,2026-05-29,derived_from_last_daily_row,20260608
688550,瑞联新材,46.5,,0.0840295218418204,14608065.0,688251567.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601599,浙文影业,3.25,-0.31,1.49,173468.0,56825423.0,2.15,,,,,2026-05-29,derived_from_last_daily_row,20260608
601588,北辰实业,2.11,2.43,7.22,1919560.0,401076982.0,8.25,,,,,2026-05-29,derived_from_last_daily_row,20260608
601956,东贝集团,5.21,,0.0131043188535235,8145862.0,42838220.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601579,会稽山,16.8,2.88,2.33,111639.0,192018997.0,7.23,,,,,2026-05-29,derived_from_last_daily_row,20260608
601339,百隆东方,7.44,3.05,1.3,195072.0,145180061.0,5.54,,,,,2026-05-29,derived_from_last_daily_row,20260608
601330,绿色动力,9.17,,0.0406465706086074,40203320.0,374414789.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601226,华电科工,7.86,-2.72,1.08,125516.0,100204857.0,3.84,,,,,2026-05-29,derived_from_last_daily_row,20260608
601218,吉鑫科技,5.33,-2.02,2.85,276630.0,148621409.0,3.31,,,,,2026-05-29,derived_from_last_daily_row,20260608
601188,龙江交通,3.14,0.32,0.89,115956.0,36516353.0,2.24,,,,,2026-05-29,derived_from_last_daily_row,20260608
601177,杭齿前进,17.81,-4.09,6.25,249930.0,449379835.0,4.42,,,,,2026-05-29,derived_from_last_daily_row,20260608
601133,柏诚股份,26.57,,0.0395225589455403,20725106.0,562054263.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601121,宝地矿业,6.48,,0.010488,8390400.0,54985128.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601116,三江购物,13.0,,0.045654734603373,25004112.0,315509693.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601113,华鼎股份,4.05,,0.010650977032944,11760300.0,48040484.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601388,怡球资源,3.46,,0.0186648772829072,41085550.0,144001396.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603002,宏昌电子,16.58,,0.1024275648274364,116160900.0,2011749714.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603004,鼎龙科技,18.72,,0.0464434612771739,2734591.0,52381895.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603006,联明股份,13.5,,0.0569858792920865,14488902.0,204967926.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603066,音飞储存,10.95,,0.0173380199775189,5100500.0,56405712.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603065,宿迁联盛,7.51,-3.35,1.06,44448.0,33736361.0,4.89,,,,,2026-05-29,derived_from_last_daily_row,20260608
688535,华海诚科,120.19,,0.0798458118438132,9525436.0,1190087444.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603062,麦加芯彩,43.73,-4.21,2.89,10707.0,47429612.0,4.6,,,,,2026-05-29,derived_from_last_daily_row,20260608
603061,金海通,295.0,-1.74,3.01,26192.0,780308827.0,5.22,,,,,2026-05-29,derived_from_last_daily_row,20260608
603058,永吉股份,9.93,-4.06,1.81,74859.0,75144735.0,5.6,,,,,2026-05-29,derived_from_last_daily_row,20260608
603052,可川科技,95.14,,0.0471585054647038,8860955.0,847098433.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603051,鹿山新材,21.57,-8.79,6.48,104806.0,232044140.0,11.37,,,,,2026-05-29,derived_from_last_daily_row,20260608
603050,科林电气,24.97,0.32,8.97,361830.0,942475097.0,10.41,,,,,2026-05-29,derived_from_last_daily_row,20260608
603040,新坐标,85.55,,0.0266927974927183,3623391.0,310413279.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603038,华立股份,15.32,,0.0166596516786956,4476067.0,69303831.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603037,凯众股份,13.17,,0.0310272384866622,8257807.0,109997648.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603036,如通股份,13.2,,0.0274394887236914,5652700.0,75667979.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603035,常熟汽饰,12.12,,0.007857575935913,2878600.0,34994118.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603032,德新科技,25.34,,0.2007664976625108,46540252.0,1227752718.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603031,安孚科技,60.1,,0.1080887849971002,33982073.0,2057993727.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603020,爱普股份,9.77,,0.0122602153424538,4605400.0,45303800.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603018,华设集团,7.03,,0.0065857907123269,4503340.0,31783154.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688539,高华科技,33.16,,0.0193262586058519,3593138.0,122685225.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603016,新宏泰,42.88,,0.0247822826673866,3671743.0,158371881.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603015,弘讯科技,10.84,,0.0377686377928796,15266801.0,171559692.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603012,创力集团,9.36,,0.0291042273781902,18815883.0,176768575.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603011,合锻智能,24.92,,0.1108314784100853,54796683.0,1352094013.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601086,国芳集团,8.56,,0.0462747402402402,30818977.0,255763898.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688556,高测股份,11.93,,0.0610167109552091,50691093.0,626049847.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601008,连云港,4.39,,0.0059283207224267,7354900.0,32506465.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601007,金陵饭店,6.82,,0.0175110769230769,6829320.0,46765851.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600834,申通地铁,7.67,,0.008146098457586,3888800.0,29743391.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600833,第一医药,10.57,,0.0148700269855599,3317300.0,35088627.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688566,吉贝尔,25.13,,0.0051930928545087,1035663.0,26079990.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600830,香溢融通,8.32,,0.0176874722937876,8035821.0,67414552.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600829,人民同泰,8.71,,0.0113425234329965,6577400.0,57328469.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600828,茂业商业,4.63,,0.015362298551095,26597672.0,119762956.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600826,兰生股份,8.65,,0.0072420897826375,5326800.0,46189143.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600825,新华传媒,5.17,,0.0052916980516138,5529231.0,28812917.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600824,益民集团,3.82,,0.0130881154321166,13795228.0,52983860.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600822,上海物贸,8.8,,0.0087437038794106,3463800.0,30730249.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600819,耀皮玻璃,6.78,,0.0193608361378723,14470600.0,99236108.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600817,宇通重工,10.08,,0.0055575463814213,2941300.0,29774571.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600814,杭州解百,7.27,,0.0213105088933632,15664899.0,113803198.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600807,济高发展,2.77,,0.0504296046604568,39689030.0,114524869.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600805,悦达投资,4.69,,0.0110825038036383,9423180.0,44726333.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600798,宁波海运,3.46,,0.0159417776835983,19234300.0,67124242.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600796,钱江生化,5.35,,0.0205735951934617,6408220.0,34471806.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600794,保税科技,3.2,,0.0087083124744156,10451300.0,34006744.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688577,浙海德曼,70.99,,0.0175043830309831,1947883.0,143976985.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600793,宜宾纸业,14.15,,0.016466620127678,2913011.0,41569527.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600792,云煤能源,4.06,2.27,3.14,348706.0,141534310.0,6.8,,,,,2026-05-29,derived_from_last_daily_row,20260608
600790,轻纺城,4.08,0.0,1.6,234225.0,96287293.0,2.7,,,,,2026-05-29,derived_from_last_daily_row,20260608
600785,新华百货,16.31,-0.55,4.29,96735.0,159902801.0,5.18,,,,,2026-05-29,derived_from_last_daily_row,20260608
600838,上海九百,8.5,,0.0454133631912979,18205399.0,156220291.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600288,大恒科技,13.27,-1.99,2.04,89251.0,118522203.0,3.69,,,,,2026-05-29,derived_from_last_daily_row,20260608
600843,上工申贝,7.7,,0.0220704504234055,10355957.0,81197026.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600851,海欣股份,8.16,,0.025561350338864,18869545.0,153147366.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
601002,晋亿实业,5.13,,0.0234265057341644,22359211.0,115998337.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600992,贵绳股份,13.2,,0.094122942592517,23068592.0,301866210.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600987,航民股份,6.54,,0.0053236799825506,5434513.0,35537099.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600983,惠而浦,8.65,,0.0036117694950283,2768201.0,24053026.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600982,宁波能源,6.59,,0.1407961302955966,157357625.0,1057909504.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600981,苏豪汇鸿,2.47,,0.0101410829455828,22740701.0,57048910.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600980,北矿科技,20.82,,0.0228818520479218,4330700.0,91595397.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600979,广安爱众,5.3,,0.0925557715836114,114925248.0,593418577.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600976,健民集团,30.42,,0.0097802067337862,1499292.0,45902849.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600973,宝胜股份,6.96,,0.0213963301508934,29342205.0,206108841.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600966,博汇纸业,5.91,,0.0083071006097607,11105300.0,66140205.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600962,国投中鲁,25.18,,0.0199637694977308,5234700.0,133293875.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600960,渤海汽车,4.5,,0.0169682111386633,16128548.0,72815413.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688562,航天软件,17.14,,0.0150872025,6034881.0,105480891.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600939,重庆建工,2.8,,0.0095358417503552,18141700.0,51387228.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600880,博瑞传播,4.33,,0.0175240203226777,19154283.0,84166391.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600874,创业环保,5.77,1.05,0.92,112761.0,65261508.0,2.8,,,,,2026-05-29,derived_from_last_daily_row,20260608
600868,梅雁吉祥,3.5,4.48,9.04,1715151.0,601367367.0,10.45,,,,,2026-05-29,derived_from_last_daily_row,20260608
600865,百大集团,10.87,10.02,3.28,123580.0,130348272.0,10.43,,,,,2026-05-29,derived_from_last_daily_row,20260608
600860,京城股份,9.22,,0.0177407125941772,7877600.0,73656126.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600858,银座股份,5.23,1.75,2.78,143838.0,75512355.0,4.47,,,,,2026-05-29,derived_from_last_daily_row,20260608
600855,航天长峰,15.89,,0.0277855178292294,12993612.0,210887741.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600853,龙建股份,3.6,0.28,0.86,87620.0,31732099.0,1.95,,,,,2026-05-29,derived_from_last_daily_row,20260608
600846,同济科技,10.97,-2.92,0.67,42058.0,46497940.0,3.81,,,,,2026-05-29,derived_from_last_daily_row,20260608
688595,芯海科技,31.96,,0.0588505902708677,8479988.0,281444410.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600284,浦东建设,5.99,,0.0229956248660147,22311643.0,134803005.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600283,钱江水利,9.01,,0.0262753714097966,14298195.0,129741100.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301361,众智科技,39.16,0.77,7.54,42476.0,165744201.0,6.87,,,,,2026-05-29,derived_from_last_daily_row,20260608
301360,荣旗科技,87.7,,0.1143253215066419,3843385.0,331693533.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301357,北方长龙,92.74,-2.93,1.71,16288.0,153820792.0,4.54,,,,,2026-05-29,derived_from_last_daily_row,20260608
301349,信德新材,63.84,,0.1250565685404072,14070885.0,893572279.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301348,蓝箭电子,25.66,,0.145755505497132,22612388.0,597658190.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301338,凯格精机,248.92,13.97,16.08,85248.0,2110201272.0,16.42,,,,,2026-05-29,derived_from_last_daily_row,20260608
301337,亚华电子,25.63,,0.0263986822820301,2690918.0,69859855.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688626,翔宇医疗,51.4,,0.0119393375,1910294.0,99518626.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301335,天元宠物,23.11,4.24,3.22,28159.0,64207355.0,7.58,,,,,2026-05-29,derived_from_last_daily_row,20260608
301333,诺思格,50.74,,0.0254235485029323,2451942.0,125710578.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301365,矩阵股份,32.01,,0.0275131283872818,3330100.0,110600091.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301332,德尔玛,8.54,,0.0125465865761184,3322841.0,29091620.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301330,熵基科技,26.71,,0.0157922465433467,3068774.0,84792556.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301329,信音电子,26.15,,0.1240943213666088,7438710.0,198999399.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301328,维峰电子,55.91,,0.0428813630863301,4938392.0,284147635.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301326,捷邦科技,147.89,,0.0254537664166171,1834578.0,279508188.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301323,新莱福,80.3,,0.0497401074545854,3360788.0,278260184.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301322,绿通科技,52.01,,0.1675846884215261,16123772.0,885790690.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301320,豪江智能,14.19,,0.0405473750415541,2765703.0,39964163.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301319,唯特偶,107.0,,0.0785558469160072,10653572.0,1185819316.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301318,维海德,22.18,,0.0177888897003306,1657590.0,37266472.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301315,威士顿,43.02,,0.049524081081081,1832391.0,80340785.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301331,恩威医药,24.63,,0.0261516461719877,2684132.0,66963720.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301366,一博科技,43.41,-6.1,8.82,103172.0,460878042.0,7.83,,,,,2026-05-29,derived_from_last_daily_row,20260608
301367,瑞迈特,44.79,-2.93,1.17,11437.0,51571599.0,3.68,,,,,2026-05-29,derived_from_last_daily_row,20260608
301368,丰立智能,46.73,-7.79,4.91,31515.0,151114658.0,9.16,,,,,2026-05-29,derived_from_last_daily_row,20260608
301428,世纪恒通,30.5,,0.0471890056209018,3321212.0,103404327.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301421,波长光电,96.89,,0.2161177885531505,10037324.0,1009341466.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688620,安凯微,12.35,-6.79,6.0,139334.0,177392162.0,10.79,,,,,2026-05-29,derived_from_last_daily_row,20260608
301419,阿莱德,38.32,,0.0958993729719917,9509214.0,371599640.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301413,安培龙,88.74,,0.0719499483265618,5495165.0,503024191.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301408,华人健康,17.72,,0.1114118330277806,25508787.0,445007116.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301399,英特科技,18.31,,0.0442346630303287,2418910.0,45313604.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301398,星源卓镁,41.29,,0.0524228485450979,1951126.0,83510228.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301397,溯联股份,32.21,,0.0643076166000214,4542960.0,150705952.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301396,宏景科技,175.8,,0.0739085667602917,10458580.0,1886593610.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301393,昊帆生物,56.12,,0.0424286556572265,1786449.0,100161861.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301391,卡莱特,64.88,,0.017996324923598,1670700.0,110152473.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301389,隆扬电子,87.25,-3.89,5.92,167709.0,1490177329.0,7.69,,,,,2026-05-29,derived_from_last_daily_row,20260608
301388,欣灵电气,28.27,,0.0238473802882972,1733300.0,50046836.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301387,光大同创,93.3,,0.1028765970382944,4391218.0,417832856.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301383,天键股份,26.66,,0.0354319418530962,2502000.0,68237204.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301382,蜂助手,41.42,,0.0580816622288733,13728005.0,586880792.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301380,挖金客,30.67,,0.0225124106505593,1853925.0,57544729.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688621,阳光诺和,54.0,-2.3,1.64,18419.0,100152903.0,5.88,,,,,2026-05-29,derived_from_last_daily_row,20260608
301379,天山电子,21.5,,0.0996711880654447,15572876.0,480488002.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301378,通达海,29.05,,0.0585503359432324,2694459.0,79620092.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301370,国科恒泰,9.04,-0.88,0.86,27965.0,25429755.0,1.54,,,,,2026-05-29,derived_from_last_daily_row,20260608
301369,联动科技,188.4,,0.0493226584977838,2703678.0,526551633.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301313,凡拓数创,47.3,,0.191061791036929,15008581.0,741552780.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688627,精智达,367.0,,0.0858149589927086,6218846.0,2333387575.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301312,智立方,89.5,,0.1257368016142615,7613711.0,1005871607.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301311,昆船智能,14.81,,0.0098563291666666,2365519.0,35436140.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301239,普瑞眼科,38.64,,0.0170594969245033,2423200.0,93297047.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301230,泓博医药,35.34,,0.0497515161902763,6249578.0,222611823.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
688648,中邮科技,39.85,,0.0350897563149402,2439753.0,98657056.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301229,纽泰格,14.6,,0.022575568932827,2918584.0,43205380.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301226,祥明智能,36.93,,0.0661347886029411,7195465.0,278780025.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301225,恒勃股份,91.04,,0.0725365437387055,2167537.0,202963880.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301221,光庭信息,31.77,,0.0508660208792297,4469271.0,146183407.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301220,亚香股份,38.0,,0.0242580156374171,1889360.0,71425405.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301216,万凯新材,24.86,,0.0157025398287944,8610210.0,215307541.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301213,观想科技,46.36,,0.0309392292544674,1599900.0,106013217.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301211,亨迪药业,10.16,,0.0073827045904742,3082982.0,31288065.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301210,金杨精密,28.65,-4.12,6.28,27295.0,110894864.0,5.82,,,,,2026-05-29,derived_from_last_daily_row,20260608
301209,联合化学,61.14,-1.53,0.81,7773.0,67053779.0,2.4,,,,,2026-05-29,derived_from_last_daily_row,20260608
301208,中亦科技,28.96,-4.07,2.23,14710.0,43219963.0,5.73,,,,,2026-05-29,derived_from_last_daily_row,20260608
301206,三元生物,24.93,,0.0075443923769005,982907.0,24681379.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301202,朗威股份,39.09,-7.15,9.59,35623.0,143243955.0,8.86,,,,,2026-05-29,derived_from_last_daily_row,20260608
301201,诚达药业,33.04,1.1,6.42,69638.0,232283395.0,7.5,,,,,2026-05-29,derived_from_last_daily_row,20260608
301199,迈赫股份,19.43,-6.14,3.82,27741.0,54749357.0,7.15,,,,,2026-05-29,derived_from_last_daily_row,20260608
688651,盛邦安全,35.68,,0.0689969374285035,2239256.0,81935411.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301196,唯科科技,121.94,,0.047545734281652,3896818.0,490753916.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301195,北路智控,27.9,,0.0256899922303417,2252751.0,65560516.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301191,菲菱科思,109.04,,0.1201506766003434,6285550.0,995199839.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301190,善水科技,22.37,,0.0172643671735241,2470600.0,56152353.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301246,宏源药业,32.48,,0.1188949807793342,20570841.0,664408119.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301439,泓淋电力,19.57,,0.0661141029576027,12115206.0,237094581.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301248,杰创智能,79.99,,0.0833119496620186,9358323.0,770600431.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301252,同星科技,32.86,,0.0295939707324564,4016159.0,134611925.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301310,鑫宏业,33.64,,0.239185153154446,14586802.0,487991702.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301307,美利信,58.28,,0.0900659397708124,9864604.0,587189058.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301306,西测测试,129.5,,0.0454124179360652,2645841.0,349324793.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301305,朗坤科技,30.82,,0.1516922151781373,18854630.0,579859237.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301302,华如科技,25.81,-7.49,7.22,100394.0,265656185.0,10.04,,,,,2026-05-29,derived_from_last_daily_row,20260608
301299,卓创资讯,51.7,-1.77,4.04,18076.0,94943109.0,4.35,,,,,2026-05-29,derived_from_last_daily_row,20260608
301292,海科新源,70.86,1.2,12.01,102307.0,723951685.0,5.64,,,,,2026-05-29,derived_from_last_daily_row,20260608
301289,国缆检测,51.68,-0.75,1.07,8306.0,41980888.0,4.17,,,,,2026-05-29,derived_from_last_daily_row,20260608
301285,鸿日达,115.51,-1.4,2.7,55726.0,648603925.0,4.98,,,,,2026-05-29,derived_from_last_daily_row,20260608
301282,金禄电子,27.38,-3.18,8.25,145610.0,413553129.0,8.84,,,,,2026-05-29,derived_from_last_daily_row,20260608
301281,科源制药,41.6,0.07,5.04,35779.0,147040340.0,4.86,,,,,2026-05-29,derived_from_last_daily_row,20260608
301280,珠城科技,40.77,-7.07,7.19,41180.0,172700257.0,7.39,,,,,2026-05-29,derived_from_last_daily_row,20260608
301279,金道科技,22.97,-5.51,1.6,20836.0,48909748.0,7.08,,,,,2026-05-29,derived_from_last_daily_row,20260608
688636,智明达,35.74,,0.0486207013703994,8150162.0,302264485.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301277,新天地,9.91,-0.5,0.5,19481.0,19361018.0,2.01,,,,,2026-05-29,derived_from_last_daily_row,20260608
301270,汉仪股份,27.64,-2.09,2.6,24568.0,69401604.0,5.81,,,,,2026-05-29,derived_from_last_daily_row,20260608
301266,宇邦新材,25.79,-5.04,3.04,41197.0,107828119.0,6.7,,,,,2026-05-29,derived_from_last_daily_row,20260608
301261,恒工精密,91.07,,0.1076683061879641,4040207.0,374809557.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301260,格力博,15.57,-5.12,2.07,42448.0,67310257.0,5.97,,,,,2026-05-29,derived_from_last_daily_row,20260608
301258,富士莱,26.38,-1.86,0.93,8250.0,21859186.0,3.31,,,,,2026-05-29,derived_from_last_daily_row,20260608
301257,普蕊斯,43.0,,0.0257684013603929,1940520.0,84502633.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301256,华融化学,11.5,,0.0252165895833333,12103963.0,144581803.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301255,通力科技,25.0,,0.1199876575630252,4569130.0,115761105.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301251,威尔高,52.0,,0.1473603529834106,11138929.0,597728455.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
603067,振华股份,35.06,-10.01,5.05,381427.0,1376388647.0,10.09,,,,,2026-05-29,derived_from_last_daily_row,20260608
301456,盘古智能,28.65,,0.0317266307547368,1930600.0,56549326.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
301468,博盈特焊,43.3,,0.1432669190941344,13969010.0,604043697.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
600162,香江控股,2.79,9.84,3.51,1148511.0,315883034.0,7.48,,,,,2026-05-29,derived_from_last_daily_row,20260608
600152,维科技术,11.4,-3.14,6.08,321649.0,371317265.0,3.91,,,,,2026-05-29,derived_from_last_daily_row,20260608
688601,力芯微,53.35,-10.23,6.85,91558.0,506031944.0,12.0,,,,,2026-05-29,derived_from_last_daily_row,20260608
600138,中青旅,7.82,,0.0175954478890362,12736289.0,99684476.0,,,,,,2026-05-29,derived_from_last_daily_row,20260608
