stock_code,stock_name,n_daily_rows,first_date,last_date,missing_ratio,download_success
000520,凤凰航运,95,2026-01-05,2026-05-29,0.1121,True
000521,长虹美菱,95,2026-01-05,2026-05-29,0.1121,True
000523,红棉股份,95,2026-01-05,2026-05-29,0.1121,True
000524,岭南控股,95,2026-01-05,2026-05-29,0.1121,True
000526,学大教育,95,2026-01-05,2026-05-29,0.1121,True
000530,冰山冷热,95,2026-01-05,2026-05-29,0.1121,True
000531,穗恒运A,95,2026-01-05,2026-05-29,0.1121,True
000532,华金资本,95,2026-01-05,2026-05-29,0.1121,True
000533,顺钠股份,95,2026-01-05,2026-05-29,0.1121,True
000534,万泽股份,95,2026-01-05,2026-05-29,0.1121,True
000541,佛山照明,95,2026-01-05,2026-05-29,0.1121,True
000548,湖南投资,95,2026-01-05,2026-05-29,0.1121,True
000551,创元科技,95,2026-01-05,2026-05-29,0.1121,True
000554,泰山石油,95,2026-01-05,2026-05-29,0.1121,True
000558,天府文旅,95,2026-01-05,2026-05-29,0.1121,True
000560,我爱我家,95,2026-01-05,2026-05-29,0.1121,True
000561,烽火电子,95,2026-01-05,2026-05-29,0.1121,True
000565,渝三峡A,95,2026-01-05,2026-05-29,0.1121,True
000570,苏常柴A,95,2026-01-05,2026-05-29,0.1121,True
000576,甘化科工,95,2026-01-05,2026-05-29,0.1121,True
000592,平潭发展,95,2026-01-05,2026-05-29,0.1121,True
000601,韶能股份,95,2026-01-05,2026-05-29,0.1121,True
000607,华媒控股,95,2026-01-05,2026-05-29,0.1121,True
000635,英 力 特,95,2026-01-05,2026-05-29,0.1121,True
000652,泰达股份,95,2026-01-05,2026-05-29,0.1121,True
000655,金岭矿业,95,2026-01-05,2026-05-29,0.1121,True
000659,珠海中富,93,2026-01-05,2026-05-29,0.1308,True
000670,盈方微,85,2026-01-05,2026-05-29,0.2056,True
000700,模塑科技,95,2026-01-05,2026-05-29,0.1121,True
000701,厦门信达,95,2026-01-05,2026-05-29,0.1121,True
000705,浙江震元,95,2026-01-05,2026-05-29,0.1121,True
000707,双环科技,95,2026-01-05,2026-05-29,0.1121,True
000710,贝瑞基因,95,2026-01-05,2026-05-29,0.1121,True
000713,国投丰乐,95,2026-01-05,2026-05-29,0.1121,True
000715,中兴商业,95,2026-01-05,2026-05-29,0.1121,True
000716,黑芝麻,95,2026-01-05,2026-05-29,0.1121,True
000717,中南股份,95,2026-01-05,2026-05-29,0.1121,True
000718,苏宁环球,95,2026-01-05,2026-05-29,0.1121,True
000721,西安饮食,95,2026-01-05,2026-05-29,0.1121,True
000722,湖南发展,95,2026-01-05,2026-05-29,0.1121,True
000726,鲁  泰A,95,2026-01-05,2026-05-29,0.1121,True
000731,四川美丰,95,2026-01-05,2026-05-29,0.1121,True
000751,锌业股份,95,2026-01-05,2026-05-29,0.1121,True
000753,漳州发展,95,2026-01-05,2026-05-29,0.1121,True
000759,中百集团,95,2026-01-05,2026-05-29,0.1121,True
000777,中核科技,95,2026-01-05,2026-05-29,0.1121,True
000779,甘咨询,95,2026-01-05,2026-05-29,0.1121,True
000782,恒申新材,95,2026-01-05,2026-05-29,0.1121,True
000788,北大医药,95,2026-01-05,2026-05-29,0.1121,True
000797,中国武夷,95,2026-01-05,2026-05-29,0.1121,True
000798,中水渔业,95,2026-01-05,2026-05-29,0.1121,True
000803,山高环能,95,2026-01-05,2026-05-29,0.1121,True
000812,陕西金叶,95,2026-01-05,2026-05-29,0.1121,True
000815,美利云,95,2026-01-05,2026-05-29,0.1121,True
000816,智慧农业,95,2026-01-05,2026-05-29,0.1121,True
000819,岳阳兴长,95,2026-01-05,2026-05-29,0.1121,True
000822,山东海化,95,2026-01-05,2026-05-29,0.1121,True
000823,超声电子,95,2026-01-05,2026-05-29,0.1121,True
000850,华茂股份,95,2026-01-05,2026-05-29,0.1121,True
000852,石化机械,95,2026-01-05,2026-05-29,0.1121,True
000859,国风新材,95,2026-01-05,2026-05-29,0.1121,True
000862,银星能源,95,2026-01-05,2026-05-29,0.1121,True
000863,三湘印象,95,2026-01-05,2026-05-29,0.1121,True
000868,安凯客车,95,2026-01-05,2026-05-29,0.1121,True
000882,华联股份,95,2026-01-05,2026-05-29,0.1121,True
000886,海南高速,95,2026-01-05,2026-05-29,0.1121,True
000888,峨眉山A,95,2026-01-05,2026-05-29,0.1121,True
000892,欢瑞世纪,95,2026-01-05,2026-05-29,0.1121,True
000897,津滨发展,95,2026-01-05,2026-05-29,0.1121,True
000900,现代投资,95,2026-01-05,2026-05-29,0.1121,True
000905,厦门港务,95,2026-01-05,2026-05-29,0.1121,True
000906,浙商中拓,95,2026-01-05,2026-05-29,0.1121,True
000912,泸天化,95,2026-01-05,2026-05-29,0.1121,True
000915,华特达因,95,2026-01-05,2026-05-29,0.1121,True
000919,金陵药业,95,2026-01-05,2026-05-29,0.1121,True
000920,沃顿科技,95,2026-01-05,2026-05-29,0.1121,True
000922,佳电股份,95,2026-01-05,2026-05-29,0.1121,True
000925,众合科技,95,2026-01-05,2026-05-29,0.1121,True
000926,福星股份,95,2026-01-05,2026-05-29,0.1121,True
000931,中关村,95,2026-01-05,2026-05-29,0.1121,True
000936,华西股份,95,2026-01-05,2026-05-29,0.1121,True
000948,南天信息,95,2026-01-05,2026-05-29,0.1121,True
000949,新乡化纤,95,2026-01-05,2026-05-29,0.1121,True
000957,中通客车,95,2026-01-05,2026-05-29,0.1121,True
000962,东方钽业,95,2026-01-05,2026-05-29,0.1121,True
000965,天保基建,95,2026-01-05,2026-05-29,0.1121,True
000968,蓝焰控股,95,2026-01-05,2026-05-29,0.1121,True
000973,佛塑科技,95,2026-01-05,2026-05-29,0.1121,True
000978,桂林旅游,95,2026-01-05,2026-05-29,0.1121,True
000989,九芝堂,95,2026-01-05,2026-05-29,0.1121,True
000993,闽东电力,95,2026-01-05,2026-05-29,0.1121,True
001205,盛航股份,95,2026-01-05,2026-05-29,0.1121,True
001206,依依股份,95,2026-01-05,2026-05-29,0.1121,True
001207,联科科技,95,2026-01-05,2026-05-29,0.1121,True
001208,华菱线缆,95,2026-01-05,2026-05-29,0.1121,True
001212,中旗新材,95,2026-01-05,2026-05-29,0.1121,True
001215,千味央厨,95,2026-01-05,2026-05-29,0.1121,True
001216,华瓷股份,95,2026-01-05,2026-05-29,0.1121,True
001217,华尔泰,95,2026-01-05,2026-05-29,0.1121,True
001219,青岛食品,95,2026-01-05,2026-05-29,0.1121,True
001222,源飞宠物,95,2026-01-05,2026-05-29,0.1121,True
001223,欧克科技,95,2026-01-05,2026-05-29,0.1121,True
001229,魅视科技,95,2026-01-05,2026-05-29,0.1121,True
001239,永达股份,95,2026-01-05,2026-05-29,0.1121,True
001256,炜冈科技,95,2026-01-05,2026-05-29,0.1121,True
001258,立新能源,95,2026-01-05,2026-05-29,0.1121,True
001266,宏英智能,95,2026-01-05,2026-05-29,0.1121,True
001267,汇绿生态,95,2026-01-05,2026-05-29,0.1121,True
001277,速达股份,95,2026-01-05,2026-05-29,0.1121,True
001279,强邦新材,95,2026-01-05,2026-05-29,0.1121,True
001282,三联锻造,95,2026-01-05,2026-05-29,0.1121,True
001283,豪鹏科技,95,2026-01-05,2026-05-29,0.1121,True
001288,运机集团,95,2026-01-05,2026-05-29,0.1121,True
001296,长江材料,95,2026-01-05,2026-05-29,0.1121,True
001298,好上好,95,2026-01-05,2026-05-29,0.1121,True
001300,三柏硕,95,2026-01-05,2026-05-29,0.1121,True
001306,夏厦精密,95,2026-01-05,2026-05-29,0.1121,True
001311,多利科技,95,2026-01-05,2026-05-29,0.1121,True
001314,亿道信息,95,2026-01-05,2026-05-29,0.1121,True
001316,润贝航科,95,2026-01-05,2026-05-29,0.1121,True
001317,三羊马,95,2026-01-05,2026-05-29,0.1121,True
001318,阳光乳业,95,2026-01-05,2026-05-29,0.1121,True
001319,铭科精技,95,2026-01-05,2026-05-29,0.1121,True
001324,长青科技,95,2026-01-05,2026-05-29,0.1121,True
001328,登康口腔,95,2026-01-05,2026-05-29,0.1121,True
001332,锡装股份,95,2026-01-05,2026-05-29,0.1121,True
001335,信凯科技,95,2026-01-05,2026-05-29,0.1121,True
001338,永顺泰,95,2026-01-05,2026-05-29,0.1121,True
001359,平安电工,95,2026-01-05,2026-05-29,0.1121,True
001367,海森药业,95,2026-01-05,2026-05-29,0.1121,True
001376,百通能源,95,2026-01-05,2026-05-29,0.1121,True
001379,腾达科技,95,2026-01-05,2026-05-29,0.1121,True
001380,华纬科技,95,2026-01-05,2026-05-29,0.1121,True
001388,信通电子,95,2026-01-05,2026-05-29,0.1121,True
001390,古麒绒材,95,2026-01-05,2026-05-29,0.1121,True
001395,亚联机械,95,2026-01-05,2026-05-29,0.1121,True
001400,江顺科技,95,2026-01-05,2026-05-29,0.1121,True
001896,豫能控股,95,2026-01-05,2026-05-29,0.1121,True
002009,天奇股份,95,2026-01-05,2026-05-29,0.1121,True
002016,世荣兆业,95,2026-01-05,2026-05-29,0.1121,True
002021,中捷资源,95,2026-01-05,2026-05-29,0.1121,True
002022,科华生物,95,2026-01-05,2026-05-29,0.1121,True
002026,山东威达,95,2026-01-05,2026-05-29,0.1121,True
002029,七匹狼,95,2026-01-05,2026-05-29,0.1121,True
002033,丽江股份,95,2026-01-05,2026-05-29,0.1121,True
002034,旺能环境,95,2026-01-05,2026-05-29,0.1121,True
002035,华帝股份,95,2026-01-05,2026-05-29,0.1121,True
002037,保利联合,0,,,1.0,False
002039,黔源电力,95,2026-01-05,2026-05-29,0.1121,True
002040,南京港,95,2026-01-05,2026-05-29,0.1121,True
002042,华孚时尚,95,2026-01-05,2026-05-29,0.1121,True
002052,同洲电子,95,2026-01-05,2026-05-29,0.1121,True
002054,德美化工,95,2026-01-05,2026-05-29,0.1121,True
002057,中钢天源,95,2026-01-05,2026-05-29,0.1121,True
002059,云南旅游,95,2026-01-05,2026-05-29,0.1121,True
002062,宏润建设,95,2026-01-05,2026-05-29,0.1121,True
002066,瑞泰科技,95,2026-01-05,2026-05-29,0.1121,True
002067,景兴纸业,95,2026-01-05,2026-05-29,0.1121,True
002083,孚日股份,95,2026-01-05,2026-05-29,0.1121,True
002090,金智科技,95,2026-01-05,2026-05-29,0.1121,True
002094,青岛金王,95,2026-01-05,2026-05-29,0.1121,True
002095,生意宝,95,2026-01-05,2026-05-29,0.1121,True
002098,浔兴股份,95,2026-01-05,2026-05-29,0.1121,True
002103,广博股份,95,2026-01-05,2026-05-29,0.1121,True
002106,莱宝高科,95,2026-01-05,2026-05-29,0.1121,True
002107,沃华医药,95,2026-01-05,2026-05-29,0.1121,True
002108,沧州明珠,95,2026-01-05,2026-05-29,0.1121,True
002111,威海广泰,95,2026-01-05,2026-05-29,0.1121,True
002112,三变科技,95,2026-01-05,2026-05-29,0.1121,True
002115,三维通信,95,2026-01-05,2026-05-29,0.1121,True
002116,中国海诚,95,2026-01-05,2026-05-29,0.1121,True
002117,东港股份,95,2026-01-05,2026-05-29,0.1121,True
002119,康强电子,95,2026-01-05,2026-05-29,0.1121,True
002124,天邦食品,95,2026-01-05,2026-05-29,0.1121,True
002132,恒星科技,95,2026-01-05,2026-05-29,0.1121,True
002134,天津普林,95,2026-01-05,2026-05-29,0.1121,True
002135,东南网架,95,2026-01-05,2026-05-29,0.1121,True
002137,实益达,95,2026-01-05,2026-05-29,0.1121,True
002140,东华科技,95,2026-01-05,2026-05-29,0.1121,True
002146,荣盛发展,95,2026-01-05,2026-05-29,0.1121,True
002148,北纬科技,95,2026-01-05,2026-05-29,0.1121,True
002150,正泰电源,95,2026-01-05,2026-05-29,0.1121,True
002154,报喜鸟,95,2026-01-05,2026-05-29,0.1121,True
002159,三特索道,95,2026-01-05,2026-05-29,0.1121,True
002160,常铝股份,95,2026-01-05,2026-05-29,0.1121,True
002161,远望谷,95,2026-01-05,2026-05-29,0.1121,True
002162,悦心健康,95,2026-01-05,2026-05-29,0.1121,True
002164,宁波东力,95,2026-01-05,2026-05-29,0.1121,True
002165,红宝丽,95,2026-01-05,2026-05-29,0.1121,True
002166,莱茵生物,95,2026-01-05,2026-05-29,0.1121,True
002167,东方锆业,95,2026-01-05,2026-05-29,0.1121,True
