stock_code,stock_name,index_code,index_name,exchange,in_date,source,download_date,指数英文名称,成分券英文名称,exchange_en
002659,凯文教育,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Beijing Kaiwen Education Technology Co., Ltd",Shenzhen Stock Exchange
002660,茂硕电源,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Moso Power Supply Technology Co., Ltd",Shenzhen Stock Exchange
002661,克明食品,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"CHEN KE MING FOOD MANUFACTURING CO.,LTD",Shenzhen Stock Exchange
002662,峰璟股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Beijing Fengjing Automotive Parts Co.,Ltd.",Shenzhen Stock Exchange
002663,普邦股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"PUBANG LANDSCAPE ARCHITECTURE CO.,LTD",Shenzhen Stock Exchange
002664,信质集团,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Xinzhi Group Co., Ltd",Shenzhen Stock Exchange
002666,德联集团,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Delian Group Co., Ltd.",Shenzhen Stock Exchange
002669,康达新材,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shanghai Kangda New Materials Group Co., Ltd",Shenzhen Stock Exchange
002671,龙泉股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shandong Longquan Pipe Industry Co.,Ltd",Shenzhen Stock Exchange
002674,兴业科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"XINGYE LEATHER TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange
002676,顺威股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUANGDONG SUNWILL PRECISING PLASTIC CO.,LTD.",Shenzhen Stock Exchange
002682,龙洲股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"LONGZHOU GROUP CO., LTD.",Shenzhen Stock Exchange
002685,华东重机,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Wuxi Huadong Heavy Machinery Co., Ltd.",Shenzhen Stock Exchange
002686,亿利达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"ZHEJIANG YILIDA VENTILATOR CO., LTD.",Shenzhen Stock Exchange
002688,金河生物,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Jinhe Biotechnology Co., Ltd",Shenzhen Stock Exchange
002692,远程股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Yuan Cheng Cable Co.,Ltd.",Shenzhen Stock Exchange
002695,煌上煌,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Jiangxi Huangshanghuang Group Food Co., Ltd.",Shenzhen Stock Exchange
002703,浙江世宝,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,ZHEJIANG SHIBAO COMPANY LIMITED,Shenzhen Stock Exchange
002707,众信旅游,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"UTour Group Co., Ltd.",Shenzhen Stock Exchange
002708,光洋股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,CHANGZHOU NRB CORPORATION,Shenzhen Stock Exchange
002722,物产金轮,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"WUCHAN ZHONGDA GERON CO.,LTD.",Shenzhen Stock Exchange
002724,海洋王,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Ocean's King Lighting Science & Technology Co., Ltd.",Shenzhen Stock Exchange
002725,跃岭股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Zhejiang Yueling Co., Ltd.",Shenzhen Stock Exchange
002728,特一药业,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"TEYI PHARMACEUTICAL GROUP CO.,LTD",Shenzhen Stock Exchange
002730,电光科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Dianguang Explosion-proof Technology Co., Ltd.",Shenzhen Stock Exchange
002732,燕塘乳业,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUANGDONG YANTANG DAIRY CO., LTD.",Shenzhen Stock Exchange
002733,雄韬股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN CENTER POWER TECH.CO., LTD.",Shenzhen Stock Exchange
002734,利民股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Limin Chemical Co., Ltd.",Shenzhen Stock Exchange
002735,王子新材,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Prince New Materials Co., Ltd.",Shenzhen Stock Exchange
002741,光华科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Guanghua Sci-Tech Co., Ltd.",Shenzhen Stock Exchange
002746,仙坛股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHANDONG XIANTAN GROUP CO., LTD.",Shenzhen Stock Exchange
002752,昇兴股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Sunrise Group Company Limited,Shenzhen Stock Exchange
002757,南兴股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Nanxing Machinery Co., Ltd.",Shenzhen Stock Exchange
002758,浙农股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"ZJAMP Group Co., Ltd.",Shenzhen Stock Exchange
002759,天际股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUANGDONG TONZE ELECTRIC CO.,LTD.",Shenzhen Stock Exchange
002765,蓝黛科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Landai Technology Group Corp., Ltd.",Shenzhen Stock Exchange
002766,索菱股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Soling Industrial Co., Ltd.",Shenzhen Stock Exchange
002768,国恩股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"QINGDAO GON TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange
002769,普路通,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Prolto Supply Chain Management Co., Ltd.",Shenzhen Stock Exchange
002771,真视通,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Beijing Transtrue Technology Inc.,Shenzhen Stock Exchange
002772,众兴菌业,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Tianshui Zhongxing Bio-technology Co., Ltd.",Shenzhen Stock Exchange
002774,快意电梯,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"IFE Elevators Co.,LTD.",Shenzhen Stock Exchange
002782,可立克,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN CLICK TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange
002783,凯龙股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"HUBEI KAILONG CHEMICAL GROUP CO.,LTD",Shenzhen Stock Exchange
002785,万里石,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"XIAMEN WANLI STONE STOCK CO.,LTD",Shenzhen Stock Exchange
002786,银宝山新,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN SILVER BASIS TECHNOLOGY CO., LTD",Shenzhen Stock Exchange
002787,华源控股,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Suzhou Hycan Holdings Co., Ltd.",Shenzhen Stock Exchange
002792,通宇通讯,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,TONGYU COMMUNICATION INC.,Shenzhen Stock Exchange
002793,罗欣药业,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Luoxin Pharmaceuticals Group Stock Co., Ltd.",Shenzhen Stock Exchange
002796,世嘉科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Suzhou Shijia Science & Technology Inc.,Shenzhen Stock Exchange
002799,环球印务,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"XI' AN GLOBAL PRINTING CO., LTD.",Shenzhen Stock Exchange
002801,微光股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"HANGZHOU WEIGUANG ELECTRONIC CO., LTD.",Shenzhen Stock Exchange
002803,吉宏股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Xiamen Jihong Package Technology Ltd.,Shenzhen Stock Exchange
002805,丰元股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHANDONG FENGYUAN CHEMICAL CO.,LTD.",Shenzhen Stock Exchange
002810,山东赫达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHANDONG HEAD CO.,LTD.",Shenzhen Stock Exchange
002811,郑中设计,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Cheng Chung Design Co.,Ltd.",Shenzhen Stock Exchange
002813,路畅科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN ROADROVER TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange
002819,东方中科,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"BEIJING ORIENTAL JICHENG CO., LTD.",Shenzhen Stock Exchange
002823,凯中精密,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Kaizhong Precision Technology Co.,Ltd.",Shenzhen Stock Exchange
002824,和胜股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUANGDONG HOSHION INDUSTRIAL ALUMINIUM CO., LTD.",Shenzhen Stock Exchange
002825,纳尔股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHANGHAI NAR INDUSTRIAL CO., LTD.",Shenzhen Stock Exchange
002829,星网宇达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"BeiJing StarNeto Technology Co.,Ltd.",Shenzhen Stock Exchange
002833,弘亚数控,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUANGHZHOU KDT MACHINERY GROUP CO.,LTD.",Shenzhen Stock Exchange
002835,同为股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN TVT DIGITAL TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange
002838,道恩股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shandong Dawn Polymer Co.,Ltd.",Shenzhen Stock Exchange
002843,泰嘉股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Bichamp Cutting Technology (Hunan) Co.,Ltd.",Shenzhen Stock Exchange
002845,同兴达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen TXD Technology Co., Ltd.",Shenzhen Stock Exchange
002846,英联股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Enpack Packaging Co.,Ltd.",Shenzhen Stock Exchange
002849,威星智能,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Zhejiang Viewshine Intelligent Meter Co.,Ltd",Shenzhen Stock Exchange
002852,道道全,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Daodaoquan Grain and Oil Co.,Ltd.",Shenzhen Stock Exchange
002860,星帅尔,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Hangzhou Star Shuaier Electric Appliance Co., Ltd.",Shenzhen Stock Exchange
002862,实丰文化,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shifeng Cultural Development Co., Ltd.",Shenzhen Stock Exchange
002863,今飞凯达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"ZHEJIANG JINFEI KAIDA WHEEL CO., LTD.",Shenzhen Stock Exchange
002864,盘龙药业,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,SHAANXI PANLONG PHARMACEUTICAL GROUP LIMITED BY SHARE LTD,Shenzhen Stock Exchange
002866,传艺科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Jiangsu Transimage Technology Co., Ltd.",Shenzhen Stock Exchange
002869,金溢科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Genvict Technologies Co., Ltd.",Shenzhen Stock Exchange
002870,香山股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Guangdong Senssun Weighing Apparatus Group Ltd.,Shenzhen Stock Exchange
002875,安奈儿,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Annil Co.,Ltd",Shenzhen Stock Exchange
002876,三利谱,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Sunnypol Optoelectronics Co.,Ltd.",Shenzhen Stock Exchange
002877,智能自控,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Wuxi Smart Auto-control Engineering Co.,Ltd.",Shenzhen Stock Exchange
002878,元隆雅图,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Beijing Yuanlong Yato Culture Dissemination Co.,Ltd.",Shenzhen Stock Exchange
002879,长缆科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"CHANG LAN TECHNOLOGY GROUP CO.,LTD.",Shenzhen Stock Exchange
002884,凌霄泵业,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong LingXiao Pump Industry Co., Ltd.",Shenzhen Stock Exchange
002885,京泉华,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen JingQuanHua Electronics Co.,Ltd.",Shenzhen Stock Exchange
002886,沃特股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen WOTE Advanced Materials Co., Ltd.",Shenzhen Stock Exchange
002888,惠威科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"HiVi Acoustics Technology Co., Ltd",Shenzhen Stock Exchange
002889,东方嘉盛,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN EASTTOP SUPPLY CHAIN MANAGEMENT CO., LTD.",Shenzhen Stock Exchange
002893,京能热力,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Beijing Jingneng Thermal Co., Ltd.",Shenzhen Stock Exchange
002899,英派斯,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"IMPULSE (QINGDAO) HEALTH TECH CO.,LTD.",Shenzhen Stock Exchange
002900,哈三联,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"HARBIN MEDISAN PHARMACEUTICAL CO., LTD.",Shenzhen Stock Exchange
002902,铭普光磁,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Dongguan Mentech Optical & Magnetic Co., Ltd.",Shenzhen Stock Exchange
002903,宇环数控,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"YUHUAN CNC MACHINE TOOL CO.,Ltd.",Shenzhen Stock Exchange
002905,金逸影视,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Guangzhou Jinyi Media Corporation,Shenzhen Stock Exchange
002907,华森制药,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Chongqing Pharscin Pharmaceutical Co., Ltd",Shenzhen Stock Exchange
002908,德生科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUANGDONG TECSUN SCIENCE & TECHNOLOGY CO.,LTD.",Shenzhen Stock Exchange
002912,中新赛克,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Sinovatio Technology Co., Ltd.",Shenzhen Stock Exchange
002915,中欣氟材,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"ZHEJIANG ZHONGXIN FLUORIDE MATERIALS CO., LTD",Shenzhen Stock Exchange
002917,金奥博,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,SHENZHEN KING EXPLORER SCIENCE AND TECHNOLOGY CORPORATION,Shenzhen Stock Exchange
002918,蒙娜丽莎,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Monalisa Group CO.,Ltd",Shenzhen Stock Exchange
002919,名臣健康,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Mingchen Health Co.,Ltd.",Shenzhen Stock Exchange
002922,伊戈尔,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"EAGLERISE ELECTRIC & ELECTRONIC (CHINA) CO., LTD",Shenzhen Stock Exchange
002923,润都股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Zhuhai Rundu Pharmaceutical Co., Ltd",Shenzhen Stock Exchange
002927,泰永长征,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUIZHOU TAIYONG-CHANGZHENG TECHNOLOGY CO.,LTD.",Shenzhen Stock Exchange
002930,宏川智慧,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Great River Smarter Logistics Co., Ltd.",Shenzhen Stock Exchange
002931,锋龙股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Zhejiang Fenglong Electric Co., Ltd.",Shenzhen Stock Exchange
002933,新兴装备,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"BEIJING EMERGING EASTERN AVIATION EQUIPMENT CO., LTD",Shenzhen Stock Exchange
002935,天奥电子,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"CHENGDU SPACEON ELECTRONICS CO., LTD.",Shenzhen Stock Exchange
002937,兴瑞科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Ningbo Sunrise Elc Technology Co.,Ltd.",Shenzhen Stock Exchange
002940,昂利康,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"ZHEJIANG ANGLIKANG PHARMACEUTICAL CO.,LTD.",Shenzhen Stock Exchange
002943,宇晶股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Hunan Yujin Machinery Co.,Ltd.",Shenzhen Stock Exchange
002949,华阳国际,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN CAPOL INTERNATIONAL&ASSOCIATES CO.,LTD",Shenzhen Stock Exchange
002950,奥美医疗,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Allmed Medical Products Co., Ltd",Shenzhen Stock Exchange
002952,亚世光电,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Yes Optoelectronics (Group) Co., Ltd.",Shenzhen Stock Exchange
002953,日丰股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Rifeng Electric Cable Co., Ltd.",Shenzhen Stock Exchange
002955,鸿合科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Hitevision Co., Ltd.",Shenzhen Stock Exchange
002956,西麦食品,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GUILIN SEAMILD FOODS CO., LTD",Shenzhen Stock Exchange
002957,科瑞技术,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Colibri Technologies Co., Ltd.",Shenzhen Stock Exchange
002959,小熊电器,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"BEAR ELECTRIC APPLIANCE CO.,LTD.",Shenzhen Stock Exchange
002961,瑞达期货,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"RUIDA FUTURES CO., LTD.",Shenzhen Stock Exchange
002962,五方光电,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"HUBEI W-OLF PHOTOELECTRIC TECHNOLOGY CO., LTD.",Shenzhen Stock Exchange
002969,嘉美包装,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Jiamei Food Packaging (Chuzhou) Co.,Ltd.",Shenzhen Stock Exchange
002970,锐明技术,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Streamax Technology Co., Ltd.",Shenzhen Stock Exchange
002971,和远气体,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Hubei Heyuan Gas Co.,Ltd.",Shenzhen Stock Exchange
002973,侨银股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"QiaoYin City Management Co., Ltd.",Shenzhen Stock Exchange
002975,博杰股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Zhuhai Bojay Electronics Co.,Ltd.",Shenzhen Stock Exchange
002976,瑞玛精密,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Suzhou Cheersson Precision Industry Group Co., Ltd.",Shenzhen Stock Exchange
002980,华盛昌,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shenzhen Everbest Machinery Industry Co.,Ltd.",Shenzhen Stock Exchange
002981,朝阳科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,RISUNTEK INC.,Shenzhen Stock Exchange
002982,湘佳股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,Hunan Xiangjia Animal Husbandry Company Limited,Shenzhen Stock Exchange
002983,芯瑞达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Anhui Coreach Technology Co.,Ltd",Shenzhen Stock Exchange
002986,宇新股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Yussen Energy Technology Co., Ltd.",Shenzhen Stock Exchange
002988,豪美新材,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangdong Haomei New Materials Co., Ltd.",Shenzhen Stock Exchange
002989,中天精装,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"SHENZHEN STRONGTEAM DECORATION ENGINEERING CO., LTD.",Shenzhen Stock Exchange
002990,盛视科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,MAXVISION TECHNOLOGY CORP.,Shenzhen Stock Exchange
002991,甘源食品,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"GANYUAN FOODS CO.,LTD.",Shenzhen Stock Exchange
002995,天地在线,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Beijing Quanshi World Online Network Information Co., Ltd.",Shenzhen Stock Exchange
002996,顺博合金,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"CHONGQING SHUNBO ALUMINUM CO.,LTD.",Shenzhen Stock Exchange
002997,瑞鹄模具,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"RAYHOO MOTOR DIES CO., LTD.",Shenzhen Stock Exchange
003000,劲仔食品,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"JINZAI FOOD GROUP CO.,LTD.",Shenzhen Stock Exchange
003001,中岩大地,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Zhongyan Technology Co., Ltd.",Shenzhen Stock Exchange
003002,壶化股份,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shanxi Huhua Group Co., Ltd.",Shenzhen Stock Exchange
003005,竞业达,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"BEIJING JINGYEDA TECHNOLOGY CO.,LTD.",Shenzhen Stock Exchange
003007,直真科技,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Beijing ZZNode Technologies Co., Ltd.",Shenzhen Stock Exchange
003009,中天火箭,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Shaanxi Zhongtian Rocket Technology Co., Ltd",Shenzhen Stock Exchange
003010,若羽臣,932000,中证2000,深圳证券交易所,2026-06-05,index_stock_cons_csindex,20260608,CSI 2000,"Guangzhou Ruoyuchen Technology Co., Ltd.",Shenzhen Stock Exchange
