date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover_rate,adjust,source
2026-01-05,600189,6.93,6.94,7.01,6.93,92453,64326176.0,1.16,0.43,0.03,1.29,qfq,stock_zh_a_hist
2026-01-06,600189,6.94,6.98,6.98,6.92,83294,57909136.0,0.86,0.58,0.04,1.16,qfq,stock_zh_a_hist
2026-01-07,600189,6.96,6.98,7.05,6.92,98420,68648100.0,1.86,0.0,0.0,1.38,qfq,stock_zh_a_hist
2026-01-08,600189,7.11,7.04,7.14,7.03,135253,95695388.0,1.58,0.86,0.06,1.89,qfq,stock_zh_a_hist
2026-01-09,600189,7.02,7.05,7.08,7.0,110601,77763676.0,1.14,0.14,0.01,1.55,qfq,stock_zh_a_hist
2026-01-12,600189,7.05,7.09,7.1,7.02,168209,118754592.0,1.13,0.57,0.04,2.35,qfq,stock_zh_a_hist
2026-01-13,600189,7.11,7.29,7.44,7.11,307332,223809030.0,4.65,2.82,0.2,4.3,qfq,stock_zh_a_hist
2026-01-14,600189,7.29,7.33,7.43,7.22,246035,180614125.0,2.88,0.55,0.04,3.44,qfq,stock_zh_a_hist
2026-01-15,600189,7.36,7.4,7.59,7.34,196822,146285064.0,3.41,0.95,0.07,2.75,qfq,stock_zh_a_hist
2026-01-16,600189,7.39,7.37,7.48,7.32,142129,104880688.0,2.16,-0.41,-0.03,1.99,qfq,stock_zh_a_hist
2026-01-19,600189,7.65,8.11,8.11,7.65,327989,263249082.0,6.24,10.04,0.74,4.59,qfq,stock_zh_a_hist
2026-01-20,600189,8.22,8.13,8.32,7.9,831016,671003187.0,5.18,0.25,0.02,11.62,qfq,stock_zh_a_hist
2026-01-21,600189,8.11,8.1,8.29,7.99,399743,324203812.0,3.69,-0.37,-0.03,5.59,qfq,stock_zh_a_hist
2026-01-22,600189,8.1,8.17,8.33,8.08,346597,284409856.0,3.09,0.86,0.07,4.85,qfq,stock_zh_a_hist
2026-01-23,600189,8.19,8.37,8.57,8.13,419504,350867015.0,5.39,2.45,0.2,5.87,qfq,stock_zh_a_hist
2026-01-26,600189,8.44,8.55,8.87,8.4,377693,324911097.0,5.62,2.15,0.18,5.28,qfq,stock_zh_a_hist
