date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover_rate,adjust,source
2026-01-05,002796,28.11,28.81,29.07,27.86,228616,652217539.77,4.36,3.89,1.08,10.04,qfq,stock_zh_a_hist
2026-01-06,002796,28.53,28.33,28.53,27.42,187083,522739590.2,3.85,-1.67,-0.48,8.22,qfq,stock_zh_a_hist
2026-01-07,002796,28.6,31.16,31.16,28.1,200516,594332342.51,10.8,9.99,2.83,8.81,qfq,stock_zh_a_hist
2026-01-08,002796,31.12,29.98,31.12,29.52,311662,939796763.67,5.13,-3.79,-1.18,13.69,qfq,stock_zh_a_hist
2026-01-09,002796,29.56,32.82,32.98,28.01,504492,1554926425.57,16.58,9.47,2.84,22.16,qfq,stock_zh_a_hist
2026-01-12,002796,32.96,35.05,35.99,31.72,431039,1485563658.61,13.01,6.79,2.23,18.93,qfq,stock_zh_a_hist
2026-01-13,002796,35.0,34.58,36.38,34.4,289123,1017924249.98,5.65,-1.34,-0.47,12.7,qfq,stock_zh_a_hist
2026-01-14,002796,34.95,35.91,37.59,34.62,267583,967531573.16,8.59,3.85,1.33,11.75,qfq,stock_zh_a_hist
2026-01-15,002796,36.0,39.5,39.5,35.91,324470,1249220978.73,10.0,10.0,3.59,14.25,qfq,stock_zh_a_hist
2026-01-16,002796,40.0,43.45,43.45,39.58,240291,1017254198.87,9.8,10.0,3.95,10.55,qfq,stock_zh_a_hist
2026-01-19,002796,44.3,44.95,47.74,41.3,382641,1674953231.41,14.82,3.45,1.5,16.8,qfq,stock_zh_a_hist
2026-01-20,002796,44.15,43.61,44.88,41.66,254414,1100755876.8,7.16,-2.98,-1.34,11.17,qfq,stock_zh_a_hist
2026-01-21,002796,43.44,47.81,47.97,43.08,261061,1222334279.16,11.21,9.63,4.2,11.46,qfq,stock_zh_a_hist
2026-01-22,002796,48.0,48.22,49.59,45.88,245215,1162554631.76,7.76,0.86,0.41,10.77,qfq,stock_zh_a_hist
2026-01-23,002796,47.29,45.39,48.0,44.48,240889,1103367112.15,7.3,-5.87,-2.83,10.58,qfq,stock_zh_a_hist
2026-01-26,002796,44.04,45.81,47.4,44.01,194309,885921118.02,7.47,0.93,0.42,8.53,qfq,stock_zh_a_hist
2026-01-27,002796,45.06,50.39,50.39,44.77,279790,1362751522.0,12.27,10.0,4.58,12.29,qfq,stock_zh_a_hist
2026-01-28,002796,51.14,49.8,51.14,48.51,200775,1000637955.06,5.22,-1.17,-0.59,8.82,qfq,stock_zh_a_hist
2026-01-29,002796,49.93,46.5,50.5,46.11,185296,886925753.93,8.82,-6.63,-3.3,8.14,qfq,stock_zh_a_hist
2026-01-30,002796,46.25,44.6,48.0,42.6,245840,1104757003.77,11.61,-4.09,-1.9,10.8,qfq,stock_zh_a_hist
2026-02-02,002796,45.15,44.05,46.7,43.99,185633,841136036.95,6.08,-1.23,-0.55,8.15,qfq,stock_zh_a_hist
2026-02-03,002796,44.34,45.33,46.8,44.27,143391,653575553.12,5.74,2.91,1.28,6.3,qfq,stock_zh_a_hist
2026-02-04,002796,44.87,42.9,45.6,41.06,218609,925041700.33,10.02,-5.36,-2.43,9.6,qfq,stock_zh_a_hist
2026-02-05,002796,42.29,42.01,44.17,41.56,132513,563327034.39,6.08,-2.07,-0.89,5.82,qfq,stock_zh_a_hist
2026-02-06,002796,41.58,42.3,44.8,40.68,149451,641318681.58,9.81,0.69,0.29,6.56,qfq,stock_zh_a_hist
2026-02-09,002796,43.51,43.45,45.3,41.0,199675,863477684.75,10.17,2.72,1.15,8.77,qfq,stock_zh_a_hist
2026-02-10,002796,44.0,43.95,45.28,41.79,181513,791535364.51,8.03,1.15,0.5,7.97,qfq,stock_zh_a_hist
2026-02-11,002796,44.2,44.0,46.5,43.5,238759,1068888408.66,6.83,0.11,0.05,10.49,qfq,stock_zh_a_hist
2026-02-12,002796,44.5,48.4,48.4,43.85,270907,1267794999.39,10.34,10.0,4.4,11.9,qfq,stock_zh_a_hist
2026-02-13,002796,48.39,47.99,50.8,47.68,289900,1417752352.61,6.45,-0.85,-0.41,12.73,qfq,stock_zh_a_hist
2026-02-24,002796,47.75,47.3,48.8,47.0,188532,899666243.92,3.75,-1.44,-0.69,8.28,qfq,stock_zh_a_hist
2026-02-25,002796,48.9,47.76,49.17,46.11,173148,826135475.9,6.47,0.97,0.46,7.6,qfq,stock_zh_a_hist
2026-02-26,002796,48.07,50.93,51.33,47.53,253259,1254349092.03,7.96,6.64,3.17,11.12,qfq,stock_zh_a_hist
2026-02-27,002796,50.13,52.32,52.8,47.8,217588,1087717658.57,9.82,2.73,1.39,9.56,qfq,stock_zh_a_hist
2026-03-02,002796,52.0,55.85,57.3,51.08,226833,1258990463.27,11.89,6.75,3.53,9.96,qfq,stock_zh_a_hist
2026-03-03,002796,56.36,52.6,57.29,52.47,207709,1134212629.89,8.63,-5.82,-3.25,9.12,qfq,stock_zh_a_hist
2026-03-04,002796,50.49,52.11,53.44,50.31,123421,640909101.5,5.95,-0.93,-0.49,5.42,qfq,stock_zh_a_hist
2026-03-05,002796,54.6,57.32,57.32,53.6,200648,1132216371.38,7.14,10.0,5.21,8.81,qfq,stock_zh_a_hist
2026-03-06,002796,57.01,59.8,61.85,56.77,233059,1384413154.67,8.86,4.33,2.48,10.23,qfq,stock_zh_a_hist
2026-03-09,002796,55.97,59.8,60.55,54.1,242287,1392241557.64,10.79,0.0,0.0,10.64,qfq,stock_zh_a_hist
2026-03-10,002796,61.2,63.36,64.53,57.14,247698,1507139395.7,12.36,5.95,3.56,10.88,qfq,stock_zh_a_hist
2026-03-11,002796,63.59,66.29,67.88,62.4,213856,1411323032.59,8.65,4.62,2.93,9.39,qfq,stock_zh_a_hist
2026-03-12,002796,65.31,61.15,66.68,61.0,233881,1482185858.56,8.57,-7.75,-5.14,10.27,qfq,stock_zh_a_hist
2026-03-13,002796,59.8,57.72,61.5,57.0,195829,1144503527.86,7.36,-5.61,-3.43,8.6,qfq,stock_zh_a_hist
2026-03-16,002796,57.82,57.1,59.24,55.79,142097,815132060.82,5.98,-1.07,-0.62,6.24,qfq,stock_zh_a_hist
