date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover_rate,adjust,source
2026-01-05,300494,12.18,12.52,12.57,12.11,20305111.0,252068502.0,,,,0.0509732885161125,qfq,stock_zh_a_daily(sina)
2026-01-06,300494,12.48,12.57,12.58,12.41,15803320.0,197718740.0,,,,0.03967213919059349,qfq,stock_zh_a_daily(sina)
2026-01-07,300494,12.53,12.49,12.79,12.43,15291629.0,192207884.0,,,,0.038387606790150165,qfq,stock_zh_a_daily(sina)
2026-01-08,300494,12.42,12.6,12.69,12.38,13374420.0,167794487.0,,,,0.033574707835660945,qfq,stock_zh_a_daily(sina)
2026-01-09,300494,12.64,13.06,13.06,12.58,28319274.0,364118155.0,,,,0.07109178197394947,qfq,stock_zh_a_daily(sina)
2026-01-12,300494,13.31,14.6,14.6,13.31,67373155.0,943905363.0,,,,0.16913137131118205,qfq,stock_zh_a_daily(sina)
2026-01-13,300494,14.46,14.3,14.95,13.89,63035642.0,908952077.0,,,,0.15824262011984955,qfq,stock_zh_a_daily(sina)
2026-01-14,300494,14.14,14.58,15.13,14.05,67042398.0,985522957.0,,,,0.16830104972418242,qfq,stock_zh_a_daily(sina)
2026-01-15,300494,14.19,14.13,14.55,13.89,37979543.0,537606520.0,,,,0.09534260625559253,qfq,stock_zh_a_daily(sina)
2026-01-16,300494,14.0,13.56,14.08,13.37,30853676.0,420026445.0,,,,0.07745406210932093,qfq,stock_zh_a_daily(sina)
2026-01-19,300494,13.48,13.29,13.57,13.25,21419694.0,286679506.0,,,,0.05377130133338565,qfq,stock_zh_a_daily(sina)
2026-01-20,300494,13.4,13.25,13.58,13.12,22411801.0,298621192.0,,,,0.05626185439413252,qfq,stock_zh_a_daily(sina)
2026-01-21,300494,13.15,13.16,13.37,13.12,16761600.0,221608751.0,,,,0.042077774053619864,qfq,stock_zh_a_daily(sina)
2026-01-22,300494,13.22,13.35,13.44,13.14,16491815.0,219553478.0,,,,0.04140051458715748,qfq,stock_zh_a_daily(sina)
2026-01-23,300494,13.37,13.53,13.63,13.28,21341030.0,288009664.0,,,,0.0535738257929746,qfq,stock_zh_a_daily(sina)
2026-01-26,300494,13.7,14.1,14.49,13.4,48866761.0,675850075.0,,,,0.12267352329671648,qfq,stock_zh_a_daily(sina)
2026-01-27,300494,13.91,13.78,14.1,13.4,31179447.0,425767624.0,,,,0.07827186700451125,qfq,stock_zh_a_daily(sina)
2026-01-28,300494,13.71,13.57,14.08,13.53,28409751.0,391080844.0,,,,0.07131891248434523,qfq,stock_zh_a_daily(sina)
2026-01-29,300494,13.46,13.79,14.24,13.2,42943587.0,597004775.0,,,,0.10780418043850033,qfq,stock_zh_a_daily(sina)
2026-01-30,300494,13.6,13.95,14.03,13.4,32513100.0,447741136.0,,,,0.0816198260060345,qfq,stock_zh_a_daily(sina)
2026-02-02,300494,13.84,13.53,14.11,13.52,24321800.0,335940115.0,,,,0.0610566535997358,qfq,stock_zh_a_daily(sina)
2026-02-03,300494,13.73,14.1,14.1,13.58,32912160.0,457817662.0,,,,0.0826216132169116,qfq,stock_zh_a_daily(sina)
2026-02-04,300494,13.9,13.59,14.1,13.38,33033100.0,450987071.0,,,,0.08292521704912599,qfq,stock_zh_a_daily(sina)
2026-02-05,300494,13.39,13.69,13.82,13.33,20975780.0,286696007.0,,,,0.05265691410357236,qfq,stock_zh_a_daily(sina)
2026-02-06,300494,13.56,13.56,13.82,13.2,21165000.0,286054734.0,,,,0.053131925821214225,qfq,stock_zh_a_daily(sina)
2026-02-09,300494,13.86,14.12,14.16,13.81,34754324.0,487660125.0,,,,0.0872461216505762,qfq,stock_zh_a_daily(sina)
2026-02-10,300494,14.13,14.68,14.9,13.94,65148404.0,949331289.0,,,,0.16354642894866506,qfq,stock_zh_a_daily(sina)
2026-02-11,300494,14.5,14.74,14.99,14.38,52783887.0,776448608.0,,,,0.1325069486718334,qfq,stock_zh_a_daily(sina)
2026-02-12,300494,14.56,14.5,14.67,14.16,36307540.0,523381755.0,,,,0.0911452644474731,qfq,stock_zh_a_daily(sina)
2026-02-13,300494,14.42,14.01,14.51,14.01,25370779.0,360475947.0,,,,0.06368997627471862,qfq,stock_zh_a_daily(sina)
2026-02-24,300494,14.26,13.59,14.29,13.43,24096904.0,327822501.0,,,,0.06049208201506829,qfq,stock_zh_a_daily(sina)
2026-02-25,300494,13.53,13.42,13.67,13.39,21433260.0,289373917.0,,,,0.053805356977406,qfq,stock_zh_a_daily(sina)
2026-02-26,300494,13.44,13.32,13.54,13.27,18254666.0,244091740.0,,,,0.04582591825197455,qfq,stock_zh_a_daily(sina)
2026-02-27,300494,13.29,13.56,13.66,13.26,18912370.0,255394497.0,,,,0.04747699692621579,qfq,stock_zh_a_daily(sina)
2026-03-02,300494,13.12,12.6,13.28,12.55,30828550.0,394183391.0,,,,0.07739098661826571,qfq,stock_zh_a_daily(sina)
2026-03-03,300494,12.65,12.02,12.66,12.0,19297260.0,236486739.0,,,,0.048443212231168646,qfq,stock_zh_a_daily(sina)
2026-03-04,300494,11.91,11.95,12.14,11.83,11926283.0,142826017.0,,,,0.02993935193379675,qfq,stock_zh_a_daily(sina)
2026-03-05,300494,12.17,12.15,12.37,12.09,12295660.0,150040313.0,,,,0.03086662390941984,qfq,stock_zh_a_daily(sina)
2026-03-06,300494,12.01,12.31,12.31,12.0,9462720.0,115453682.0,,,,0.02375490371400521,qfq,stock_zh_a_daily(sina)
2026-03-09,300494,12.15,12.68,12.68,12.02,16876970.0,208751409.0,,,,0.042367395139468834,qfq,stock_zh_a_daily(sina)
2026-03-10,300494,12.74,12.78,13.24,12.66,19404400.0,250616769.0,,,,0.0487121729933933,qfq,stock_zh_a_daily(sina)
2026-03-11,300494,12.71,12.58,12.82,12.57,11028990.0,139784782.0,,,,0.027686816846818497,qfq,stock_zh_a_daily(sina)
2026-03-12,300494,12.55,12.48,12.7,12.46,9469960.0,118895886.0,,,,0.023773078773912867,qfq,stock_zh_a_daily(sina)
2026-03-13,300494,12.48,12.24,12.71,12.2,11890620.0,147756980.0,,,,0.029849824701547192,qfq,stock_zh_a_daily(sina)
2026-03-16,300494,12.2,12.35,12.35,12.15,7621937.0,93490761.0,,,,0.019133862097706972,qfq,stock_zh_a_daily(sina)
2026-03-17,300494,12.43,12.15,12.49,12.14,7977859.0,98288538.0,,,,0.02002735708009007,qfq,stock_zh_a_daily(sina)
2026-03-18,300494,12.19,12.41,12.44,12.16,7474220.0,91888861.0,,,,0.01876303815787554,qfq,stock_zh_a_daily(sina)
2026-03-19,300494,12.27,12.23,12.35,12.17,7841250.0,96095878.0,,,,0.01968441830123298,qfq,stock_zh_a_daily(sina)
2026-03-20,300494,12.24,11.9,12.35,11.9,10059080.0,121369830.0,,,,0.025251986411039904,qfq,stock_zh_a_daily(sina)
2026-03-23,300494,11.69,11.14,11.69,11.03,13882970.0,157739792.0,,,,0.03485135517213052,qfq,stock_zh_a_daily(sina)
