date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover_rate,adjust,source
2026-01-05,002707,7.16,7.14,7.21,7.07,231119,164475888.66,1.95,-0.7,-0.05,2.67,qfq,stock_zh_a_hist
2026-01-06,002707,7.12,7.15,7.19,7.11,224967,160774540.98,1.12,0.14,0.01,2.6,qfq,stock_zh_a_hist
2026-01-07,002707,7.13,7.17,7.25,7.13,267228,192142576.02,1.68,0.28,0.02,3.09,qfq,stock_zh_a_hist
2026-01-08,002707,7.12,7.19,7.22,7.09,215140,154136552.73,1.81,0.28,0.02,2.49,qfq,stock_zh_a_hist
2026-01-09,002707,7.16,7.23,7.25,7.15,238850,172166535.82,1.39,0.56,0.04,2.76,qfq,stock_zh_a_hist
2026-01-12,002707,7.23,7.3,7.32,7.23,320154,232958986.06,1.24,0.97,0.07,3.7,qfq,stock_zh_a_hist
2026-01-13,002707,7.45,7.51,7.85,7.45,713650,541333260.87,5.48,2.88,0.21,8.25,qfq,stock_zh_a_hist
2026-01-14,002707,7.75,8.26,8.26,7.74,1177837,957707320.45,6.92,9.99,0.75,13.62,qfq,stock_zh_a_hist
2026-01-15,002707,9.09,9.09,9.09,9.09,260847,237110213.88,0.0,10.05,0.83,3.02,qfq,stock_zh_a_hist
2026-01-16,002707,8.91,8.32,8.93,8.18,2073831,1763131609.75,8.25,-8.47,-0.77,23.98,qfq,stock_zh_a_hist
2026-01-19,002707,8.45,8.38,8.78,8.35,1165535,993108214.29,5.17,0.72,0.06,13.47,qfq,stock_zh_a_hist
2026-01-20,002707,8.29,8.38,8.57,8.15,918098,766076076.6,5.01,0.0,0.0,10.61,qfq,stock_zh_a_hist
2026-01-21,002707,8.3,8.15,8.32,8.07,608341,497972200.95,2.98,-2.74,-0.23,7.03,qfq,stock_zh_a_hist
2026-01-22,002707,8.18,8.21,8.26,8.01,484585,395043351.53,3.07,0.74,0.06,5.6,qfq,stock_zh_a_hist
2026-01-23,002707,8.19,8.38,8.54,8.17,561688,468703819.06,4.51,2.07,0.17,6.49,qfq,stock_zh_a_hist
2026-01-26,002707,8.31,7.92,8.39,7.8,674662,541593564.32,7.04,-5.49,-0.46,7.8,qfq,stock_zh_a_hist
2026-01-27,002707,7.94,7.76,8.0,7.64,436040,337883921.05,4.55,-2.02,-0.16,5.04,qfq,stock_zh_a_hist
2026-01-28,002707,7.76,7.9,7.98,7.71,404536,318405849.75,3.48,1.8,0.14,4.68,qfq,stock_zh_a_hist
2026-01-29,002707,7.87,7.98,8.09,7.68,478156,380841096.38,5.19,1.01,0.08,5.53,qfq,stock_zh_a_hist
2026-01-30,002707,8.03,8.12,8.24,7.99,757112,613812598.41,3.13,1.75,0.14,8.75,qfq,stock_zh_a_hist
2026-02-02,002707,7.94,7.93,8.29,7.86,527659,423751958.35,5.3,-2.34,-0.19,6.1,qfq,stock_zh_a_hist
2026-02-03,002707,7.94,8.03,8.1,7.85,381649,304282715.05,3.15,1.26,0.1,4.41,qfq,stock_zh_a_hist
2026-02-04,002707,7.94,8.06,8.07,7.89,287713,229640382.4,2.24,0.37,0.03,3.33,qfq,stock_zh_a_hist
2026-02-05,002707,8.08,8.27,8.31,8.04,751069,615813987.9,3.35,2.61,0.21,8.68,qfq,stock_zh_a_hist
2026-02-06,002707,8.16,7.96,8.18,7.83,506035,405137969.34,4.23,-3.75,-0.31,5.85,qfq,stock_zh_a_hist
2026-02-09,002707,8.04,7.99,8.07,7.93,343598,274390288.31,1.76,0.38,0.03,3.97,qfq,stock_zh_a_hist
2026-02-10,002707,8.0,8.07,8.1,7.83,382454,305508598.96,3.38,1.0,0.08,4.42,qfq,stock_zh_a_hist
2026-02-11,002707,8.01,7.97,8.06,7.82,318378,252835503.76,2.97,-1.24,-0.1,3.68,qfq,stock_zh_a_hist
2026-02-12,002707,7.98,7.76,7.98,7.73,329816,257092153.41,3.14,-2.63,-0.21,3.81,qfq,stock_zh_a_hist
2026-02-13,002707,7.79,7.77,7.97,7.76,310291,243785447.38,2.71,0.13,0.01,3.59,qfq,stock_zh_a_hist
2026-02-24,002707,7.77,7.52,7.81,7.45,352754,266245121.52,4.63,-3.22,-0.25,4.08,qfq,stock_zh_a_hist
2026-02-25,002707,7.52,7.58,7.65,7.51,232431,176049273.73,1.86,0.8,0.06,2.69,qfq,stock_zh_a_hist
2026-02-26,002707,7.55,7.5,7.62,7.45,191090,143653642.48,2.24,-1.06,-0.08,2.21,qfq,stock_zh_a_hist
2026-02-27,002707,7.52,7.61,7.62,7.5,230228,174300958.26,1.6,1.47,0.11,2.66,qfq,stock_zh_a_hist
2026-03-02,002707,7.38,7.18,7.49,7.16,393423,286723887.24,4.34,-5.65,-0.43,4.55,qfq,stock_zh_a_hist
2026-03-03,002707,7.19,6.95,7.28,6.93,248905,176559807.95,4.87,-3.2,-0.23,2.88,qfq,stock_zh_a_hist
2026-03-04,002707,6.87,6.9,7.01,6.82,199657,137550323.92,2.73,-0.72,-0.05,2.31,qfq,stock_zh_a_hist
2026-03-05,002707,6.97,6.87,7.0,6.85,161059,111500352.0,2.17,-0.43,-0.03,1.86,qfq,stock_zh_a_hist
2026-03-06,002707,6.87,6.98,7.0,6.84,152978,106558240.13,2.33,1.6,0.11,1.77,qfq,stock_zh_a_hist
2026-03-09,002707,6.85,6.91,6.95,6.79,201457,138227812.72,2.29,-1.0,-0.07,2.33,qfq,stock_zh_a_hist
2026-03-10,002707,7.0,7.06,7.1,6.98,192487,135506543.58,1.74,2.17,0.15,2.23,qfq,stock_zh_a_hist
2026-03-11,002707,7.06,7.0,7.08,6.95,159905,111976164.36,1.84,-0.85,-0.06,1.85,qfq,stock_zh_a_hist
2026-03-12,002707,6.96,6.99,7.03,6.95,143659,100340308.29,1.14,-0.14,-0.01,1.66,qfq,stock_zh_a_hist
2026-03-13,002707,6.95,6.95,7.05,6.94,175793,122935978.0,1.57,-0.57,-0.04,2.03,qfq,stock_zh_a_hist
2026-03-16,002707,6.94,7.01,7.02,6.92,153808,107452819.56,1.44,0.86,0.06,1.78,qfq,stock_zh_a_hist
2026-03-17,002707,7.01,6.92,7.09,6.91,185995,130466977.0,2.57,-1.28,-0.09,2.15,qfq,stock_zh_a_hist
2026-03-18,002707,6.93,6.91,6.95,6.81,136871,93963658.4,2.02,-0.14,-0.01,1.58,qfq,stock_zh_a_hist
2026-03-19,002707,6.82,6.69,6.87,6.66,224728,151885554.33,3.04,-3.18,-0.22,2.6,qfq,stock_zh_a_hist
2026-03-20,002707,6.76,6.58,6.77,6.57,197512,131256469.06,2.99,-1.64,-0.11,2.28,qfq,stock_zh_a_hist
2026-03-23,002707,6.43,6.14,6.49,6.08,305837,192637494.0,6.23,-6.69,-0.44,3.54,qfq,stock_zh_a_hist
2026-03-24,002707,6.24,6.38,6.39,6.17,179197,112607667.36,3.58,3.91,0.24,2.07,qfq,stock_zh_a_hist
2026-03-25,002707,6.38,6.58,6.6,6.36,193699,126203421.48,3.76,3.13,0.2,2.24,qfq,stock_zh_a_hist
2026-03-26,002707,6.53,6.48,6.64,6.46,140139,91484741.11,2.74,-1.52,-0.1,1.62,qfq,stock_zh_a_hist
2026-03-27,002707,6.42,6.55,6.56,6.39,112292,73167654.0,2.62,1.08,0.07,1.3,qfq,stock_zh_a_hist
2026-03-30,002707,6.42,6.55,6.59,6.41,122001,79606092.0,2.75,0.0,0.0,1.41,qfq,stock_zh_a_hist
2026-03-31,002707,6.55,6.47,6.64,6.47,130177,85306624.0,2.6,-1.22,-0.08,1.5,qfq,stock_zh_a_hist
2026-04-01,002707,6.6,6.65,6.66,6.48,166087,109573181.8,2.78,2.78,0.18,1.92,qfq,stock_zh_a_hist
2026-04-02,002707,6.63,6.51,6.65,6.49,114816,75163752.0,2.41,-2.11,-0.14,1.33,qfq,stock_zh_a_hist
2026-04-03,002707,6.55,6.37,6.57,6.33,115592,74060685.1,3.69,-2.15,-0.14,1.34,qfq,stock_zh_a_hist
2026-04-07,002707,6.38,6.5,6.5,6.37,118929,76628165.04,2.04,2.04,0.13,1.37,qfq,stock_zh_a_hist
2026-04-08,002707,6.63,6.73,6.74,6.62,177411,118967623.4,1.85,3.54,0.23,2.05,qfq,stock_zh_a_hist
2026-04-09,002707,6.69,6.53,6.69,6.52,147942,97399578.0,2.53,-2.97,-0.2,1.71,qfq,stock_zh_a_hist
2026-04-10,002707,6.6,6.62,6.72,6.58,142574,94773611.14,2.14,1.38,0.09,1.65,qfq,stock_zh_a_hist
2026-04-13,002707,6.57,6.67,6.7,6.55,120466,79998483.0,2.27,0.76,0.05,1.39,qfq,stock_zh_a_hist
2026-04-14,002707,6.72,6.66,6.74,6.58,175611,116523512.06,2.4,-0.15,-0.01,2.03,qfq,stock_zh_a_hist
