date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover_rate,adjust,source
2026-01-05,301261,99.96,105.75,111.11,99.9,8465837.0,896513825.0,,,,0.22585610810738996,qfq,stock_zh_a_daily(sina)
2026-01-06,301261,104.18,102.17,106.9,101.96,5406883.0,559210377.0,,,,0.14424770419888888,qfq,stock_zh_a_daily(sina)
2026-01-07,301261,102.01,101.75,105.48,100.88,4599388.0,471577973.0,,,,0.12270492254408301,qfq,stock_zh_a_daily(sina)
2026-01-08,301261,100.55,102.91,109.5,100.55,5424291.0,570315478.0,,,,0.14471212409380696,qfq,stock_zh_a_daily(sina)
2026-01-09,301261,102.0,106.56,108.26,100.4,5316019.0,555947990.0,,,,0.1418235860157642,qfq,stock_zh_a_daily(sina)
2026-01-12,301261,105.91,102.25,106.9,101.6,4341936.0,447960105.0,,,,0.11583648097776608,qfq,stock_zh_a_daily(sina)
2026-01-13,301261,102.25,98.42,104.47,98.2,4114537.0,414779644.0,,,,0.10976980935067093,qfq,stock_zh_a_daily(sina)
2026-01-14,301261,98.45,97.95,100.91,96.55,3683098.0,363764449.0,,,,0.09825964993870206,qfq,stock_zh_a_daily(sina)
2026-01-15,301261,93.05,93.52,97.93,92.58,3399306.0,319247929.0,,,,0.09068849582458288,qfq,stock_zh_a_daily(sina)
2026-01-16,301261,94.29,107.18,112.22,94.29,9835768.0,1052769143.0,,,,0.26240385690478174,qfq,stock_zh_a_daily(sina)
2026-01-19,301261,107.08,109.47,112.29,106.13,5881121.0,644670852.0,,,,0.15689967812617245,qfq,stock_zh_a_daily(sina)
2026-01-20,301261,108.92,106.8,113.87,104.43,4150071.0,444348377.0,,,,0.11071780432688982,qfq,stock_zh_a_daily(sina)
2026-01-21,301261,105.78,107.57,109.15,104.52,3601763.0,385724102.0,,,,0.09608975149240379,qfq,stock_zh_a_daily(sina)
2026-01-22,301261,107.58,104.24,108.37,102.78,3130746.0,327636174.0,,,,0.083523709118517,qfq,stock_zh_a_daily(sina)
2026-01-23,301261,104.13,102.78,106.45,101.01,3799266.0,389655698.0,,,,0.10135884170989011,qfq,stock_zh_a_daily(sina)
2026-01-26,301261,103.81,96.19,103.88,94.83,4799203.0,467679787.0,,,,0.12803569352886315,qfq,stock_zh_a_daily(sina)
2026-01-27,301261,95.99,95.7,95.99,92.6,2859691.0,270181108.0,,,,0.07629235947369765,qfq,stock_zh_a_daily(sina)
2026-01-28,301261,95.79,93.26,95.86,92.76,3087041.0,288555242.0,,,,0.08235772385269705,qfq,stock_zh_a_daily(sina)
2026-01-29,301261,93.0,90.32,93.66,89.93,2443834.0,223707056.0,,,,0.06519790495618037,qfq,stock_zh_a_daily(sina)
2026-01-30,301261,89.65,89.0,90.88,87.01,2392505.0,212834695.0,,,,0.06382852255807323,qfq,stock_zh_a_daily(sina)
2026-02-02,301261,89.0,86.96,90.28,86.7,2837911.0,250130708.0,,,,0.07571130103439874,qfq,stock_zh_a_daily(sina)
2026-02-03,301261,87.5,89.54,89.76,86.6,2634275.0,233394516.0,,,,0.07027859137668191,qfq,stock_zh_a_daily(sina)
2026-02-04,301261,89.49,89.99,91.3,88.6,2513148.0,225496468.0,,,,0.06704710076249647,qfq,stock_zh_a_daily(sina)
2026-02-05,301261,89.36,88.4,89.36,87.68,1485083.0,131440947.0,,,,0.03961983517949223,qfq,stock_zh_a_daily(sina)
2026-02-06,301261,87.43,89.42,90.5,87.08,3107389.0,276863616.0,,,,0.08290057863336069,qfq,stock_zh_a_daily(sina)
2026-02-09,301261,90.0,89.59,90.96,88.66,2679879.0,239996063.0,,,,0.0714952391758457,qfq,stock_zh_a_daily(sina)
2026-02-10,301261,89.48,91.89,93.45,88.61,3990196.0,364075837.0,,,,0.10645257393281668,qfq,stock_zh_a_daily(sina)
2026-02-11,301261,90.9,89.97,91.08,89.71,2105412.0,190002921.0,,,,0.05616930260795195,qfq,stock_zh_a_daily(sina)
2026-02-12,301261,89.72,90.97,92.2,89.37,2290044.0,209056446.0,,,,0.06109501343277454,qfq,stock_zh_a_daily(sina)
2026-02-13,301261,90.9,90.13,91.66,89.52,1980503.0,180048178.0,,,,0.05283691378359991,qfq,stock_zh_a_daily(sina)
2026-02-24,301261,91.6,87.28,91.99,86.78,2649038.0,232259498.0,,,,0.07067244655296151,qfq,stock_zh_a_daily(sina)
2026-02-25,301261,86.99,87.98,88.47,86.68,1587724.0,139176612.0,,,,0.042358146440652895,qfq,stock_zh_a_daily(sina)
2026-02-26,301261,87.98,87.83,88.54,87.32,1529226.0,134486595.0,,,,0.04079750564257634,qfq,stock_zh_a_daily(sina)
2026-02-27,301261,87.33,87.48,87.76,86.14,1836059.0,159638448.0,,,,0.04898335982556081,qfq,stock_zh_a_daily(sina)
2026-03-02,301261,85.44,84.59,86.79,84.18,2016315.0,171483948.0,,,,0.053792325391872294,qfq,stock_zh_a_daily(sina)
2026-03-03,301261,84.86,81.02,85.58,81.02,1840185.0,152579799.0,,,,0.0490934354509303,qfq,stock_zh_a_daily(sina)
2026-03-04,301261,80.49,80.57,81.69,79.5,1191129.0,96392405.0,,,,0.03177757381743203,qfq,stock_zh_a_daily(sina)
2026-03-05,301261,82.5,81.1,82.79,80.3,1227013.0,100094607.0,,,,0.0327349062800492,qfq,stock_zh_a_daily(sina)
2026-03-06,301261,80.55,82.56,83.17,80.03,1328328.0,109250691.0,,,,0.03543784180702665,qfq,stock_zh_a_daily(sina)
2026-03-09,301261,80.99,81.1,81.7,79.1,1690378.0,135695128.0,,,,0.04509680452273693,qfq,stock_zh_a_daily(sina)
2026-03-10,301261,82.5,83.47,83.5,81.99,1439875.0,119354188.0,,,,0.03841375207922478,qfq,stock_zh_a_daily(sina)
2026-03-11,301261,83.4,82.73,84.88,82.31,1492211.0,124493953.0,,,,0.03980999975962642,qfq,stock_zh_a_daily(sina)
2026-03-12,301261,82.3,82.5,84.5,82.18,1732639.0,144290279.0,,,,0.04622426598753083,qfq,stock_zh_a_daily(sina)
2026-03-13,301261,82.01,80.41,82.61,80.2,1428879.0,116304781.0,,,,0.03812039493512328,qfq,stock_zh_a_daily(sina)
2026-03-16,301261,80.22,82.01,83.66,79.79,1613767.0,132484166.0,,,,0.0430529354642829,qfq,stock_zh_a_daily(sina)
2026-03-17,301261,82.09,80.48,82.75,80.05,1108300.0,90284217.0,,,,0.02956781764347935,qfq,stock_zh_a_daily(sina)
2026-03-18,301261,80.7,81.98,81.98,80.34,925277.0,75290318.0,,,,0.024685032577556294,qfq,stock_zh_a_daily(sina)
2026-03-19,301261,81.01,82.44,82.67,80.35,1550753.0,126234818.0,,,,0.041371814413135914,qfq,stock_zh_a_daily(sina)
2026-03-20,301261,82.47,78.39,83.36,78.0,1811404.0,145121358.0,,,,0.04832560060513315,qfq,stock_zh_a_daily(sina)
2026-03-23,301261,78.0,75.88,79.88,74.48,1704645.0,131640309.0,,,,0.045477427146863536,qfq,stock_zh_a_daily(sina)
2026-03-24,301261,78.16,76.38,78.53,74.21,1251800.0,94950893.0,,,,0.03339618706677565,qfq,stock_zh_a_daily(sina)
2026-03-25,301261,76.5,80.04,80.61,76.5,2083000.0,164868627.0,,,,0.05557138333607099,qfq,stock_zh_a_daily(sina)
2026-03-26,301261,80.04,77.94,81.03,77.5,1368000.0,108208340.0,,,,0.03649623255100582,qfq,stock_zh_a_daily(sina)
2026-03-27,301261,76.55,78.06,79.2,76.5,999205.0,78165021.0,,,,0.026657323133134334,qfq,stock_zh_a_daily(sina)
2026-03-30,301261,76.8,77.53,78.14,76.51,884400.0,68448522.0,,,,0.023594494201834463,qfq,stock_zh_a_daily(sina)
2026-03-31,301261,77.53,75.75,78.19,75.75,1014457.0,77914253.0,,,,0.02703447295906461,qfq,stock_zh_a_daily(sina)
2026-04-01,301261,77.55,77.3,78.26,76.71,1082133.0,83710126.0,,,,0.028837984583487977,qfq,stock_zh_a_daily(sina)
2026-04-02,301261,76.76,75.09,77.77,74.25,998400.0,75513585.0,,,,0.026606566668010676,qfq,stock_zh_a_daily(sina)
2026-04-03,301261,75.15,73.01,75.43,72.97,874245.0,64421603.0,,,,0.023297934571990177,qfq,stock_zh_a_daily(sina)
2026-04-07,301261,73.05,73.0,74.29,72.39,672200.0,49228194.0,,,,0.017913595867624976,qfq,stock_zh_a_daily(sina)
2026-04-08,301261,75.8,77.11,77.36,75.0,1898900.0,144772335.0,,,,0.050604176127689776,qfq,stock_zh_a_daily(sina)
2026-04-09,301261,76.74,76.37,77.24,75.21,1099730.0,83864515.0,,,,0.029306930650852745,qfq,stock_zh_a_daily(sina)
2026-04-10,301261,76.81,76.48,78.14,76.48,1376800.0,106312197.0,,,,0.03669062599010126,qfq,stock_zh_a_daily(sina)
2026-04-13,301261,76.33,76.29,77.13,75.39,928204.0,70692712.0,,,,0.02473589904598776,qfq,stock_zh_a_daily(sina)
2026-04-14,301261,76.31,76.84,77.2,76.02,983600.0,75363529.0,,,,0.026212158428140325,qfq,stock_zh_a_daily(sina)
2026-04-15,301261,76.99,76.57,78.19,76.37,1183428.0,91381741.0,,,,0.031537415844141166,qfq,stock_zh_a_daily(sina)
2026-04-16,301261,77.1,77.6,78.2,76.9,1251750.0,96913930.0,,,,0.033358142855250766,qfq,stock_zh_a_daily(sina)
2026-04-17,301261,77.49,77.9,78.2,76.26,1546900.0,119533571.0,,,,0.041223655828070624,qfq,stock_zh_a_daily(sina)
