date,stock_code,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover_rate,adjust,source
2026-01-05,688662,51.1,53.34,54.31,50.28,7258227.0,383975238.0,,,,0.08225551903898459,qfq,stock_zh_a_daily(sina)
2026-01-06,688662,53.2,51.44,53.2,50.0,7693330.0,393029440.0,,,,0.0871864233907525,qfq,stock_zh_a_daily(sina)
2026-01-07,688662,51.3,61.73,61.73,51.16,14634362.0,847847753.0,,,,0.16584725747960108,qfq,stock_zh_a_daily(sina)
2026-01-08,688662,63.8,59.9,65.99,58.5,13035647.0,799265165.0,,,,0.147729453762466,qfq,stock_zh_a_daily(sina)
2026-01-09,688662,58.01,59.75,63.36,57.11,9671027.0,577239963.0,,,,0.10959912737987307,qfq,stock_zh_a_daily(sina)
2026-01-12,688662,59.6,58.42,59.75,56.81,7917891.0,460548819.0,,,,0.08973131233000907,qfq,stock_zh_a_daily(sina)
2026-01-13,688662,58.12,53.88,58.4,53.42,8257979.0,457258123.0,,,,0.09358543744333636,qfq,stock_zh_a_daily(sina)
2026-01-14,688662,54.03,55.18,57.0,53.5,7857151.0,433825558.0,,,,0.08904296237533998,qfq,stock_zh_a_daily(sina)
2026-01-15,688662,54.25,57.69,57.75,53.3,9130089.0,508624388.0,,,,0.10346882366273799,qfq,stock_zh_a_daily(sina)
2026-01-16,688662,58.0,59.27,59.58,57.1,8473664.0,495993299.0,,,,0.09602973708068903,qfq,stock_zh_a_daily(sina)
2026-01-19,688662,59.42,58.0,59.88,56.77,5990429.0,347991897.0,,,,0.06788790797824117,qfq,stock_zh_a_daily(sina)
2026-01-20,688662,57.45,53.98,57.5,52.51,8004908.0,437114464.0,,,,0.09071745240253853,qfq,stock_zh_a_daily(sina)
2026-01-21,688662,52.56,54.63,56.0,52.55,5246613.0,287208430.0,,,,0.05945844288304624,qfq,stock_zh_a_daily(sina)
2026-01-22,688662,54.54,54.74,55.95,54.0,4458291.0,245206969.0,,,,0.05052460335448776,qfq,stock_zh_a_daily(sina)
2026-01-23,688662,54.53,53.52,54.53,53.1,4599544.0,246796101.0,,,,0.052125385312783316,qfq,stock_zh_a_daily(sina)
2026-01-26,688662,53.33,51.98,53.71,51.18,4721493.0,245983794.0,,,,0.05350740027198549,qfq,stock_zh_a_daily(sina)
2026-01-27,688662,51.7,52.46,52.91,49.4,4708477.0,241683113.0,,,,0.05335989347234814,qfq,stock_zh_a_daily(sina)
2026-01-28,688662,52.3,51.62,53.66,51.0,3795905.0,198458975.0,,,,0.04301796237533998,qfq,stock_zh_a_daily(sina)
2026-01-29,688662,51.6,50.15,52.5,50.02,3627479.0,185298247.0,,,,0.04110923617407072,qfq,stock_zh_a_daily(sina)
2026-01-30,688662,49.75,53.38,53.65,49.0,6179811.0,320831226.0,,,,0.07003412284678151,qfq,stock_zh_a_daily(sina)
2026-02-02,688662,52.5,51.95,54.12,51.82,3779589.0,199453188.0,,,,0.04283305757026292,qfq,stock_zh_a_daily(sina)
2026-02-03,688662,52.81,54.71,54.92,52.12,5801551.0,312535597.0,,,,0.06574740480507706,qfq,stock_zh_a_daily(sina)
2026-02-04,688662,54.88,53.67,55.08,52.08,4643199.0,247144693.0,,,,0.052620115593835,qfq,stock_zh_a_daily(sina)
2026-02-05,688662,52.8,51.65,53.48,50.83,3055361.0,158085475.0,,,,0.034625577969174974,qfq,stock_zh_a_daily(sina)
2026-02-06,688662,51.05,53.4,55.6,50.94,5036664.0,269052488.0,,,,0.05707914777878513,qfq,stock_zh_a_daily(sina)
2026-02-09,688662,55.55,55.95,57.89,54.3,5919429.0,332874717.0,,,,0.06708328422484135,qfq,stock_zh_a_daily(sina)
2026-02-10,688662,56.0,57.7,60.28,56.0,6920199.0,406290065.0,,,,0.07842473934723482,qfq,stock_zh_a_daily(sina)
2026-02-11,688662,57.12,58.83,60.5,57.01,5466614.0,323617066.0,,,,0.061951654578422485,qfq,stock_zh_a_daily(sina)
2026-02-12,688662,59.13,58.34,59.77,57.4,4757454.0,278096355.0,,,,0.05391493653671804,qfq,stock_zh_a_daily(sina)
2026-02-13,688662,56.68,56.4,58.0,56.2,4231014.0,241005745.0,,,,0.04794893472348141,qfq,stock_zh_a_daily(sina)
2026-02-24,688662,56.4,56.05,57.88,55.83,4466754.0,253794207.0,,,,0.050620512239347236,qfq,stock_zh_a_daily(sina)
2026-02-25,688662,55.56,57.6,59.55,55.56,4751333.0,275879643.0,,,,0.05384556890299184,qfq,stock_zh_a_daily(sina)
2026-02-26,688662,57.89,59.33,60.37,57.58,5777951.0,342469337.0,,,,0.06547995240253854,qfq,stock_zh_a_daily(sina)
2026-02-27,688662,58.1,60.5,61.18,56.68,5286411.0,310064614.0,,,,0.05990946282864914,qfq,stock_zh_a_daily(sina)
2026-03-02,688662,58.5,58.22,60.0,58.0,4719439.0,277174317.0,,,,0.05348412284678151,qfq,stock_zh_a_daily(sina)
2026-03-03,688662,59.55,55.39,60.5,55.39,5050461.0,289568816.0,,,,0.057235505439709886,qfq,stock_zh_a_daily(sina)
2026-03-04,688662,54.8,61.85,63.7,54.5,11088104.0,668544731.0,,,,0.125658476881233,qfq,stock_zh_a_daily(sina)
2026-03-05,688662,63.0,62.72,63.63,60.41,8153199.0,508323632.0,,,,0.09239799410698096,qfq,stock_zh_a_daily(sina)
2026-03-06,688662,64.15,65.75,69.59,64.09,9495784.0,634736206.0,,,,0.10761314596554851,qfq,stock_zh_a_daily(sina)
2026-03-09,688662,61.56,62.15,62.97,56.86,8429665.0,498350181.0,,,,0.09553110834088849,qfq,stock_zh_a_daily(sina)
2026-03-10,688662,64.46,71.78,73.0,63.3,9842770.0,687822859.0,,,,0.1115454442429737,qfq,stock_zh_a_daily(sina)
2026-03-11,688662,71.9,69.9,73.8,68.93,8321010.0,592045245.0,,,,0.09429975067996374,qfq,stock_zh_a_daily(sina)
2026-03-12,688662,68.51,65.67,70.9,64.65,7637032.0,512021992.0,,,,0.08654841341795104,qfq,stock_zh_a_daily(sina)
2026-03-13,688662,64.21,60.9,65.74,60.82,6503188.0,409743765.0,,,,0.07369886672710789,qfq,stock_zh_a_daily(sina)
2026-03-16,688662,60.6,60.83,61.4,59.06,5551060.0,334523690.0,,,,0.06290865820489575,qfq,stock_zh_a_daily(sina)
