序号,stock_code,stock_name,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,announcement_date,report_date_param
1326,603367,辰欣药业,853838018.42,703162627.91,616285972.7,7655994074.92,0.769646559,398154701.2,1686292.34,1293157293.07,-11.5022959675,16.8907823127,6362836781.85,2026-04-29,20260331
1328,603348,文灿股份,546032132.84,1208285983.77,872191110.86,9006069670.67,0.8971972533,1786717520.45,,5112778604.97,9.6959572661,56.7703647865,3893291065.7,2026-04-29,20260331
1336,603313,梦百合,1093634090.59,1512671047.7,1834732548.94,9598775466.73,0.3379539062,1725219960.26,,6164791991.22,5.9992285496,64.2247754684,3433983475.51,2026-04-29,20260331
1341,603289,泰瑞机器,750114764.73,622881968.83,373897773.29,2940247694.07,-3.2018189265,319377002.57,2328722.41,1442246170.42,-8.9808469976,49.0518595875,1498001523.65,2026-04-29,20260331
1342,603285,键邦股份,435569194.76,94984890.35,36727851.86,1882442363.27,6.7311855088,36247402.43,,160309982.66,27.9592765669,8.5160632691,1722132380.61,2026-04-29,20260331
1346,603270,金帝股份,282050885.26,799907643.59,724741213.19,5723878532.41,61.9021411409,740036433.91,,3426624933.06,155.4143933365,59.8654376339,2297253599.35,2026-04-29,20260331
1350,603239,浙江仙通,55374463.32,305398344.03,267337336.99,1722477896.81,10.4374629815,166780481.82,,336691350.01,1.15215686,19.5469184617,1385786546.8,2026-04-29,20260331
1355,603213,镇洋发展,97253402.11,99443715.62,242640382.33,3405028896.2,1.7148926329,433061270.12,,1424626274.35,3.0030976931,41.8388894127,1980402621.85,2026-04-29,20260331
1357,603200,上海洗霸,301731405.46,307784991.18,126855976.54,1872925145.68,18.2938728458,98936354.81,,681921656.22,24.8919979845,36.409445289,1191003489.46,2026-04-29,20260331
1358,603187,海容冷链,1222909035.24,1333742657.89,765629602.42,6082391140.03,5.1260343297,724805633.86,,1767143906.23,15.705647997,29.0534407529,4315247233.8,2026-04-29,20260331
1362,603155,新亚强,82203790.77,146404972.72,73525750.93,2394132638.77,-6.4450884241,37686990.17,44426.04,157389430.25,-32.8665134573,6.5739645206,2236743208.52,2026-04-29,20260331
1363,603150,万朗磁塑,656861216.68,1998301494.01,723190432.54,7553033251.84,52.6220640839,1933846861.11,412759.08,5542343489.23,77.6583541667,73.3790426234,2010689762.61,2026-04-29,20260331
1364,603131,上海沪工,116292924.78,252209657.15,302405791.88,2089116025.9,-4.220100772,204699169.61,,430663670.31,-54.3461977678,20.614636285,1658452355.59,2026-04-29,20260331
1365,603126,中材节能,995854398.96,1411702642.6,284708356.37,6909780334.13,36.2423321607,1929381982.42,,4446856840.99,68.8317358103,64.3559798714,2462923493.14,2026-04-29,20260331
1366,603124,江南新材,987576228.24,1872897940.53,721194315.59,4689579556.15,21.1352814868,103871441.47,,2761356782.57,28.4896696907,58.8828219994,1928222773.58,2026-04-29,20260331
1367,603109,神驰机电,826332750.41,640013714.7,594631250.72,3514342598.74,-2.3564949042,460584631.4,0.0,1542967063.06,-4.0515450504,43.9048561632,1971375535.68,2026-04-29,20260331
1371,603096,新经典,203039887.44,114080708.72,151135188.6,2007365222.43,-2.4564467922,60850600.01,,104939916.1,7.1298141271,5.2277440561,1902425306.33,2026-04-29,20260331
1373,603088,宁波精达,262921277.96,186686583.51,514304020.84,1973541498.08,39.7234839844,182068914.14,2305250.85,799506856.13,36.8850324744,40.511276652,1174034641.95,2026-04-29,20260331
1374,603085,天成自控,194059898.87,1209176686.65,370934455.37,3598145265.0,2.5925697679,1323465289.1,,2630643643.65,-0.2325465306,73.1111016901,967501621.35,2026-04-29,20260331
1375,603076,乐惠国际,355787451.89,303364972.69,1266857135.46,3337759448.04,-1.9753328428,315664278.53,,2024444137.74,-1.4537375845,60.6527872741,1313315310.3,2026-04-29,20260331
1376,603069,海汽集团,260807034.94,179984807.91,13715206.25,2561432829.64,-5.4585773324,313362822.45,4003128.72,1786035756.4,-6.7609841104,69.7279950398,775397073.24,2026-04-29,20260331
1378,603067,振华股份,296348950.96,770076714.91,1284527110.67,6498301800.89,25.5825951979,350072331.11,,2630628370.86,42.1770349715,40.4817820326,3867673430.03,2026-04-29,20260331
1379,603065,宿迁联盛,320401622.69,427960434.3,296652313.6,3395066687.96,-1.9887184891,171701996.46,,1397679196.59,-0.3290406942,41.167945288,1997387491.37,2026-04-29,20260331
1380,603050,科林电气,294629156.89,2451435947.45,623601712.06,4821703016.13,2.300456654,1309202313.0,,2901911473.27,-3.3147333566,60.1843677133,1919791542.86,2026-04-29,20260331
1382,603040,新坐标,216504867.29,111026375.34,180362596.03,1832547624.38,8.3427892583,51105883.39,,221551134.27,1.7172880292,12.0897886266,1610996490.11,2026-04-29,20260331
1383,603036,如通股份,433109877.91,235275344.27,238870778.9,1576852233.31,3.2536833771,77259437.69,,158474372.98,-4.9566577783,10.0500458846,1418377860.33,2026-04-29,20260331
1385,603031,安孚科技,1359067783.68,415399678.19,418610755.72,6706729830.37,-4.0730247329,342805877.25,,3095870599.1,6.9996783141,46.1606576887,3610859231.27,2026-04-29,20260331
1388,603020,爱普股份,324717778.04,317980616.33,556391121.19,3684194170.78,-0.1776087756,93855402.48,822720.28,216116022.02,-13.0166626426,5.8660323534,3468078148.76,2026-04-29,20260331
1390,603015,弘讯科技,356642660.4,249343221.45,359278991.21,2043391347.79,-3.2583044057,119519685.1,5556323.88,645154481.95,-10.633252816,31.5727323916,1398236865.84,2026-04-29,20260331
1392,603011,合锻智能,740117450.76,601256220.34,1401068358.83,4512782856.23,-2.4546591278,569019835.29,,2652064742.77,7.2285355475,58.7678341117,1860718113.46,2026-04-29,20260331
1395,603002,宏昌电子,1229902108.5,1035907393.42,432840491.41,6042792338.83,29.4767459381,227476886.31,,2587059102.8,112.4186489541,42.8123118873,3455733236.03,2026-04-29,20260331
1400,601929,吉视传媒,982738841.34,590579754.04,557907188.52,12551990050.76,-1.4229790832,1200191809.04,2747446.33,7837777788.4,5.3809451421,62.4425111612,4714212262.36,2026-04-29,20260331
1403,601886,江河集团,4371480250.83,12231415764.31,1012461657.05,29119539079.13,4.5707781033,9703192962.6,186611.38,20332164772.76,7.4751647399,69.8230995948,8787374306.37,2026-04-29,20260331
1409,601686,友发集团,8133443774.9,1556773429.68,3681345422.64,22932028615.5,-11.4943406271,422194215.39,14928353.08,15261076536.33,-15.7601986195,66.5491779738,7670952079.17,2026-04-29,20260331
1414,601599,浙文影业,1035533977.61,682120524.88,833059173.44,3461460131.25,-3.9515574166,690660261.49,,1899334765.53,-6.3321166339,54.8709126644,1562125365.72,2026-04-29,20260331
1418,601388,怡球资源,536947297.18,735850621.73,2026150695.05,6254339222.8,8.8205677792,202689646.04,17565.4,1564579518.55,5.6302977989,25.0159043636,4689759704.25,2026-04-29,20260331
1426,601226,华电科工,1050822249.94,2584972197.45,1001788413.88,10594136896.37,-2.511252071,3202970387.83,,6077354918.03,-6.3037758613,57.3652670102,4516781978.34,2026-04-29,20260331
1435,601133,柏诚股份,1221046539.57,480691456.27,151976028.72,5084402226.99,-2.4124276104,1249410254.13,,2050592658.89,-10.1077372027,40.3310471387,3033809568.1,2026-04-29,20260331
1466,600851,海欣股份,487833911.11,62538088.54,58760275.35,5560082416.48,6.5305182904,32986435.83,8209970.69,813336375.14,5.5610739809,14.6281352364,4746746041.34,2026-04-29,20260331
1468,600838,上海九百,477145672.78,10821792.86,16595035.93,1665808110.18,1.5241780353,2434871.02,590185.15,122231937.04,4.8994898621,7.3376961184,1543576173.14,2026-04-29,20260331
1469,600817,宇通重工,632869673.39,528476255.15,180267131.28,3981646725.76,-10.3882250565,300049152.53,,1256097565.36,-29.4483247444,31.5471876808,2725549160.4,2026-04-29,20260331
1472,600796,钱江生化,854760169.07,759537473.85,167671026.44,7454829648.93,-1.2184300219,699612178.34,3186632.77,3709631618.9,-6.4477031465,49.7614538976,3745198030.03,2026-04-29,20260331
1474,600790,轻纺城,970289373.39,82200969.59,6720903.2,13752983552.91,5.9567254122,191087435.56,2326723650.91,6785946858.63,7.3482546759,49.3416343626,6967036694.28,2026-04-29,20260331
1478,600758,辽宁能源,3931737578.71,371583481.14,189261744.31,13275474680.52,-4.2122706049,1397533387.59,724214.39,7942941411.52,-3.0137896995,59.831694178,5332533269.0,2026-04-29,20260331
1481,600749,西藏旅游,431388251.35,27037667.88,9508193.11,1447557827.75,-0.6851660316,35953098.7,,404017908.31,-4.3307747843,27.9103121523,1043539919.44,2026-04-29,20260331
1483,600738,丽尚国潮,281804128.45,57442167.72,33957055.04,3235769889.07,-7.7220200641,40171103.1,459673350.67,1075874843.99,-29.7895252394,33.2494238118,2159895045.08,2026-04-29,20260331
1484,600736,苏州高新,4635230992.93,1200235280.89,35442105490.95,72656931824.2,-6.8114080137,3801037151.39,16370893.15,54072993872.62,-8.6181403757,74.4223469324,18583937951.58,2026-04-29,20260331
1488,600724,宁波富达,210648326.74,202205357.93,103811798.22,3942944475.53,-5.1044789957,74830266.37,40226139.41,797442141.74,-4.0115953659,20.2245338906,3145502333.79,2026-04-29,20260331
1491,600714,金瑞矿业,380461129.0,40753060.78,65926184.45,819233656.8,-0.9912090704,13876412.72,,66284041.24,-3.7634285721,8.0909812103,752949615.56,2026-04-29,20260331
1493,600708,光明地产,5139928502.75,2069498427.07,37818411234.66,52440501496.47,-11.0780168004,5420238697.81,17445915.35,46099240813.64,-5.6815449101,87.9077039657,6341260682.83,2026-04-29,20260331
1495,600681,百川能源,560797712.78,203263293.25,298530584.23,7853169075.78,-0.3595103295,228772867.91,805754.28,4027203947.93,2.0313550035,51.2812586749,3825965127.85,2026-04-29,20260331
1496,600679,上海凤凰,449706126.66,596960388.79,289253241.15,3304651876.52,0.7704201342,355857678.9,2764193.12,1139659474.29,-6.2737377242,34.4865213304,2164992402.23,2026-04-29,20260331
1497,600668,尖峰集团,171936333.7,262078261.16,379247480.14,7852768676.75,-5.1133116967,467179140.32,3370667.23,2066276711.87,-7.8386386561,26.3127158958,5786491964.88,2026-04-29,20260331
1502,600630,龙头股份,404721052.74,225511570.73,311610431.84,1564630374.79,1.6114202146,235518328.17,1702380.96,730253876.32,-2.3515523576,46.6726127836,834376498.47,2026-04-29,20260331
1504,600613,神奇制药,482370291.85,322164569.35,217625407.81,3044359464.98,-2.5045692104,234803307.38,,640976223.45,-4.6750088297,21.0545512389,2403383241.53,2026-04-29,20260331
1506,600605,汇通能源,590365071.96,25526998.25,38291850.37,1531518268.59,-7.7326552924,12096850.8,6183097.45,91028769.95,-65.9685354669,5.9436946863,1440489498.64,2026-04-29,20260331
1510,600590,泰豪科技,646205682.06,3739484060.33,2566244031.37,11230813678.7,-0.6405741124,1007490739.94,430475.14,6905277960.15,-1.1761489748,61.4851083608,4325535718.55,2026-04-29,20260331
1514,600560,金自天正,136670656.39,411549016.77,358259526.23,2466138127.64,27.2744259038,393866730.29,,1434725071.94,51.7924973358,58.1769956784,1031413055.7,2026-04-29,20260331
1517,600545,卓郎智能,171104000.0,2642703000.0,1499350000.0,9179826000.0,1.20216784,1247555000.0,,5731084000.0,13.7669263291,62.4312922707,3448742000.0,2026-04-29,20260331
1520,600530,交大昂立,138336183.5,31449346.47,40187815.9,722852329.55,-1.236786974,12790787.6,498086.71,352289870.19,-2.7486213944,48.7360773132,370562459.36,2026-04-29,20260331
1522,600512,腾达建设,2297381229.85,539892066.75,2545561401.89,10720106869.64,2.6040558692,2967418823.46,56679714.96,4508180253.34,7.6872479603,42.0535010347,6211926616.3,2026-04-29,20260331
1523,600503,华丽家族,783005120.47,499271.06,2377259848.85,4580807384.39,4.4879580468,192468450.76,2671917.07,1065421687.59,45.1173269936,23.2583821625,3515385696.8,2026-04-29,20260331
1526,600496,精工钢构,5529052795.1,4412269961.71,1930679925.68,27374600990.98,9.3160872277,6540254439.46,,17830775001.18,11.6822603034,65.1362005498,9543825989.8,2026-04-29,20260331
1527,600495,晋西车轴,370829710.07,411923709.83,536259125.44,3970025412.14,-1.3411159822,275158007.16,,689958285.16,-8.3451385245,17.3791906483,3280067126.98,2026-04-29,20260331
1529,600479,千金药业,664854162.32,396771301.54,487003748.8,5133829062.81,10.1375421987,307193656.96,,1699476288.33,17.3814655393,33.1034841156,3434352774.48,2026-04-29,20260331
1531,600468,百利电气,780369629.24,1062671516.97,615566417.82,3976905688.54,7.665948944,329996913.76,,1762154080.0,13.3519448314,44.3096773725,2214751608.54,2026-04-29,20260331
1536,600439,瑞贝卡,266813292.39,197982915.56,2895613549.87,4193503123.74,-14.5772939161,104100068.01,,1671784964.47,-26.1749871023,39.8660717577,2521718159.27,2026-04-29,20260331
1542,600336,澳柯玛,753782159.59,1817183759.67,1355804328.42,7655092304.02,-4.7542882593,1591296745.03,3150652.34,5232749294.33,-2.0601400101,68.3564493609,2422343009.69,2026-04-29,20260331
1543,600327,大东方,367965888.47,74228227.99,185659379.21,4698127931.72,-19.5731567028,235911112.98,4711547.92,1570727564.39,-28.6827316883,33.4330522118,3127400367.33,2026-04-29,20260331
1546,600283,钱江水利,618174423.72,684756243.93,511294585.78,9576306370.91,1.4023530163,637493690.16,1583025.97,5633294126.79,0.7568782435,58.8253331567,3943012244.12,2026-04-29,20260331
1547,600280,中央商场,266612121.67,56086347.14,3913835727.92,9897923610.47,-8.775430437,1348032703.01,71880559.39,9623695776.91,-5.3085894313,97.2294407964,274227833.56,2026-04-29,20260331
1548,600279,重庆港,1167301083.52,215454963.12,578265453.54,13921165848.22,-4.0982732706,383443055.37,967083.9,5142372732.77,-10.0568524544,36.9392390611,8778793115.45,2026-04-29,20260331
1549,600278,东方创业,3652282759.71,4877080202.1,2311667304.71,18675878152.85,-2.7116229927,5612383907.11,509850.05,10762372218.39,-4.8321770828,57.6271280542,7913505934.46,2026-04-29,20260331
1550,600262,北方股份,1373018715.08,505499680.45,1814813166.57,5347674311.12,4.9108713717,924039099.2,,3331873601.36,1.9879989871,62.3050957765,2015800709.76,2026-04-29,20260331
1553,600255,鑫科材料,535028829.35,748636222.99,885303888.55,4440784761.35,2.9555698374,178021977.05,,2594801950.66,4.3703369982,58.4311577819,1845982810.69,2026-04-29,20260331
1554,600249,两面针,1255812338.29,82976777.25,249768906.42,2637669883.42,-1.7991781268,249184202.76,,499798948.79,-3.4332940473,18.9485026891,2137870934.63,2026-04-29,20260331
1560,600207,安彩高科,569199053.36,622072101.02,369690159.62,5805699993.86,-13.2034907752,467824917.95,,3877005177.13,-2.1005235571,66.7792889958,1928694816.74,2026-04-29,20260331
1563,600189,泉阳泉,513199928.37,242438641.61,173082060.76,4240028737.88,-2.0109919783,503672664.54,1482368.92,2764618984.79,-4.6163122371,65.2028360113,1475409753.09,2026-04-29,20260331
1567,600168,武汉控股,1191600225.96,6422926168.98,16076066.49,25345491422.02,6.1619697925,2389829181.36,1176388.87,17713000605.89,-3.2668670812,69.8861991309,7632490816.13,2026-04-29,20260331
1572,600135,乐凯胶片,763925686.71,179651715.66,384637020.5,3274237789.69,-0.1726114576,116832246.36,,478423044.11,17.8154800164,14.6117379018,2795814745.58,2026-04-29,20260331
1575,600101,明星电力,845135998.55,73269704.26,12759964.36,4267295403.18,1.8531578576,418311104.01,228004.05,1108572415.19,-1.3967036722,25.97833781,3158722987.99,2026-04-29,20260331
1578,600088,中视传媒,328375963.25,112275017.47,111884559.59,1593146083.2,-3.2666364387,42526728.58,3406289.13,285412392.47,-10.7225479813,17.9150170521,1307733690.73,2026-04-29,20260331
1581,600073,光明肉业,2988828658.38,1946821172.63,2958055596.18,14510477258.21,-4.1486487783,2062969373.71,136855.0,8505333937.01,3.8325819442,58.6151219265,6005143321.2,2026-04-29,20260331
1601,301662,宏工科技,553476534.7,1291783318.1,1396574620.5,4699381723.67,8.1873897406,1180326933.13,,3148533670.48,-4.8207996708,66.9988916759,1550848053.19,2026-04-29,20260331
1604,301636,泽润新能,576694197.36,318462459.9,144367331.93,1754998309.38,48.9237561147,216546939.79,0.0,694182453.87,25.0873040579,39.5545938797,1060815855.51,2026-04-29,20260331
1605,301633,港迪技术,75769606.63,382776499.23,121235903.4,1235217459.68,-6.0911103858,155831493.86,21834.84,298499815.54,-24.061578427,24.1657704237,936717644.14,2026-04-29,20260331
1607,301618,长联科技,137927086.92,306732227.49,70120251.9,1248635567.77,4.0144617762,67619575.04,,296548062.35,17.3146539611,23.7497689482,952087505.42,2026-04-29,20260331
1611,301590,优优绿能,255894963.0,785368087.41,306366217.26,2566325635.51,38.0879523213,246251139.07,,628634432.09,-18.5465526543,24.4955053011,1937691203.42,2026-04-29,20260331
1613,301586,佳力奇,675257216.17,295675520.37,147536430.89,1583055825.07,-4.1594771156,167280857.41,1400.0,286650197.82,-26.5111958094,18.1073966742,1296405627.25,2026-04-29,20260331
1614,301585,蓝宇股份,245451663.24,206516577.79,148514305.31,1310276550.68,23.3394555687,54834786.32,,305667133.96,208.1172990523,23.3284441976,1004609416.72,2026-04-29,20260331
1615,301580,爱迪特,334867341.88,231244992.71,144128531.75,2479822956.35,8.1091411239,136669867.36,,301967338.02,34.2873336694,12.1769716361,2177855618.33,2026-04-29,20260331
1616,301568,思泰克,542583353.06,72662524.36,207823639.26,1220323168.27,6.5183003739,42996294.47,245413.15,151421659.6,19.1512366847,12.4083245764,1068901508.67,2026-04-29,20260331
1618,301560,众捷汽车,244743381.09,273731108.04,300810926.68,1829043030.28,19.4620637537,273648597.06,,867326854.33,-16.9710403262,47.4197074629,961716175.95,2026-04-29,20260331
1619,301558,三态股份,498335685.39,52103328.71,76579671.53,1535522404.88,2.3602447039,37177041.89,,152334638.19,-6.5398102093,9.9207043613,1383187766.69,2026-04-29,20260331
1624,301499,维科精密,213251850.07,298566879.73,231426419.48,1662600296.03,7.7074951786,142208768.56,,346246359.27,28.6391273332,20.8255923024,1316353936.76,2026-04-29,20260331
1625,301486,致尚科技,477762596.44,336698948.69,313970968.97,3258123643.18,5.0727586743,265221143.27,0.0,611462372.86,43.2707628458,18.7673164013,2646661270.32,2026-04-29,20260331
1626,301398,星源卓镁,226420816.61,187218583.52,141963484.77,1978755112.66,58.457446946,117924186.87,452380.95,862437108.5,590.4020698842,43.5848328569,1116318004.16,2026-04-29,20260331
1627,301396,宏景科技,1053325574.38,786808081.01,607747760.86,12944979583.63,323.6158903648,354481683.95,0.0,11627807108.22,531.8254831319,89.8248392985,1317172475.41,2026-04-29,20260331
1628,301391,卡莱特,255858455.51,255015282.97,278840671.57,2504018721.84,-1.0844306187,39936171.84,,409225633.96,-10.1031460235,16.3427545645,2094793087.88,2026-04-29,20260331
1629,301383,天键股份,745051096.0,351953689.28,286753894.09,2504291964.8,-5.2094472663,356702332.47,99850.63,553419582.0,-3.5531755649,22.0988442953,1950872382.8,2026-04-29,20260331
1630,301380,挖金客,250970563.92,400816145.17,312791.13,1357822096.21,4.3988016548,104546534.35,374279.39,602374299.01,7.9600644383,44.363271204,755447797.2,2026-04-29,20260331
1632,301370,国科恒泰,641203868.75,1325991146.89,2545358132.44,6169028693.41,-8.1609577192,1566591784.24,,3617002474.58,-13.2295017371,58.6316364267,2552026218.83,2026-04-29,20260331
1633,301365,矩阵股份,252381581.92,164282918.43,65607421.8,2117410381.51,3.4295819954,30041136.46,,355710005.4,28.9343956529,16.7992944828,1761700376.11,2026-04-29,20260331
1640,301330,熵基科技,1626401474.07,618125254.01,577515343.73,4955864747.68,21.024614558,390159582.99,,1292395107.61,90.2251462526,26.0780948111,3663469640.07,2026-04-29,20260331
1641,301329,信音电子,742567460.19,387035964.96,148053434.34,2074882589.8,12.5141775539,288371240.78,,468575176.81,76.4087014008,22.583214063,1606307412.99,2026-04-29,20260331
1642,301326,捷邦科技,291190134.18,423736807.15,163742072.02,2680944479.67,45.5009780534,242883068.88,,1237992847.48,127.9138803125,46.1774891971,1442951632.19,2026-04-29,20260331
1644,301320,豪江智能,109160101.56,304361988.17,220890592.4,1644509264.77,10.0321272857,246186629.65,,586501100.85,33.8268143324,35.664201681,1058008163.92,2026-04-29,20260331
1647,301313,凡拓数创,182185610.97,321988703.29,73341676.57,1415509405.48,1.3938889155,288233899.86,,734743620.17,20.9284559437,51.9066575839,680765785.31,2026-04-29,20260331
1648,301312,智立方,202207326.03,208494211.12,258855809.91,1558129199.41,9.6259783338,71742719.35,,319527246.23,59.3517408382,20.5071085473,1238601953.18,2026-04-29,20260331
1656,301280,珠城科技,434677306.38,965078802.01,365567347.02,3269033839.06,21.103459416,564483698.75,,1221035336.81,56.1016984651,37.3515661484,2047998502.25,2026-04-29,20260331
1658,301260,格力博,2331076046.78,1937840556.31,2732070260.31,10710490647.84,-2.5518962954,1320004180.03,,6396719154.15,2.1674746571,59.7238666694,4313771493.69,2026-04-29,20260331
1660,301257,普蕊斯,338153445.18,144057517.5,,1524902744.36,7.6368775783,4186924.11,,243373584.3,3.0641887441,15.959941393,1281529160.06,2026-04-29,20260331
1661,301246,宏源药业,317192207.2,593730096.44,334898087.89,6283382880.96,6.9740462947,313466677.75,1086603.53,1675802485.83,10.5279932898,26.6703862804,4607580395.13,2026-04-29,20260331
1663,301230,泓博医药,73019064.28,134178849.57,90870031.28,1315843385.66,-1.1587912012,65877249.72,301.14,285891822.01,0.3038368013,21.7268882548,1029951563.65,2026-04-29,20260331
1665,301220,亚香股份,167957944.4,310703923.47,582414826.22,2605170603.97,15.4080512692,255262036.71,6979974.4,853615945.39,59.4359790307,32.7662205342,1751554658.58,2026-04-29,20260331
1667,301210,金杨精密,307734601.77,550950914.05,436483971.52,3337478083.92,33.0462281724,397006541.67,254959.92,1308879512.43,140.3452084933,39.2176211954,2028598571.49,2026-04-29,20260331
1668,301206,三元生物,257645417.58,95983093.88,149244866.12,4453951503.15,-6.2626280452,88940451.64,,188892939.19,-27.0399031584,4.2410192176,4265058563.96,2026-04-29,20260331
1670,301199,迈赫股份,175710286.03,313438616.99,1154428780.71,3147198077.7,4.4467879035,237092119.06,,1204847535.32,6.4428597997,38.283180962,1942350542.38,2026-04-29,20260331
1671,301196,唯科科技,766387076.76,504089931.93,497365099.71,4346878563.08,8.7384732152,376420110.8,77380.58,885139202.9,21.6394925669,20.3626393067,3461739360.18,2026-04-29,20260331
1672,301185,鸥玛软件,617752058.52,35380084.26,10314835.52,1128868438.28,2.812974347,28719648.73,,41147701.09,148.8383213228,3.6450395542,1087720737.19,2026-04-29,20260331
1673,301179,泽宇智能,51085803.29,221492938.7,684789210.74,3628970397.62,-3.5303456125,167945749.44,0.0,1114907435.01,-17.54973385,30.7224174587,2514062962.61,2026-04-29,20260331
1675,301168,通灵股份,455694838.77,424481085.5,269604557.33,3371535520.28,-7.4846902121,299250582.7,5663754.82,1146324408.85,-18.8698098832,34.000069166,2225211111.43,2026-04-29,20260331
1677,301149,隆华新材,741608582.2,214783213.75,502730973.97,4215003238.06,17.6295648598,248090572.68,10453196.04,1786975262.43,11.1684613335,42.3955845702,2428027975.63,2026-04-29,20260331
1680,301132,满坤科技,383151901.03,487438840.07,265137388.22,2915607625.27,2.9747605232,584397219.48,,1079482982.96,4.5962831199,37.0242886458,1836124642.31,2026-04-29,20260331
1683,301123,奕东电子,288551729.7,910352304.52,333331881.56,4042539734.08,7.093660505,459155096.17,,1213379656.07,31.6007552556,30.015280885,2829160078.01,2026-04-29,20260331
1684,301122,采纳股份,338707157.26,80332657.76,130446645.79,2237146791.87,13.5903193488,81487450.08,,374882954.49,153.6019631135,16.7571907151,1862263837.38,2026-04-29,20260331
1685,301112,信邦智能,433442018.92,36558260.85,307028536.36,1519297839.17,1.4214573396,43582611.08,0.0,396148752.87,53.0713389641,26.0744629958,1123149086.3,2026-04-29,20260331
1687,301092,争光股份,519333968.34,111950042.07,133639396.12,2205327758.53,1.1273242256,138534072.4,,228409190.27,-15.2016908115,10.3571539145,1976918568.26,2026-04-29,20260331
1688,301085,亚康股份,326927066.47,494283872.61,213949052.57,1673489724.68,-19.7662537736,158080812.6,,718923896.07,-27.2235026585,42.9595644041,954565828.61,2026-04-29,20260331
1690,301073,君亭酒店,295108571.3,82123960.16,3390068.64,2294528570.06,-9.6535261443,40257318.28,1370230.97,1422820426.1,-8.903103978,62.0092704299,871708143.96,2026-04-29,20260331
1691,301067,显盈科技,103465561.83,132420432.15,127733723.91,1072394335.04,-7.8862970075,93874026.92,,303037919.73,-6.7005879391,28.2580679353,769356415.31,2026-04-29,20260331
1692,301062,上海艾录,187386284.37,275430534.3,345227968.46,2820006004.86,-3.8801816542,172084293.73,,1467430328.66,4.725091017,52.0364256718,1352575676.2,2026-04-29,20260331
1694,301060,兰卫医学,846051059.17,657737123.67,280918068.78,2348400812.34,-10.2378917494,447139446.7,,666331594.93,-17.1579037388,28.3738445085,1682069217.41,2026-04-29,20260331
1696,301051,信濠光电,260834746.34,340300739.26,160003932.74,3734303712.56,-30.020741978,257529932.53,,1673537032.43,-43.5400031116,44.8152362863,2060766680.13,2026-04-29,20260331
1697,301048,金鹰重工,1191891852.47,1727757657.38,1188862399.91,5732199873.11,4.51552744,1945844152.35,1528687.56,2805293273.01,1.8440529994,48.9392089444,2926906600.1,2026-04-29,20260331
1700,301042,安联锐视,513593810.68,257772636.85,190013012.97,1219467367.95,4.3240041013,51785912.94,,126836429.66,0.6368458157,10.4009695539,1092630938.29,2026-04-29,20260331
1701,301038,深水规院,317112011.91,15530390.84,942019.47,1912720458.71,4.9475199736,546236313.79,,1016600313.93,6.0789372853,53.1494452993,896120144.78,2026-04-29,20260331
1702,301026,浩通科技,490007810.75,201710857.88,1775014175.32,4243857050.5,36.7973592861,674553528.01,,2483539783.99,65.2075714326,58.5208161924,1760317266.51,2026-04-29,20260331
1706,301017,漱玉平民,1461383707.98,1091235405.6,1961120468.68,9826509742.02,4.3505336595,1633811565.38,6153761.57,7523466508.07,3.5374328668,76.5629578109,2303043233.95,2026-04-29,20260331
1707,301016,雷尔伟,227729276.57,158344348.33,117221335.82,1165801163.08,-2.4363209213,83598102.5,,134057599.64,-7.4097133864,11.4991821835,1031743563.44,2026-04-29,20260331
1709,301007,德迈仕,220429332.34,167823017.97,139601366.18,1082270695.8,4.5644458681,128417213.96,277247.51,424148104.16,19.992968233,39.1905745768,658122591.64,2026-04-29,20260331
1713,300994,久祺股份,804813258.63,471433192.33,162978002.94,2205505320.61,8.2642152439,397286176.98,8400.0,938679586.21,19.6930061275,42.5607491144,1266825734.4,2026-04-29,20260331
1715,300985,致远新能,85494642.22,526474798.48,730395968.27,2601398016.47,-0.9880997887,439024046.73,74541.0,1709988182.72,4.8071672971,65.7334314816,891409833.75,2026-04-29,20260331
1716,300984,金沃股份,40314545.53,319803805.91,317455365.61,1688753996.98,18.0399319822,170606464.16,,610602114.74,47.259461085,36.1569604473,1078151882.24,2026-04-29,20260331
1717,300982,苏文电能,279034398.44,691189617.55,222949157.13,3978381877.75,-14.5216044639,465276787.51,,1128358747.46,-29.4940874093,28.3622533516,2850023130.29,2026-04-29,20260331
1718,300980,祥源新材,194740099.16,135184536.91,116050186.79,1545546465.9,0.329518054,30062218.06,,122063876.69,-11.5826553728,7.8977811009,1423482589.21,2026-04-29,20260331
1721,300969,恒帅股份,196183883.42,217183183.24,142024509.38,2083389987.81,32.336092273,129972544.74,,630174248.6,152.4444262903,30.2475413767,1453215739.21,2026-04-29,20260331
1724,300964,本川智能,145533567.75,254163276.59,274771434.33,1628235913.02,20.3489657387,282846054.97,,603946872.95,72.4612096092,37.0920987629,1024289040.07,2026-04-29,20260331
1725,300962,中金辐照,413345408.21,41687075.7,2747917.54,1586685806.11,35.7063327774,5516688.27,,481466525.71,213.3738566819,30.3441628995,1105219280.4,2026-04-29,20260331
