序号,stock_code,stock_name,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,announcement_date,report_date_param
4373,002971,和远气体,241939562.56,312928486.04,69860504.72,6729674096.09,13.6519186169,430244693.24,,4616459658.23,10.5580950968,68.5985620152,2113214437.86,2026-04-24,20260331
4374,002957,科瑞技术,434170588.81,1242742464.6,1969929888.2,6576536993.18,13.658006702,1032231540.69,,2996668885.16,20.0937680042,45.566061413,3579868108.02,2026-04-24,20260331
4375,002953,日丰股份,479762651.7,1388304556.99,544134154.52,4040091457.24,11.5678502148,199302583.51,,1797741985.05,4.7698858266,44.4975566538,2242349472.19,2026-04-24,20260331
4376,002937,兴瑞科技,635651360.88,443739659.79,216490733.6,2603478844.25,4.2798428002,349564892.63,,1035666089.11,21.4685546613,39.7800846893,1567812755.14,2026-04-24,20260331
4379,002835,同为股份,308454518.38,299268899.61,354370026.93,1595538022.2,8.4589423195,206950858.67,,319138980.6,36.5218971058,20.001966494,1276399041.6,2026-04-24,20260331
4380,002799,环球印务,441846230.31,166274362.1,55359923.78,1795669473.1,-10.8101633634,99919072.87,3240000.0,480296044.37,-27.6989028928,26.7474639161,1315373428.73,2026-04-24,20260331
4382,002734,利民股份,759243999.28,876245168.1,576446435.54,6708753063.01,1.2224257443,530180200.97,5106000.0,2522368060.95,-32.2078406565,37.5981652218,4186385002.06,2026-04-24,20260331
4383,002733,雄韬股份,1287074642.72,1165025615.86,876609592.73,5227182424.21,-1.0125868469,701769206.37,,2407210683.37,-2.4093087525,46.0517825477,2819971740.84,2026-04-24,20260331
4386,002686,亿利达,470517456.72,261880501.97,481311727.94,2613935834.7,-15.0263523492,180728458.43,3317992.2,880847610.64,-33.1119484278,33.6981343974,1733088224.06,2026-04-24,20260331
4390,002637,赞宇科技,459834041.11,702667398.35,1586632910.07,8549419435.2,1.0390675126,571718713.97,1705795.09,4749217051.18,2.4494730568,55.5501702446,3800202384.02,2026-04-24,20260331
4391,002580,圣阳股份,874990249.32,1398733164.68,780205915.15,4713783036.42,23.3538184983,725311459.21,4291237.03,2178557303.3,49.1931118207,46.2167496142,2535225733.12,2026-04-24,20260331
4393,002523,天桥起重,799076248.71,1149651184.47,737215511.15,4778864449.31,2.821115482,745975013.23,,2230596055.42,7.9104395332,46.6762779962,2548268393.89,2026-04-24,20260331
4396,002481,双塔食品,640142873.14,248771993.23,818432481.58,4654951063.24,0.6578673848,298486335.12,,2200033312.34,11.5925611342,47.2622221469,2454917750.9,2026-04-24,20260331
4397,002478,常宝股份,2658880614.43,871845520.73,1280007323.15,8824008686.39,5.2520627241,349078265.14,,2750641258.29,13.9345255505,31.1722410533,6073367428.1,2026-04-24,20260331
4399,002457,青龙管业,511535971.23,1316164160.44,906774774.27,4649028383.67,4.4138942886,543336837.1,119000.0,1886705870.43,7.542553638,40.58279956,2762322513.24,2026-04-24,20260331
4400,002449,国星光电,1016289644.5,669881843.02,1073052217.88,5793873297.83,-4.767369224,679137287.22,,2022064105.25,-9.8231675257,34.9000401166,3771809192.58,2026-04-24,20260331
4401,002448,中原内配,413374667.07,1313171067.6,1116116257.61,6811011507.02,14.4758363814,690869908.78,,2386657782.14,24.5508494416,35.0411650264,4424353724.88,2026-04-24,20260331
4405,002394,联发股份,564577217.16,520887539.89,1060317502.23,5627988079.13,-8.4622109016,277647529.99,,1237278783.1,-35.3513873236,21.9843888385,4390709296.03,2026-04-24,20260331
4406,002393,力生制药,1490932379.71,297748921.12,224743331.99,5533055376.69,-4.2073574373,67111428.96,,893573317.86,-5.6257128964,16.1497266343,4639482058.83,2026-04-24,20260331
4407,002376,新北洋,788000950.83,723907749.38,1074593978.92,6108771478.12,8.903413731,543442986.56,,2016278975.92,38.7528527263,33.0062923968,4092492502.2,2026-04-24,20260331
4410,002322,理工能科,440153821.05,450772412.04,168911139.08,3143920820.02,-2.8081205576,127605783.22,,304481138.67,4.1319017362,9.6847584943,2839439681.35,2026-04-24,20260331
4413,002229,鸿博股份,322636746.03,263248132.02,100931569.51,2018972347.24,-22.5929867777,151077333.24,,859443387.29,-27.0182222445,42.5683585248,1159528959.95,2026-04-24,20260331
4414,002213,大为股份,114766556.81,17621232.63,391508001.06,947402110.76,25.4766289156,12835913.33,,395646481.08,114.7246379077,41.7611990291,551755629.68,2026-04-24,20260331
4416,002186,全聚德,95581808.26,72995534.58,78629151.31,1530808538.84,1.8508643877,128243040.66,7176470.85,642400322.39,2.1880691938,41.9647726081,888408216.45,2026-04-24,20260331
4417,002177,御银股份,15979692.38,133906.05,,1738414836.6,0.4031132991,2209766.67,2567296.97,22809741.85,-15.0517171986,1.3121000448,1715605094.75,2026-04-24,20260331
4418,002160,常铝股份,789222783.98,2054942494.82,2759065770.77,9563531207.07,10.1065438415,795172160.27,,5753547938.67,15.8910191574,60.161333864,3809983268.4,2026-04-24,20260331
4422,002116,中国海诚,2718236149.85,918315384.51,4567905.81,5921534935.51,-6.0298695898,1727655237.67,,3105939138.98,-16.2051423208,52.4515885291,2815595796.53,2026-04-24,20260331
4424,002040,南京港,313595161.46,173467153.03,3440281.14,5426765732.97,4.164405348,51191054.41,,1279739849.05,3.7091657566,23.5819991505,4147025883.92,2026-04-24,20260331
4425,002033,丽江股份,422289915.28,12525854.22,18483044.26,3107144652.96,2.8088383358,29547126.3,3103455.18,227480737.8,-28.9093658938,7.3212149162,2879663915.16,2026-04-24,20260331
4430,001395,亚联机械,177451535.44,29178797.39,539239162.15,2229852463.55,2.022203067,33368484.91,,983976090.41,-7.5278248,44.1274078216,1245876373.14,2026-04-24,20260331
4431,001388,信通电子,565481841.54,469177949.85,201385863.6,2021782552.64,36.4212959551,229056103.59,,573620374.87,-7.6366434405,28.3720113284,1448162177.77,2026-04-24,20260331
4432,001379,腾达科技,771844798.93,196448010.69,629598632.69,2461723247.01,10.1303557037,67765542.53,,929211110.26,23.867693092,37.7463677685,1532512136.75,2026-04-24,20260331
4435,001319,铭科精技,244628158.83,457639306.77,519193487.35,2355045879.09,38.5117445597,335512950.55,,834563124.21,127.5612245568,35.4372342221,1520482754.88,2026-04-24,20260331
4436,001317,三羊马,185097903.25,435270640.54,8322701.48,1746347453.96,-6.6244659427,177913319.8,1012785.56,718522118.08,-28.8671625631,41.1442818238,1027825335.88,2026-04-24,20260331
4440,001217,华尔泰,144797747.03,63956519.96,236079437.76,3331231873.59,-7.7764942348,305815362.31,37112.76,1149920121.4,-13.9195362286,34.5193659594,2181311752.19,2026-04-24,20260331
4441,001206,依依股份,312994773.42,298367927.81,180014195.23,2209402399.63,-3.5639883089,143814812.7,,344812930.76,-14.3428886672,15.6066152014,1864589468.87,2026-04-24,20260331
4449,000915,华特达因,2062838535.59,119284158.4,98074484.35,4953982627.22,-3.9339193144,22667964.9,3440216.82,393816887.85,-56.3868829651,7.9495007852,4560165739.37,2026-04-24,20260331
4450,000906,浙商中拓,7818386391.73,7800715520.43,24160296024.32,59410233273.87,18.6130092618,7236542922.75,,48485834816.93,19.6264786571,81.6119246552,10924398456.94,2026-04-24,20260331
4452,000852,石化机械,385503971.75,2628653872.0,4026377984.22,10485355328.13,-2.1762681041,3680238355.29,,7189230375.12,-3.4965712257,68.564489711,3296124953.01,2026-04-24,20260331
4454,000815,美利云,189059339.43,277950163.0,489710301.37,2223755460.99,-6.1352056964,44462978.47,,779950069.16,-22.4691437613,35.0735538526,1443805391.83,2026-04-24,20260331
4455,000812,陕西金叶,244594698.96,315296685.97,280990157.71,5219322426.13,0.1698453494,716205554.61,,3670806066.35,10.2372162617,70.3310845096,1548516359.78,2026-04-24,20260331
4457,000798,中水渔业,616031451.54,276658918.64,1769633475.51,5927611687.21,-2.1992482694,93758710.33,,4312350091.98,-4.3782193828,72.750212388,1615261595.23,2026-04-24,20260331
4460,000751,锌业股份,2071360809.35,233635021.21,4562972979.39,11037582184.36,18.7260830317,551301842.06,,7342524385.11,28.478067764,66.5229419131,3695057799.25,2026-04-24,20260331
4462,000721,西安饮食,46516142.04,54103651.46,36722642.93,1175804501.55,-13.1527262002,207919869.72,819970.35,1041897485.95,-3.2764897904,88.61145578,133907015.6,2026-04-24,20260331
4463,000717,中南股份,1083796215.57,73684595.41,1549021054.62,18881949462.54,-6.1069811965,3357377229.27,,12192457841.07,-1.1414624309,64.5720287794,6689491621.47,2026-04-24,20260331
4464,000701,厦门信达,2284420589.26,2130198336.78,2879164670.07,15591944810.22,-2.5957417358,610526169.87,1444262.83,12247733138.59,-3.8712316833,78.5516706714,3344211671.63,2026-04-24,20260331
4466,000601,韶能股份,811727489.41,2303759097.21,621386263.35,13328847048.73,1.5269703135,410906005.13,,8936223673.95,2.4073029631,67.0442360189,4392623374.78,2026-04-24,20260331
4468,000554,泰山石油,357964192.85,7974268.95,285474490.04,1644415260.85,-6.1545498436,175445771.66,,448629635.5,-31.5095384167,27.2820160565,1195785625.35,2026-04-24,20260331
4469,000530,冰山冷热,635003173.95,1671373793.45,1424354086.2,7341546188.1,-1.523161231,1683883366.36,,4106866671.82,-3.0050533264,55.9400781061,3234679516.28,2026-04-24,20260331
4472,000151,中成股份,992656694.45,132353215.79,98093338.3,2853093828.63,25.1387430625,847895282.3,220003.0,2104260293.05,3.8772252059,73.7536309509,748833535.58,2026-04-24,20260331
4479,688636,智明达,35225855.01,1005880178.28,278705370.95,2032725558.1,21.229779807,319475593.59,,616702339.67,9.4308253514,30.338691675,1416023218.43,2026-04-23,20260331
4480,688620,安凯微,342985333.65,155939801.74,228022596.26,1971961929.37,19.5621406734,62123657.63,411491.81,676686546.79,192.8184841162,34.3153960891,1295275382.58,2026-04-23,20260331
4485,688389,普门科技,1264817867.71,171161274.33,183319441.98,2525661144.85,-11.3459481489,100300582.71,,382716604.57,-48.5928731802,15.1531255628,2142944540.28,2026-04-23,20260331
4486,688381,帝奥微,181927060.58,43638155.46,243822351.95,2761990939.93,-3.4085698542,68348361.05,,250540064.92,45.9697741922,9.0709951759,2511450875.01,2026-04-23,20260331
4491,688255,凯尔达,245713804.06,124637455.77,136324165.67,1288925074.29,6.7596374312,92957858.51,,200401197.28,33.5971182095,15.5479322481,1088523877.01,2026-04-23,20260331
4495,688089,嘉必优,226853114.51,124617529.31,205727899.46,1920407810.41,10.4507661544,90506372.16,,324060982.23,150.973751529,16.8745919733,1596346828.18,2026-04-23,20260331
4500,688046,药康生物,415147269.66,425599216.78,86840183.99,2868038129.93,8.1884842417,71081683.56,,589153432.26,20.4706810505,20.5420362481,2278884697.67,2026-04-23,20260331
4505,605086,龙高股份,84405745.45,,25545009.7,1741190165.93,30.2271102532,4401261.83,,108648999.49,40.5521322546,6.2399272415,1632541166.44,2026-04-23,20260331
4507,603938,三孚股份,182771661.48,180381668.14,224101180.2,3488732234.08,10.1043764227,439895534.6,,946582976.4,32.8218341323,27.1325774777,2542149257.68,2026-04-23,20260331
4508,603901,永创智能,1106574461.96,634447309.49,3755133464.76,8456481709.9,3.2281476839,609988603.01,,5351060565.88,-4.746709986,63.2776224138,3105421144.02,2026-04-23,20260331
4510,603878,武进不锈,690508546.65,351689883.42,921578834.47,3944479792.21,-3.3901697338,178804533.24,,1335285923.04,-8.2134703544,33.852015814,2609193869.17,2026-04-23,20260331
4517,603626,科森科技,562227584.3,819639165.37,273837623.34,4831083094.45,-10.8497004261,734756291.53,,2553770630.65,-21.6362253141,52.8612441708,2277312463.8,2026-04-23,20260331
4519,603601,再升科技,406868248.83,478063112.21,157690475.13,3152812968.43,0.0631436718,143497818.11,,402514995.1,-55.0099708371,12.7668529383,2750297973.33,2026-04-23,20260331
4520,603590,康辰药业,357362222.51,271546025.98,58960915.31,4077176010.9,4.942067842,38771897.52,50000000.0,569409571.4,27.8123995108,13.9657834216,3507766439.5,2026-04-23,20260331
4522,603585,苏利股份,421067695.42,540688258.79,586179864.17,5652886773.32,2.0262822574,448228561.14,,2176024712.16,-5.9270560409,38.4940438296,3476862061.16,2026-04-23,20260331
4528,603390,通达电气,177318152.76,481501680.91,210994106.64,2043379509.72,11.3402180326,241904914.29,,330385989.1,45.3218701583,16.1686063469,1712993520.62,2026-04-23,20260331
4530,603330,天洋新材,164324824.27,232754064.3,112498021.28,1871172104.96,-26.9635653572,140447029.13,760608.32,545907416.43,-46.027365305,29.1746234878,1325264688.53,2026-04-23,20260331
4535,603275,众辰科技,585512989.09,382654849.57,222638573.71,3463223194.57,9.2708804263,247471645.14,,421811572.62,33.5805315675,12.1797397662,3041411621.95,2026-04-23,20260331
4544,603112,华翔股份,530568007.17,1150854668.98,1088904783.93,7001937249.61,11.220880581,946955105.27,,2201697920.98,-24.2508559806,31.4441252827,4800239328.63,2026-04-23,20260331
4566,600742,富维股份,7784125785.88,2523118489.88,486263682.33,22862280050.09,-1.7267782156,5425420538.01,1065890.29,12671085764.28,-3.5091492889,55.4235436558,10191194285.81,2026-04-23,20260331
4569,600661,昂立教育,316552994.44,30124679.28,10821281.42,1484378217.96,-5.4146240373,42988210.11,,1145844594.11,-19.0267002581,77.1935737298,338533623.85,2026-04-23,20260331
4571,600594,益佰制药,489897047.83,130008061.87,540242201.26,3398226206.82,-14.9359478936,82595022.99,,1156585283.57,-17.3997658399,34.0349703986,2241640923.25,2026-04-23,20260331
4577,600419,天润乳业,727838233.51,131339934.7,509959004.89,5824890906.59,0.6070064706,596572291.51,,3147809683.01,-2.6134158427,54.0406633101,2677081223.58,2026-04-23,20260331
4594,600106,重庆路桥,1195819821.48,673204.33,360696828.74,7057109568.43,-2.2540202547,1190777.41,,1738864434.13,-14.615349463,24.639895658,5318245134.3,2026-04-23,20260331
4601,301596,瑞迪智驱,452497018.95,182489423.08,170495273.64,1188772683.84,4.7890420384,95733333.25,,264234880.58,3.6637274461,22.2275363635,924537803.26,2026-04-23,20260331
4602,301595,太力科技,276667961.31,130782889.61,146120175.82,1290555061.78,69.2351475912,126289870.14,,371731620.45,50.7694861153,28.8040108833,918823441.33,2026-04-23,20260331
4604,301520,万邦医药,57996749.28,69783223.26,1322207.01,1600911584.67,1.5675333281,28313512.72,,85277201.81,8.5190232297,5.3267902254,1515634382.86,2026-04-23,20260331
4607,301488,豪恩汽电,730679204.94,452845597.72,557081650.16,2981092447.69,22.1651504444,815235303.04,,1490115128.58,48.4676904862,49.9855390172,1490977319.11,2026-04-23,20260331
4609,301360,荣旗科技,214650378.15,244521915.27,476354900.72,1753365128.64,21.8275500298,226472926.84,,558184829.63,100.5115098223,31.8350593674,1195180299.01,2026-04-23,20260331
4611,301315,威士顿,346140313.15,60122633.28,33066125.19,1197319367.23,9.7284192855,13494146.45,18318.51,103051900.46,89.1170404094,8.6068849532,1094267466.77,2026-04-23,20260331
4613,301302,华如科技,239547975.05,426595079.43,142926635.08,1755927272.85,-10.9498628941,78631716.48,,288811881.13,-1.2972964383,16.4478270596,1467115391.72,2026-04-23,20260331
4615,301292,海科新源,939999224.08,1644463151.93,271495460.83,8613341051.07,8.6784575961,1008436674.81,,5656736348.42,13.6114740268,65.6741247662,2956604702.65,2026-04-23,20260331
4616,301279,金道科技,215547714.4,171818747.58,174538118.49,1732944689.36,3.8571299777,220813707.47,1362360.4,356548629.46,5.5316951131,20.5747264554,1376396059.9,2026-04-23,20260331
4618,301258,富士莱,432650876.2,76072209.01,132501355.72,2054696404.71,-2.7392142415,67085740.2,,192890364.78,-4.6396216446,9.3877793497,1861806039.93,2026-04-23,20260331
4621,301229,纽泰格,224484158.7,390739619.32,247446375.07,1807349323.42,7.2325756945,260316719.61,6399.11,563125142.68,-17.3892588593,31.1575153393,1244224180.74,2026-04-23,20260331
4624,301211,亨迪药业,425282964.5,72078473.11,125837058.47,2400119309.54,-2.8907317974,59403054.7,,117630380.54,-21.9223598716,4.9010222147,2282488929.0,2026-04-23,20260331
4626,301188,力诺药包,467871566.01,249228573.93,481122068.45,2753347928.53,12.7686497367,222575855.82,,792984017.72,-8.390520866,28.800719644,1960363910.81,2026-04-23,20260331
4627,301173,毓恬冠佳,281004315.52,231395206.15,403484735.69,2466549796.46,-6.4694228148,710745084.98,93999.63,919212985.37,-26.2056641024,37.2671570097,1547336811.09,2026-04-23,20260331
4629,301138,华研精机,692448877.32,100222577.37,522015253.43,1768931571.55,6.8389212038,110849842.43,,608812174.67,17.4931758743,34.416943225,1160119396.88,2026-04-23,20260331
4630,301137,哈焊华通,185305528.02,478320598.91,446896692.51,2418431035.32,5.6877412938,159523242.08,420382.76,937918041.0,11.7863824622,38.7820875312,1480512994.32,2026-04-23,20260331
4631,301129,瑞纳智能,88922329.04,539476403.78,166691652.96,2102545352.54,4.6726590718,95616069.59,,281350611.59,-2.1215235348,13.3814289071,1821194740.95,2026-04-23,20260331
4636,301069,凯盛新材,526087172.44,164368065.25,92654612.21,2487891468.5,3.207643607,93220768.45,310381.04,183264688.91,-75.3577809143,7.3662654191,2304626779.59,2026-04-23,20260331
4637,301052,果麦文化,120978362.27,81544259.51,114502321.63,852812336.0,-8.3541709239,97499000.66,9800000.0,164930178.52,-24.2639419967,19.3395629446,687882157.48,2026-04-23,20260331
4638,301036,双乐股份,493098260.43,295360589.8,236278535.88,2653163951.35,43.2754166431,152496292.53,,951309399.85,374.8615090913,35.8556582742,1701854551.5,2026-04-23,20260331
4639,301032,新柴股份,335005103.49,642654179.34,456917370.56,2971857457.88,4.5650560045,799269520.21,,1691721728.46,2.5871887071,56.9247264526,1280135729.42,2026-04-23,20260331
4640,301008,宏昌科技,503945636.03,305828586.44,196483629.21,2208360027.67,4.7525208911,217875746.59,620188.0,695665573.36,-26.7514443106,31.5014564946,1512694454.31,2026-04-23,20260331
4643,300956,英力股份,139906264.96,748467058.34,556722185.87,3243917675.95,7.7338377298,618065311.14,198761.84,1881790076.47,16.0949703656,58.0097975489,1362127599.48,2026-04-23,20260331
4644,300951,博硕科技,343427170.29,598676127.77,158004903.56,2972349975.85,2.4033843438,318938282.89,,629612634.05,23.3084769849,21.1823183395,2342737341.8,2026-04-23,20260331
4645,300938,信测标准,216496892.13,405839556.65,51398884.83,2296448595.41,11.6154564246,100751409.79,,296426687.85,-39.1903703805,12.9080480374,2000021907.56,2026-04-23,20260331
4646,300936,中英科技,121585277.01,138755800.05,73806896.45,1137511998.32,2.3236052456,52464970.35,,134723687.85,34.5624756259,11.8437157629,1002788310.47,2026-04-23,20260331
4651,300895,铜牛信息,162546820.82,97043069.2,39539555.97,907998200.29,-7.5951835649,81213244.81,,140702119.27,0.780217742,15.4958588271,767296081.02,2026-04-23,20260331
4653,300873,海晨股份,1606124119.57,511094404.93,38612665.97,5509660687.86,13.0313209473,872743450.64,3975899.11,2027829310.12,32.2877743229,36.8049762953,3481831377.74,2026-04-23,20260331
4656,300852,四会富仕,466951726.7,509978245.81,335408410.19,2940380716.36,11.0663510363,521604084.68,,690983454.38,-31.5793714722,23.4997954699,2249397261.98,2026-04-23,20260331
4657,300847,中船汉光,688654829.5,152244871.08,248941125.74,1677156396.37,2.7648560309,113953264.39,,140669281.53,-19.3042450092,8.3873681569,1536487114.84,2026-04-23,20260331
4659,300824,北鼎股份,212335175.47,63834237.93,143482907.36,1011625261.35,-0.8226577364,68180678.6,,227415233.22,-19.4242669361,22.4801852928,784210028.13,2026-04-23,20260331
4665,300752,隆利科技,382096546.26,529770849.94,95119816.42,2277863125.38,13.0681945141,424571607.17,,1020508877.99,23.7375147215,44.8011501051,1257354247.39,2026-04-23,20260331
4667,300733,西菱动力,214350195.9,668978282.4,599588788.13,3329699598.44,3.4147600499,582020605.16,,1559388472.07,1.9758345679,46.8327074551,1770311126.37,2026-04-23,20260331
4669,300697,电工合金,539095376.77,937234554.76,618339330.76,2661991575.18,42.0961962983,151080418.17,185714.3,1343796132.7,97.3056382215,50.4808559587,1318195442.48,2026-04-23,20260331
4670,300691,联合光电,205458699.46,394121012.76,534768248.26,2995160210.96,-0.9863191094,359805064.41,,1380485918.45,-3.0399788751,46.0905534668,1614674292.51,2026-04-23,20260331
4671,300673,佩蒂股份,630207169.57,287334541.7,326464660.39,2887474935.01,-2.1347250924,117325322.14,4548532.45,987011338.56,2.3908639128,34.182507581,1900463596.45,2026-04-23,20260331
4672,300631,久吾高科,323800351.42,504123106.6,233984639.17,1952698153.43,-0.3739082924,206733297.15,,595936967.72,-13.3779849941,30.5186424575,1356761185.71,2026-04-23,20260331
4676,300603,立昂技术,215874701.79,617596324.4,182845694.73,2069452026.42,-1.5744412909,400580795.03,,808117652.29,22.160334475,39.0498374436,1261334374.13,2026-04-23,20260331
4679,300590,移为通信,455625209.41,332616702.28,355192535.49,2215064733.55,7.9786955275,232349070.93,,326639989.43,81.9437919634,14.7462954235,1888424744.12,2026-04-23,20260331
4680,300586,美联新材,167307577.72,302594697.89,340337112.35,4012968164.75,11.5684944106,334768206.7,,1785382282.5,38.3788149283,44.4903176203,2227585882.25,2026-04-23,20260331
4682,300569,天能重工,839123248.38,2248494112.42,2154017320.77,12484772903.95,5.8874217378,1241702489.83,,7078864935.82,9.7184436923,56.6999895816,5405907968.13,2026-04-23,20260331
4683,300559,佳发教育,485389839.96,75445229.57,108835946.98,1411685522.16,4.4578100405,43638152.4,,217408914.66,69.0144681991,15.4006619213,1194276607.5,2026-04-23,20260331
4687,300545,联得装备,488230010.08,730670654.73,615763805.98,2922200339.82,2.2213466106,289403754.73,,743714015.83,-15.0399149797,25.4504800953,2178486323.99,2026-04-23,20260331
4688,300532,今天国际,323800470.34,547666733.44,1390307216.48,5101987082.58,13.5801446498,630417426.91,,3257879499.55,19.2480042731,63.8551107013,1844107583.03,2026-04-23,20260331
4690,300514,友讯达,471815918.09,162562897.01,103934072.55,1454646199.63,3.4102835587,182580644.09,,435766447.5,22.2819533663,29.9568683856,1018879752.13,2026-04-23,20260331
4691,300507,苏奥传感,252501253.65,675925410.79,288746487.19,3774057294.57,-7.2949839234,436882801.3,,1242919365.96,-23.9444476768,32.9332405141,2531137928.61,2026-04-23,20260331
4692,300501,海顺新材,425022612.18,315982203.68,234563101.38,2917231649.15,-2.2932947152,127849999.24,,1269776471.31,11.7818244331,43.5267618079,1647455177.84,2026-04-23,20260331
4693,300490,华自科技,329297859.83,1615018438.56,1932561348.37,7025670198.28,5.0486322773,1599665928.14,147497.75,4825299249.03,10.554167334,68.6809814986,2200370949.25,2026-04-23,20260331
4697,300471,厚普股份,617436584.51,266487518.64,439534691.1,2733778679.26,21.7059634571,290917933.11,77188482.44,1123218714.14,6.8330654614,41.0866732798,1610559965.12,2026-04-23,20260331
4699,300466,赛摩智能,147081482.8,293446305.15,132081731.63,1075359870.53,-16.3157241525,102138095.7,,387134287.36,-36.2673299648,36.0004402219,688225583.17,2026-04-23,20260331
4701,300452,山河药辅,269504616.28,174276394.56,90361673.78,1757430726.28,10.4960729875,73158396.56,85875.0,635268144.5,11.8086498447,36.1475496587,1122162581.78,2026-04-23,20260331
4703,300414,中光防雷,257333429.72,210438426.35,144088971.84,1209094166.18,3.4137321143,122491942.29,,208306825.01,12.712283082,17.2283376131,1000787341.17,2026-04-23,20260331
4704,300407,凯发电气,1195407605.87,599544056.31,707144573.29,3675244091.4,13.0258094934,429948137.57,0.0,1778599754.7,26.0393018459,48.3940579311,1896644336.7,2026-04-23,20260331
4705,300402,宝色股份,499026922.92,1027520232.79,308563179.02,2544926095.6,3.1326823089,460834118.96,,1026735042.83,4.3261833338,40.34439525,1518191052.77,2026-04-23,20260331
4706,300388,节能国祯,760506863.39,3933855356.04,127976216.26,17381090086.49,2.5637895093,2187267580.23,,12254235842.24,1.2214829068,70.5032640718,5126854244.25,2026-04-23,20260331
4708,300386,飞天诚信,266480321.08,78374993.64,222569395.01,1575418770.15,-4.9891446586,60953328.99,35392.73,135238644.62,-18.366277627,8.5842981677,1440180125.53,2026-04-23,20260331
4712,300355,蒙草生态,1288699132.7,4472824032.03,434717776.82,15153240373.26,2.2947600072,1948976401.58,216000.0,10222079620.06,3.98306655,67.4580444068,4931160753.2,2026-04-23,20260331
4713,300349,金卡智能,921664080.3,1829947627.32,662300324.16,7461395839.41,5.7808033654,1190584533.34,,2933256482.82,13.8953806845,39.3124362512,4528139356.59,2026-04-23,20260331
4714,300342,天银机电,210749332.99,496831237.64,567554335.8,2166278217.11,0.5519940387,300016005.85,119364.92,582690072.64,3.7929415878,26.8982103978,1583588144.47,2026-04-23,20260331
4715,300328,宜安科技,239980285.88,521502821.69,426377839.85,3087516205.65,11.6711558763,745931932.87,,1930357444.04,23.9290722463,62.5213704306,1157158761.61,2026-04-23,20260331
4721,300314,戴维医疗,502956230.73,40393841.18,212492608.35,1450530952.51,4.6728267569,152129980.04,,208075380.18,7.3127922252,14.3447735341,1242455572.33,2026-04-23,20260331
4722,300310,宜通世纪,618521549.13,897067406.66,886645620.46,3397272207.02,12.1663122936,687911528.74,,1538310622.27,31.9121007,45.2807584594,1858961584.75,2026-04-23,20260331
4723,300306,远方信息,186134158.37,20942883.39,137495048.99,1608622463.82,-3.7400114354,9259681.21,7830478.24,81666606.62,-19.6728134619,5.0768038155,1526955857.2,2026-04-23,20260331
4726,300292,吴通控股,400451097.19,330274417.97,134989734.93,2536767201.77,4.2583893611,644380714.93,2370857.47,1067649385.2,5.9859939193,42.0870068194,1469117816.57,2026-04-23,20260331
4727,300286,安科瑞,522026635.68,204379929.85,146605617.95,2768782484.39,5.8925560013,116552185.97,,463814915.09,17.1126289693,16.7515836908,2304967569.3,2026-04-23,20260331
4728,300265,通光线缆,346667702.28,1175021542.86,383946851.71,3425725232.71,0.621572292,384527347.96,34664.0,1036478097.58,-8.6338531913,30.2557276831,2389247135.13,2026-04-23,20260331
4729,300263,隆华科技,909534745.39,1183666724.0,1177309564.03,7235491727.24,3.8036845937,549960112.55,,2962003626.35,-16.6751880991,40.9371434314,4273488100.89,2026-04-23,20260331
4732,300240,飞力达,808447889.73,1189413402.3,96142896.85,4129925817.18,5.0639055472,757239327.76,,2440564242.41,9.2914574507,59.0946266458,1689361574.77,2026-04-23,20260331
4735,300221,银禧科技,88228921.31,621281659.72,357032696.3,2433173955.0,6.7700975421,297655132.41,,893519939.96,0.7452350066,36.7224027745,1539654015.04,2026-04-23,20260331
4736,300210,森远股份,28755923.73,120454794.16,186122743.1,974133546.15,-5.548697028,116252787.51,,599529358.74,-3.0797741158,61.5448837697,374604187.41,2026-04-23,20260331
4738,300179,四方达,504611210.49,227004303.98,512891052.9,2354745554.18,7.0118933017,155650266.9,,895222697.94,30.6257563097,38.0178103044,1459522856.24,2026-04-23,20260331
4740,300160,秀强股份,468368558.91,355141532.8,248120881.96,3243796391.76,1.8732105782,134089513.75,,565091379.73,-1.360246697,17.4206797062,2678705012.03,2026-04-23,20260331
4741,300148,天舟文化,398326213.17,51881493.2,46271327.2,1496736234.96,3.2949202971,127897939.08,,317458949.72,-9.857241257,21.2100797926,1179277285.24,2026-04-23,20260331
4742,300143,盈康生命,1069726032.26,262407879.75,89032786.21,4173182126.41,17.6782018685,269656815.25,,1522878466.59,46.9359757459,36.4920202488,2650303659.82,2026-04-23,20260331
4745,300129,泰胜风能,1173656321.32,2217901666.94,1771121338.45,10806067267.49,16.3865430615,653978627.99,,4883610611.13,2.8430390574,45.1932279361,5922456656.36,2026-04-23,20260331
4747,300121,阳谷华泰,663219321.7,952040063.54,557126353.7,4637578801.79,-1.9063375653,239508274.3,,936687304.5,-16.1355554072,20.1977657854,3700891497.29,2026-04-23,20260331
4749,300112,万讯自控,105173376.34,367217574.28,214806756.96,1615421903.05,-2.4971282226,194579847.15,,580205714.37,6.6974864254,35.9166675451,1035216188.68,2026-04-23,20260331
4752,300099,尤洛卡,258431383.27,465808780.73,256838721.55,2638381771.59,-8.6705484042,75408580.79,313421.82,238252562.2,-52.090645527,9.0302534973,2400129209.39,2026-04-23,20260331
