序号,stock_code,stock_name,net_profit,net_profit_yoy,revenue,revenue_yoy,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,operating_profit,total_profit,announcement_date,report_date_param
1206,688268,华特气体,33876634.12,-23.7,384180269.57,13.7041673687,268174530.61,31816359.49,21330295.78,12249664.99,347053176.03,38851699.19,38960194.02,2026-04-29,20260331
1208,688246,嘉和美康,-14316325.11,17.87964111568,84780271.8,-16.2243833894,56833657.61,16197442.05,14785815.19,1999763.83,110875631.21,-20848758.14,-20898285.36,2026-04-29,20260331
1209,688244,永信至诚,-23469872.03,2.10418548667,31531718.6,4.8087666515,20708052.56,10278128.33,7035729.1,-227944.04,59530018.09,-23665299.27,-23669345.6,2026-04-29,20260331
1212,688226,威腾电气,6972784.03,-47.55,1080253856.33,23.6559930881,954116108.38,37632107.01,25385309.26,22011461.56,1068289210.3,15054861.07,14729205.54,2026-04-29,20260331
1213,688222,成都先导,41500202.49,46.72,160536111.43,50.4043018919,70087008.66,7619057.25,18213866.24,5048714.86,122099086.02,45585378.61,45590620.24,2026-04-29,20260331
1214,688210,统联精密,-19915865.78,-826.13,163717390.48,-5.8866033323,111595395.81,2927821.76,29916631.54,14845001.39,187117888.91,-27888792.77,-28343822.19,2026-04-29,20260331
1217,688191,智洋创新,-11178391.35,-0.532422944256,149168077.09,9.1127626035,101275337.89,19819499.21,15091827.21,1997537.7,171576782.68,-12698930.38,-13364371.71,2026-04-29,20260331
1222,688167,炬光科技,-13202615.84,58.683249968792,205385787.83,21.1547232977,116573367.08,11624657.62,34979242.05,4396626.63,213108998.95,-14125142.66,-14301327.92,2026-04-29,20260331
1223,688162,巨一科技,20746684.18,-21.67,1000269364.11,4.2395094044,835799278.0,20850290.9,48417312.94,5227964.01,982838544.89,23490289.13,22591250.56,2026-04-29,20260331
1225,688143,长盈通,5898749.88,-28.72,84799131.88,29.5365297927,45500600.17,4609097.6,17028120.26,1780503.34,82013985.29,6635359.34,6628620.81,2026-04-29,20260331
1227,688136,科兴制药,-17936565.06,-170.13,280525124.96,-20.6568758762,115997730.06,112836122.69,17609997.81,17482173.56,300163833.04,-25691090.37,-25834096.17,2026-04-29,20260331
1228,688135,利扬芯片,3418575.33,145.073374949986,166323732.02,27.8743611266,120758649.96,4516038.37,14897690.57,8367274.29,169334040.24,1213842.59,1717787.92,2026-04-29,20260331
1233,688108,赛诺医疗,24462815.54,723.85,139735742.82,38.5592319064,42179298.82,18094229.69,22734629.02,1127398.81,110756427.78,30283429.46,30284601.47,2026-04-29,20260331
1240,688095,福昕软件,11266467.0,293.147927055252,232339094.85,14.923515406,19299042.93,94924394.05,52395332.47,2167085.49,224650829.65,11376174.61,10874143.11,2026-04-29,20260331
1245,688049,炬芯科技,48700478.23,17.49,237519197.4,23.7391663995,120009306.99,4197342.75,10760307.03,-1402726.6,194865270.63,48702535.95,48700478.23,2026-04-29,20260331
1247,688039,当虹科技,-15213971.53,-27.963008003579,82751714.36,68.6354627581,53640184.99,12380942.22,10759072.44,2609390.12,105315029.78,-20912084.75,-20733362.87,2026-04-29,20260331
1249,688028,沃尔德,28348757.8,34.37,197564243.47,27.8868419558,106020258.73,20122407.44,19316357.87,2122989.61,164063502.58,32196932.7,32078458.86,2026-04-29,20260331
1253,605580,恒盛能源,48601808.91,14.67,313290067.99,39.7499695711,221165195.01,329767.49,8263672.49,3786690.88,240013565.89,67155656.7,67088388.42,2026-04-29,20260331
1254,605577,龙版传媒,123290900.05,13.44,537132957.1,7.2828985124,289279180.64,37301388.79,70566193.22,-6058112.79,397649339.29,122414375.78,123582564.9,2026-04-29,20260331
1255,605398,新炬网络,3134155.05,-42.61,122424777.08,1.4143417471,64077045.44,15533464.39,13108617.01,-1484744.89,118102956.77,3618283.79,3954847.31,2026-04-29,20260331
1256,605389,长龄液压,37694382.09,22.29,263664122.12,20.227999462,184298139.04,4196996.17,12278740.82,3697413.28,218082919.23,45584710.43,45516881.4,2026-04-29,20260331
1257,605388,均瑶健康,8664879.13,-20.56,430854496.61,7.3157637852,269274341.92,103097065.84,30270183.14,1080669.69,417206378.91,13240373.29,13324630.78,2026-04-29,20260331
1261,605298,必得科技,7725798.99,6.97,75360702.84,-5.2003434869,44087743.02,6617344.31,16311646.34,-679641.97,73142836.56,8492848.84,8571199.27,2026-04-29,20260331
1262,605277,新亚电子,44474345.69,-5.91,998427111.67,13.2524266609,857165770.91,17293491.1,29109066.03,12685895.34,942340898.32,59172071.34,59098039.64,2026-04-29,20260331
1263,605268,王力安防,28832500.61,21.16,537985298.77,8.8341284759,402753922.17,65334407.58,25497392.95,-2457877.65,515833781.44,34347985.07,35333238.61,2026-04-29,20260331
1266,605186,健麾信息,3412915.58,-0.39,76005362.32,-1.3714565977,50813023.32,9783092.88,12292302.13,630758.77,78767941.22,2789604.63,2789267.91,2026-04-29,20260331
1269,605167,利柏特,33500137.24,-6.6,480642842.04,-28.048942206,379736433.96,6979243.78,36250719.94,2987938.04,454505235.75,40072817.77,40069724.02,2026-04-29,20260331
1270,605133,嵘泰股份,44670673.09,-7.37,900194194.0,36.0149825327,692996629.99,15527661.88,71178535.92,18276539.6,847043564.93,63596651.71,64404445.08,2026-04-29,20260331
1273,605028,世茂能源,2998124.74,-91.03,76039073.47,-1.5962050961,33647593.61,142263.25,12304819.18,-109624.28,49915989.14,2831667.28,2802197.28,2026-04-29,20260331
1274,603990,麦迪科技,3846310.39,-83.7,61688659.14,-2.607048612,23316544.5,12202005.67,15758830.88,1231461.8,59872115.24,4437115.68,4434062.42,2026-04-29,20260331
1275,603985,恒润股份,65139986.82,117.9,1214292830.95,71.5994575314,1057917764.9,4097743.28,19396297.25,20581989.45,1121869544.14,95712697.66,95833546.66,2026-04-29,20260331
1276,603977,国泰集团,39930070.07,-7.32,498993070.05,3.2978622075,343081106.8,20413209.27,62260241.06,3501837.51,462249581.77,44590290.86,44415237.5,2026-04-29,20260331
1278,603933,睿能科技,34510158.19,163.18,695285117.16,30.4908233855,540898644.41,42204695.87,28993752.56,2556665.61,647659517.34,44559376.84,44616721.3,2026-04-29,20260331
1279,603928,兴业股份,31809608.93,144.41,415644176.22,14.0956409274,343197920.91,4428347.8,11698564.46,93273.25,376711147.17,38132584.69,37722636.18,2026-04-29,20260331
1288,603855,华荣股份,94349618.21,-18.72,678242914.58,-15.0047979247,268789765.46,219864603.66,43515652.28,6399479.9,582209474.97,113541154.64,112674547.86,2026-04-29,20260331
1294,603788,宁波高发,46920331.09,1.5,365056226.63,-5.5502234408,277998073.18,9073579.88,9966372.54,-138221.52,316907033.69,54928042.33,55329078.09,2026-04-29,20260331
1295,603779,威龙股份,-7499393.01,-186.050555079839,74959750.24,-26.1153342928,37092726.84,20755830.68,8991293.55,2858312.26,76430494.86,-1367545.98,-1237387.51,2026-04-29,20260331
1296,603777,来伊份,-14039355.24,-212.9,1036429398.81,-1.1243897799,766687024.94,168677734.14,110152199.13,6191464.11,1056943289.9,-11721714.39,-10837826.26,2026-04-29,20260331
1297,603757,大元泵业,11458972.49,-70.78,363614430.5,-4.2656971499,278725635.76,20641240.39,23488173.24,5626515.27,358206136.8,14146558.66,12654591.06,2026-04-29,20260331
1301,603701,德宏股份,8351991.83,77.01,286729751.95,52.4109665415,243815184.9,1763459.06,12925307.43,1551433.82,267863750.91,10451381.58,10550429.2,2026-04-29,20260331
1303,603683,晶华新材,25560580.99,36.03,530400901.63,21.0917572601,438555892.92,20991041.89,30459772.67,5593048.13,520792786.25,11947963.5,11988470.62,2026-04-29,20260331
1306,603660,苏州科达,-164098739.41,-136.296285868823,172669179.54,-39.5507547198,73308983.3,107953704.27,51601053.25,4868000.62,337246705.51,-165837230.16,-165637292.55,2026-04-29,20260331
1308,603615,茶花股份,5014680.16,439.522600641154,531056558.3,290.3240545096,483977209.19,13935074.91,14233934.17,4286726.01,521137345.92,6306817.99,6275599.31,2026-04-29,20260331
1309,603611,诺力股份,74683174.49,-39.14,1621778319.82,-0.7626086285,1220562285.38,82000536.49,97873877.42,47961165.79,1523504966.66,86916499.95,86274689.96,2026-04-29,20260331
1311,603587,地素时尚,100641879.49,21.84,508473086.83,6.1998286973,114622791.33,222531447.37,46661648.88,-27033708.71,384307269.49,130070593.59,130750078.15,2026-04-29,20260331
1313,603566,普莱柯,40734166.85,-23.01,249239758.73,-10.5447004256,112419949.32,49411913.64,21831682.13,274985.97,208581101.5,45032917.97,45024787.9,2026-04-29,20260331
1320,603489,八方股份,44752343.83,104.87,374517250.5,24.5219161473,272034739.32,8196747.92,24514863.47,1786786.41,325386120.25,52432480.24,52419574.17,2026-04-29,20260331
1322,603421,鼎信通讯,-93686673.08,32.395634446329,196784742.26,-13.4341604897,150205839.09,46508396.23,31327578.8,4914165.75,297365956.07,-92774313.38,-93508923.12,2026-04-29,20260331
1324,603373,安邦护卫,23304076.99,9.88,661499242.63,2.322261932,502220989.48,1881032.59,55034645.69,-220347.06,568026822.6,76606337.48,75939914.19,2026-04-29,20260331
1326,603367,辰欣药业,130745202.7,-8.92,850351441.43,-7.5909879636,357361545.27,196161391.41,67949242.63,-4568541.67,690429639.56,144246680.59,143854042.99,2026-04-29,20260331
1328,603348,文灿股份,-79775797.11,-2166.56,1311697785.0,3.2566998377,1214788699.33,6339822.55,63241091.78,26247839.47,1356407209.3,-80430931.07,-80334551.65,2026-04-29,20260331
1336,603313,梦百合,-38112648.15,-164.91,2250858020.85,10.1848280331,1381752662.88,601997555.75,134863279.29,104632182.21,2268548775.33,-29001183.99,-29340673.3,2026-04-29,20260331
1341,603289,泰瑞机器,5504265.19,-69.44,273961888.28,4.7283050453,190618827.38,26398534.18,14515630.09,18676952.86,268949144.71,3543621.91,3395310.06,2026-04-29,20260331
1342,603285,键邦股份,31779636.45,-13.25,161739669.12,4.3534319885,116414370.85,892534.93,4841847.62,1625344.47,126861275.47,36901979.23,36902574.3,2026-04-29,20260331
1346,603270,金帝股份,41840261.74,8.19,526926504.16,38.1555305144,377603902.79,7095613.86,52180173.65,13212891.28,484452392.73,43432044.33,43418482.08,2026-04-29,20260331
1350,603239,浙江仙通,49087042.22,-26.39,330496674.48,-3.6705533324,242035515.88,11444762.86,15082454.21,-92975.03,283611720.42,55840600.56,55761091.83,2026-04-29,20260331
1355,603213,镇洋发展,32674546.28,-1.22,604355418.08,3.1245555862,516926882.84,1157758.64,10176321.25,5472037.85,549192564.93,41575171.96,41639479.66,2026-04-29,20260331
1357,603200,上海洗霸,1859685.61,-81.08,111711724.21,8.6708789825,76470077.14,4590371.14,16316865.47,1527716.32,106852264.62,-1392613.47,-1692494.63,2026-04-29,20260331
1358,603187,海容冷链,104511799.17,0.38,836686739.65,-7.9598408065,588792457.14,46511709.06,29177245.97,17654857.33,713884603.71,119068907.06,118942725.38,2026-04-29,20260331
1362,603155,新亚强,33957085.16,10.08,201554094.13,18.624293318,155864463.93,470871.19,3896375.98,-1976436.32,165829076.2,39777236.49,39777236.49,2026-04-29,20260331
1363,603150,万朗磁塑,26863360.9,-28.53,2022709275.65,122.5290677012,1756247431.48,33030287.85,115924644.87,39331508.08,1988965891.87,42357179.36,37254490.03,2026-04-29,20260331
1364,603131,上海沪工,11768944.85,39.52,198929246.14,-4.2268711941,164003757.01,8586630.77,10824158.98,5863806.87,202928563.92,14199502.08,14556303.86,2026-04-29,20260331
1365,603126,中材节能,10688106.5,227.781901622847,1034507895.79,89.5742371914,907074793.87,10491521.14,63362644.54,6121612.22,1026586701.89,9389267.01,9391555.61,2026-04-29,20260331
1366,603124,江南新材,78161200.37,113.91,3164704097.47,39.7042852812,3027258381.55,3431096.06,11385612.45,14158428.21,3072104174.07,96269505.25,96564524.43,2026-04-29,20260331
1367,603109,神驰机电,23218562.06,-66.63,751531301.26,2.6619320188,575609221.6,43518079.05,42802813.02,14470017.96,710819206.63,33879581.32,34097197.71,2026-04-29,20260331
1371,603096,新经典,20638637.1,-15.75,132983721.8,-11.7823647195,64434651.28,30713819.65,13202728.64,-219261.83,109959527.5,26405165.59,26421869.48,2026-04-29,20260331
1373,603088,宁波精达,8023687.75,-77.94,164371444.48,-11.4016782424,99923574.06,20020744.7,13399188.9,1908836.58,151831935.58,11065655.47,10862462.88,2026-04-29,20260331
1374,603085,天成自控,25112438.25,20.04,780338756.42,44.7075493305,662965576.47,6571630.75,48229678.99,22071070.94,776176650.83,29238565.11,29261137.34,2026-04-29,20260331
1375,603076,乐惠国际,8206091.08,-8.19,321059803.61,55.7287660543,251881145.21,19175919.26,26474125.09,9141050.14,321100309.89,2395157.74,7215009.55,2026-04-29,20260331
1376,603069,海汽集团,-20824825.08,-6.7,151120571.15,-18.2379299727,133843029.5,665581.29,31737164.61,5123971.84,175648620.74,-20254365.85,-20124196.8,2026-04-29,20260331
1378,603067,振华股份,121617475.49,3.61,1194445597.06,17.1283362461,874833902.98,11182303.9,96904547.7,15368872.35,1051123806.3,148168376.85,145834135.8,2026-04-29,20260331
1379,603065,宿迁联盛,5439014.86,-30.1,322870803.49,5.9811786896,280736871.4,8984315.06,20279342.77,10285303.33,330128149.59,-6074856.77,-6125867.28,2026-04-29,20260331
1380,603050,科林电气,42389948.41,-41.7,866466122.61,-4.9725499413,705096269.01,64326236.86,27412996.26,2549806.28,847874708.93,46966676.97,48108848.54,2026-04-29,20260331
1382,603040,新坐标,66129069.02,-1.03,200750271.09,12.1568650206,94993116.75,1922978.36,19343927.06,86993.78,129300620.1,74216234.38,74231336.42,2026-04-29,20260331
1383,603036,如通股份,22109783.49,-19.92,94276731.15,-4.4002737215,52253321.46,3590080.06,5915991.98,33072.25,67224809.26,25613272.18,25519134.42,2026-04-29,20260331
1385,603031,安孚科技,133649773.58,87.78,1330529127.23,-3.4214592332,634515460.28,185754072.81,58476656.73,23154696.28,941308160.22,395678082.46,396303445.71,2026-04-29,20260331
1388,603020,爱普股份,33536670.0,2.39,626987946.89,3.1762688231,530126356.07,20706764.29,24115795.6,413229.38,585015689.68,49934913.49,49607822.02,2026-04-29,20260331
1390,603015,弘讯科技,6765576.87,-70.89,191134365.32,-11.2434658841,124344854.67,12528149.6,28290980.87,3357011.88,189512700.92,8549260.58,8477771.85,2026-04-29,20260331
1392,603011,合锻智能,-28684683.9,-488.03,404637021.56,-3.7128664748,288352869.88,32861365.84,38166718.11,7721421.44,418534480.25,-19447562.8,-22351090.11,2026-04-29,20260331
1395,603002,宏昌电子,468531.6,-92.74,989365489.51,76.8112977527,941170435.2,8715901.04,18520765.51,4025410.86,989593822.34,-415243.91,-402835.38,2026-04-29,20260331
1400,601929,吉视传媒,-100058884.76,2.83,527609124.89,5.7409181005,469851040.35,46112308.64,63790617.71,43081450.29,635331413.09,-99206054.67,-99487315.88,2026-04-29,20260331
1403,601886,江河集团,152708087.96,5.75,4528735845.18,7.7494724239,3830959424.59,68598929.41,280454104.45,56025338.86,4350924129.98,217753840.06,217812008.41,2026-04-29,20260331
1409,601686,友发集团,129155250.62,-2.63,10644712954.25,-6.6449295899,10334485171.79,38739690.85,94589235.86,13506441.05,10526495091.41,166160835.52,165757754.2,2026-04-29,20260331
1414,601599,浙文影业,17887633.78,-54.34,792602291.17,1.5255744391,665148922.69,29846213.48,36877088.35,5695258.54,753696901.78,22911473.69,23297421.88,2026-04-29,20260331
1418,601388,怡球资源,59968500.63,179.68,1874967791.62,4.5054897087,1712767848.04,3399629.15,57281456.62,9742478.5,1789327244.95,75495062.1,76077511.29,2026-04-29,20260331
1426,601226,华电科工,-52209611.48,36.63,1624124648.38,8.5005054126,1476645869.47,13524272.56,141189979.21,6914666.4,1676706957.09,-46924958.37,-46907635.89,2026-04-29,20260331
1435,601133,柏诚股份,31081136.65,-29.68,859697000.9,-17.0981386671,757012557.01,8817450.72,40977743.59,2606427.44,811675344.25,45045142.77,44804549.69,2026-04-29,20260331
1466,600851,海欣股份,28938734.24,-12.37,150422105.77,-25.6990611062,49194200.52,61843562.9,26272218.91,-118993.75,143845404.78,33472039.87,33980752.67,2026-04-29,20260331
1468,600838,上海九百,9863057.57,-20.04,23429980.07,1.4173759536,17635184.66,3157389.16,10318481.48,-113367.47,31565829.53,9859921.23,9863057.57,2026-04-29,20260331
1469,600817,宇通重工,44613523.34,-13.45,650875124.89,-7.9501151672,517777535.16,36491925.04,24646334.55,-977130.21,621291656.42,54741072.18,55067456.16,2026-04-29,20260331
1472,600796,钱江生化,36571721.74,19.89,318574807.84,-15.6837387771,225747984.79,2541427.25,24634549.64,11309855.21,275059427.39,46265520.38,46281173.22,2026-04-29,20260331
1474,600790,轻纺城,349283366.74,1079.78,221893916.2,3.9509377289,160192857.65,9111382.4,25590897.93,17742808.05,240096975.33,466933914.29,466922315.97,2026-04-29,20260331
1478,600758,辽宁能源,-115593453.11,-222.51,1078881968.77,-27.4099231597,1069012982.72,9620000.52,96528452.06,25145095.98,1240315828.03,-142155349.19,-156964903.04,2026-04-29,20260331
1481,600749,西藏旅游,-19998177.57,-119.221319370118,24408515.33,-4.3975031342,27823517.62,3369925.99,14778699.98,-571206.59,45494950.64,-20309269.35,-20317942.45,2026-04-29,20260331
1483,600738,丽尚国潮,61387086.33,4.31,176055015.61,-0.773896257,54506491.75,8444717.58,23051632.96,1485089.44,96690154.09,81878019.41,82069546.83,2026-04-29,20260331
1484,600736,苏州高新,215150839.76,46.48,1408440517.02,-11.2123997591,1242257982.39,79590338.66,67047018.76,182519294.95,1600471427.54,120206164.55,244834427.72,2026-04-29,20260331
1488,600724,宁波富达,60046863.18,3.61,299161853.46,-11.688594844,189171335.28,7906643.17,18605213.72,2731418.19,234584035.12,75376219.37,76458877.64,2026-04-29,20260331
1491,600714,金瑞矿业,-1082453.67,-107.08248030476,54475457.78,-37.0130509279,47396058.16,340410.92,8195170.29,-1353398.78,55628754.83,-308907.93,-305810.54,2026-04-29,20260331
1493,600708,光明地产,-234216509.21,-17.02,1106518925.95,-12.8859891151,1044790215.66,11004935.25,60421645.84,194384384.56,1320337805.38,-221033085.21,-225647570.88,2026-04-29,20260331
1495,600681,百川能源,112225177.89,7.57,1902161716.3,-7.8563535827,1656704402.77,10589576.1,32616247.75,14989266.83,1720115958.41,173277925.76,173121536.57,2026-04-29,20260331
1496,600679,上海凤凰,12095647.34,-60.58,641026578.8,-2.3902581057,537870066.66,21347477.75,35037111.56,8158628.2,614076645.3,32219821.65,19155702.11,2026-04-29,20260331
1497,600668,尖峰集团,-18320053.22,-103.15,536980862.82,-8.0737217234,444295674.09,38764100.37,44816607.47,7026944.89,556520895.33,-15582578.1,-16289082.85,2026-04-29,20260331
1502,600630,龙头股份,24746897.3,36.33,495494562.14,6.5805727595,346301994.37,106121675.51,12945039.55,-963383.98,473656878.39,30051732.29,30090729.18,2026-04-29,20260331
1504,600613,神奇制药,12884205.7,-14.07,422940454.91,-11.8739723676,232061558.04,124139222.1,23884145.33,675627.38,397839294.39,21105051.5,19406381.43,2026-04-29,20260331
1506,600605,汇通能源,8685823.71,-9.51,41196279.8,39.8755427885,21340661.91,694636.81,8501077.96,-2041720.19,29193591.09,15095265.7,15087704.46,2026-04-29,20260331
1510,600590,泰豪科技,49335703.32,42.02,961469051.29,0.5452797621,807973045.4,24535658.93,40230885.6,43340340.72,936627257.84,65134155.77,66330297.79,2026-04-29,20260331
1514,600560,金自天正,6342972.71,-14.46,128444315.01,19.5173607868,110973768.74,5003817.69,12991674.33,-5910318.53,130678367.84,9759014.14,9732514.14,2026-04-29,20260331
1517,600545,卓郎智能,-30092000.0,68.54900239342,788665000.0,23.02054021,718696000.0,53541000.0,68095000.0,-27799000.0,871837000.0,-93354000.0,-93451000.0,2026-04-29,20260331
1520,600530,交大昂立,-6306899.55,8.392109946906,68830001.81,-6.2417401238,47852190.27,6219354.59,15086578.41,2404488.56,73827422.46,-4219950.98,-4230739.68,2026-04-29,20260331
1522,600512,腾达建设,39756537.51,-32.29,799612363.61,14.3181441921,726455376.39,2060743.7,40524419.49,-1736888.84,807280183.63,56244106.87,55990153.46,2026-04-29,20260331
1523,600503,华丽家族,-5162942.57,-482.78,92140617.58,16.2786243786,72573400.2,5870842.4,17207227.57,-872803.12,98768622.4,-5772898.31,-5108588.07,2026-04-29,20260331
1526,600496,精工钢构,151384558.42,21.94,4844123650.84,0.5105905712,4274811834.46,45338012.42,177841212.51,27549062.84,4724357426.25,188168698.24,190874867.81,2026-04-29,20260331
1527,600495,晋西车轴,446220.15,-94.29,261919012.98,-29.7583764914,243799872.59,3876213.79,19984867.25,-970269.97,271485621.2,280599.47,470263.67,2026-04-29,20260331
1529,600479,千金药业,75003617.18,41.1,970265534.34,-3.4584131275,495553589.22,269910365.27,68488783.26,1568787.59,883983897.86,97400505.55,96556688.63,2026-04-29,20260331
1531,600468,百利电气,25531408.78,-20.15,567099927.67,14.4789428734,454485391.71,25424068.2,38755480.17,3612580.27,551362107.31,28149132.82,31905037.99,2026-04-29,20260331
1536,600439,瑞贝卡,3833067.88,-39.74,315654958.86,3.4380299944,184570630.49,61770661.6,16026613.39,33850761.26,311739576.92,4495742.84,4661858.6,2026-04-29,20260331
1542,600336,澳柯玛,37474797.61,-9.39,1865327484.69,-15.408961423,1584561233.61,146719952.16,41780800.96,15466365.72,1859606552.55,40012484.34,43479803.86,2026-04-29,20260331
1543,600327,大东方,18138429.51,-54.58,709421791.72,-22.9636812117,565089491.4,25805264.2,65039681.43,8305787.87,672236233.14,37299253.75,37158847.52,2026-04-29,20260331
1546,600283,钱江水利,37815534.21,-29.78,519081034.15,5.6365447783,306810445.22,37743760.89,60902321.14,19163326.67,443746714.87,69672779.13,69649496.48,2026-04-29,20260331
1547,600280,中央商场,-6992301.72,-471.36,515006209.33,-20.3923318572,231268430.52,51102046.84,133239090.06,64540085.74,499265235.74,17313252.82,8118529.58,2026-04-29,20260331
1548,600279,重庆港,929822.82,110.667107966796,970997410.08,-12.5187678977,853690938.94,4246411.99,56051739.57,19844489.77,939915282.54,33654290.12,33787379.38,2026-04-29,20260331
1549,600278,东方创业,35621221.33,-35.97,8049277016.41,-4.6758281967,7736083144.76,146936993.1,88915658.11,-5901541.05,7976272389.06,66171684.89,66016392.47,2026-04-29,20260331
1550,600262,北方股份,75238665.72,18.56,822105945.3,-6.6814566216,670898149.52,9564295.84,14259251.52,-581702.15,709521247.86,89560725.01,89328705.33,2026-04-29,20260331
1553,600255,鑫科材料,16460419.66,84.28,1212759013.7,18.4407164777,1111193537.59,3498690.0,20125557.4,13118795.9,1190350084.68,23595156.65,23605153.07,2026-04-29,20260331
1554,600249,两面针,-38276993.86,-170.13694730843,218733026.49,-8.853980967,181811643.32,23484620.93,18218290.19,-5835896.39,223120250.34,-50024966.4,-49941055.33,2026-04-29,20260331
1560,600207,安彩高科,-147921628.52,-37.972149371671,578198246.37,-42.8741525998,642987502.2,4025714.04,33275130.59,25481288.26,725453503.58,-172060416.09,-170764811.98,2026-04-29,20260331
1563,600189,泉阳泉,10042501.33,96.55,337804750.44,10.0194731807,212399609.29,52816509.07,25732284.28,8355130.23,308557053.18,33618945.76,33576763.04,2026-04-29,20260331
1567,600168,武汉控股,41295074.19,32.15,892300526.01,-12.6743123897,745613686.03,988935.14,21798012.34,72035520.56,867861060.4,41352311.26,47963522.63,2026-04-29,20260331
1572,600135,乐凯胶片,-23722647.03,17.042659902461,319324133.39,10.1197048896,274689123.17,12458521.09,28419218.19,379199.12,345401845.64,-22540827.11,-22442074.59,2026-04-29,20260331
1575,600101,明星电力,72891267.8,0.17,832169343.67,7.1041914867,735566881.57,2243895.47,20936311.72,-8811855.17,755457156.16,80376313.3,80391201.5,2026-04-29,20260331
1578,600088,中视传媒,676823.22,107.475595354578,109923001.52,24.1061765786,89923722.47,5642612.06,14597161.33,1234856.89,112145341.12,19001237.73,19003153.01,2026-04-29,20260331
1581,600073,光明肉业,49613465.66,-70.06,6169250521.93,0.2433681762,5668949304.35,228508587.53,227014790.11,-38517939.51,6109333107.22,76144038.11,74798782.62,2026-04-29,20260331
1601,301662,宏工科技,76044591.23,338.62,472012884.1,82.0519782595,338828713.83,17731225.98,21158171.49,2166107.01,410752002.47,91847377.32,91834240.02,2026-04-29,20260331
1604,301636,泽润新能,279514.43,-99.15,177668702.71,-17.9083982204,155793099.38,2388030.75,9747932.74,5491232.31,179570294.29,-1135059.34,-1135282.22,2026-04-29,20260331
1605,301633,港迪技术,-11958308.83,-130.33,78084071.93,28.4707170641,59281344.03,12389900.53,12290429.13,-4483.19,97314061.3,-16308980.94,-16296760.57,2026-04-29,20260331
1607,301618,长联科技,6262445.05,-61.45,147397391.71,8.5784686834,109169687.9,10763939.48,8412737.62,1473974.45,138708580.85,5720204.63,6017151.73,2026-04-29,20260331
1611,301590,优优绿能,-4663316.1,-107.6,221928028.73,-38.4480491067,169667834.43,14418152.37,8115828.2,3566428.82,235014041.63,-4709046.36,-4687515.48,2026-04-29,20260331
1613,301586,佳力奇,3749696.66,-65.93,68165305.16,-62.6133848396,53954144.74,2829560.84,7886007.66,-464845.43,73503032.47,6227894.61,4227894.61,2026-04-29,20260331
1614,301585,蓝宇股份,13688120.33,2.34,108760080.54,14.4338711161,75403012.17,5096663.84,6986567.84,2379054.85,94734210.21,15300259.57,15302830.04,2026-04-29,20260331
1615,301580,爱迪特,38255203.65,22.33,257451303.1,25.346281335,113355952.01,46831328.0,20123345.06,9223061.65,212453709.85,42751082.57,42645607.55,2026-04-29,20260331
1616,301568,思泰克,26434195.01,44.18,112421522.86,45.5563398038,55222251.74,13292858.02,5897716.15,-58446.31,84528803.11,30364102.78,30360751.44,2026-04-29,20260331
1618,301560,众捷汽车,-4206510.35,-120.65,263611875.17,5.1918002143,217508616.91,6299922.98,17928128.99,15856410.67,268721549.41,-5351140.15,-5335133.32,2026-04-29,20260331
1619,301558,三态股份,14245044.17,1.72,384198230.92,-4.633735587,244315662.99,83314187.84,12894446.15,7159594.12,366532848.4,14844302.01,14887913.21,2026-04-29,20260331
1624,301499,维科精密,13026896.76,8.48,236498433.3,4.4730548595,194708426.01,3527125.45,16244073.97,-581608.8,228495906.3,14202090.34,14283231.12,2026-04-29,20260331
1625,301486,致尚科技,-6071896.05,-125.74,265972110.22,-0.0601148613,200201371.48,20285519.39,30120663.63,6833024.82,274996556.71,-5785375.33,-5785572.85,2026-04-29,20260331
1626,301398,星源卓镁,-15651940.63,-192.4,112373884.4,27.2093469493,100452171.55,2837752.62,12254436.7,2383718.42,128618813.38,-20345776.84,-20344701.02,2026-04-29,20260331
1627,301396,宏景科技,30257426.78,39.75,376876895.56,7.0111353846,247874468.29,4455791.38,6753423.38,32727466.62,299160082.85,83542147.74,81783416.21,2026-04-29,20260331
1628,301391,卡莱特,7335893.33,132.8,130031195.78,23.1729883323,67978361.63,28819805.66,11141957.22,3890812.1,142102836.0,4339008.97,4419632.02,2026-04-29,20260331
1629,301383,天键股份,-34443669.24,-1089.91,398239113.41,-8.5944109451,353644170.22,4640490.62,27389548.8,10235674.87,437706813.95,-44632440.13,-44682772.91,2026-04-29,20260331
1630,301380,挖金客,11317784.76,-33.7,281112152.88,9.9251894729,243876880.2,5251962.79,6623820.02,2612542.09,266023601.51,14935564.6,14935567.83,2026-04-29,20260331
1632,301370,国科恒泰,1244026.72,113.9,1567772898.15,-9.8146549721,1422977450.83,76153743.55,44258481.43,7667661.48,1558382149.28,4247887.22,4500569.66,2026-04-29,20260331
1633,301365,矩阵股份,-15550183.82,-502.94,93034194.71,-14.5097757907,81793584.3,6023915.19,22049461.89,-6042429.59,111655938.15,-17710491.43,-17064249.19,2026-04-29,20260331
1640,301330,熵基科技,12645835.45,-57.08,450896341.86,8.995165704,214851854.59,112492019.19,36084998.88,11576889.9,424748800.66,31122302.54,29955108.11,2026-04-29,20260331
