stock_code,stock_name,total_share,float_share,total_market_value,float_market_value,industry,listing_date,source,download_date
300739,明阳电路,373455157.0,343158157.0,10165449373.54,9340765033.54,元件,20180201,stock_individual_info_em,20260608
300740,水羊股份,392229437.0,361304080.0,9009510167.89,8299154717.599999,化妆品,20180208,stock_individual_info_em,20260608
300797,钢研纳克,382728210.0,378491865.0,5117076167.7,5060436235.049999,专业服务,20191101,stock_individual_info_em,20260608
300802,矩子科技,284078255.0,194716799.0,6678679775.05,4577791944.490001,自动化设备,20191114,stock_individual_info_em,20260608
300812,易天股份,196107840.0,177939676.0,5261573347.2,4774121507.08,消费电子,20200109,stock_individual_info_em,20260608
300814,中富电路,191430132.0,191430132.0,29709956486.4,29709956486.4,元件,20210812,stock_individual_info_em,20260608
300815,玉禾田,398592000.0,390380320.0,7545346560.0,7389899457.599999,环境治理,20200123,stock_individual_info_em,20260608
300817,双飞集团,218298240.0,125261253.0,4162947436.8,2388732094.71,通用设备,20200218,stock_individual_info_em,20260608
300818,耐普矿机,219404385.0,142129310.0,4745716847.55,3074256975.3,通用设备,20200212,stock_individual_info_em,20260608
300819,聚杰微纤,149205000.0,134762250.0,9028394550.0,8154463747.5,纺织制造,20200312,stock_individual_info_em,20260608
300822,贝仕达克,311536200.0,288982037.0,4180815804.0,3878138936.54,消费电子,20200313,stock_individual_info_em,20260608
300824,北鼎股份,326341682.0,316510307.0,2649894457.84,2570063692.84,小家电,20200619,stock_individual_info_em,20260608
300825,阿尔特,494880481.0,484487900.0,7264845461.08,7112282372.0,汽车服务,20200327,stock_individual_info_em,20260608
300828,锐新科技,166422000.0,84369315.0,3117084060.0,1580237269.95,通用设备,20200421,stock_individual_info_em,20260608
300829,金丹科技,227275107.0,156743431.0,3822767299.74,2636424509.42,化学制品,20200422,stock_individual_info_em,20260608
300830,金现代,451640747.0,337084772.0,3992504203.48,2979829384.48,软件开发,20200506,stock_individual_info_em,20260608
300881,盛德鑫泰,110000000.0,57406250.0,4873000000.0,2543096875.0,特钢Ⅱ,20200901,stock_individual_info_em,20260608
300882,万胜智能,286201188.0,266327030.0,4355982081.360001,4053497396.6,电网设备,20200910,stock_individual_info_em,20260608
300884,狄耐克,253862820.0,191409886.0,2642711956.2,1992576913.26,计算机设备,20201112,stock_individual_info_em,20260608
300885,海昌新材,248151800.0,167017775.0,6538799930.0,4400918371.25,通用设备,20200910,stock_individual_info_em,20260608
300890,翔丰华,119579948.0,109298563.0,3903089502.72,3567505096.32,电池,20200917,stock_individual_info_em,20260608
300891,惠云钛业,400008347.0,333474272.0,2628054839.79,2190925967.04,化学原料,20200917,stock_individual_info_em,20260608
300892,品渥食品,100000000.0,64562500.0,2180000000.0,1407462500.0,饮料乳品,20200924,stock_individual_info_em,20260608
300893,松原安全,473001266.0,250865016.0,9436375256.7,5004757069.2,汽车零部件,20200924,stock_individual_info_em,20260608
300895,铜牛信息,140800657.0,138172254.0,7587747405.73,7446102768.06,IT服务Ⅱ,20200924,stock_individual_info_em,20260608
300897,山科智能,195846234.0,122256083.0,3476270653.5,2170045473.25,通用设备,20200928,stock_individual_info_em,20260608
300898,熊猫乳品,124000000.0,114730126.0,2471320000.0,2286571411.18,饮料乳品,20201016,stock_individual_info_em,20260608
300900,广联航空,327720334.0,256784959.0,10945859155.6,8576617630.599999,航空装备Ⅱ,20201029,stock_individual_info_em,20260608
300902,国安达,181803369.0,124795434.0,2607060311.46,1789566523.56,专用设备,20201029,stock_individual_info_em,20260608
300903,科翔股份,435386563.0,330687603.0,29253623167.97,22218900045.57,元件,20201105,stock_individual_info_em,20260608
300904,威力传动,72383232.0,21818598.0,3347724480.0,1009110157.5,风电设备,20230809,stock_individual_info_em,20260608
300905,宝丽迪,179015696.0,139646231.0,10563716220.96,8240524091.309999,化学纤维,20201105,stock_individual_info_em,20260608
300945,曼卡龙,262071629.0,238400257.0,3081962357.04,2803587022.32,饰品,20210210,stock_individual_info_em,20260608
300946,恒而达,156007800.0,75804300.0,7578858924.0,3682572894.0,通用设备,20210208,stock_individual_info_em,20260608
300947,德必集团,151137696.0,151077731.0,2149178037.12,2148325334.82,一般零售,20210210,stock_individual_info_em,20260608
300950,德固特,153644000.0,98048525.0,2648822559.9999995,1690356570.9999998,专用设备,20210303,stock_individual_info_em,20260608
300951,博硕科技,169400597.0,151394357.0,7445156238.150001,6653781990.150001,消费电子,20210226,stock_individual_info_em,20260608
300952,恒辉安防,241621504.0,148578225.0,5426818979.84,3337066933.5,服装家纺,20210311,stock_individual_info_em,20260608
300956,英力股份,215427660.0,210452396.0,2944896112.2,2876884253.32,消费电子,20210326,stock_individual_info_em,20260608
300959,线上线下,80367800.0,52328217.0,13817635854.0,8996790348.81,通信服务,20210322,stock_individual_info_em,20260608
300960,通业科技,144444265.0,130878265.0,2495996899.2000003,2261576419.2000003,轨交设备Ⅱ,20210329,stock_individual_info_em,20260608
300962,中金辐照,264001897.0,264001897.0,3421464585.1200004,3421464585.1200004,专业服务,20210409,stock_individual_info_em,20260608
300963,中洲特材,458640000.0,336392154.0,6292540800.0,4615300352.88,金属新材料,20210409,stock_individual_info_em,20260608
300964,本川智能,76328284.0,56009827.0,7668702693.48,5627307318.69,元件,20210805,stock_individual_info_em,20260608
300967,晓鸣股份,187574571.0,124796352.0,3391348243.68,2256318044.16,养殖业,20210413,stock_individual_info_em,20260608
300968,格林精密,413380000.0,413380000.0,4443835000.0,4443835000.0,消费电子,20210415,stock_individual_info_em,20260608
300969,恒帅股份,164119856.0,78275299.0,18594779684.8,8868591376.699999,汽车零部件,20210412,stock_individual_info_em,20260608
300973,立高食品,169340636.0,118564754.0,4250449963.6,2975975325.4,休闲食品,20210415,stock_individual_info_em,20260608
300975,商络电子,687005604.0,492073289.0,29829783325.68,21365822208.38,元件,20210421,stock_individual_info_em,20260608
301011,华立科技,154352959.0,146567359.0,2451124988.92,2327489660.92,文娱用品,20210617,stock_individual_info_em,20260608
301012,扬电科技,196960162.0,196960162.0,5514884536.0,5514884536.0,电网设备,20210622,stock_individual_info_em,20260608
301013,利和兴,233743056.0,189241638.0,11757275716.8,9518854391.4,专用设备,20210629,stock_individual_info_em,20260608
301016,雷尔伟,305760000.0,293174942.0,4470211200.0,4286217652.04,轨交设备Ⅱ,20210630,stock_individual_info_em,20260608
301017,漱玉平民,405607125.0,258695100.0,5544649398.75,3536362017.0,医药商业,20210705,stock_individual_info_em,20260608
301021,英诺激光,152869941.0,152700163.0,13710905008.29,13695677619.47,自动化设备,20210706,stock_individual_info_em,20260608
301023,奕帆传动,93320640.0,51764717.0,3065583024.0,1700470953.45,电机Ⅱ,20210707,stock_individual_info_em,20260608
301025,读客文化,400309400.0,277150740.0,3518719625.9999995,2436155004.6,出版,20210719,stock_individual_info_em,20260608
301026,浩通科技,221583581.0,160032801.0,4679845230.72,3379892757.1200004,小金属,20210716,stock_individual_info_em,20260608
301028,鼎熔岩,384049688.0,248324327.0,6586452149.2,4258762208.05,通用设备,20210720,stock_individual_info_em,20260608
301032,新柴股份,241133400.0,159872775.0,2551191372.0,1691453959.5,通用设备,20210722,stock_individual_info_em,20260608
301033,迈普医学,67049620.0,56353661.0,3069531603.6,2579870600.58,医疗器械,20210726,stock_individual_info_em,20260608
301036,双乐股份,100000000.0,70434135.0,2271000000.0,1599559205.85,化学制品,20210729,stock_individual_info_em,20260608
301038,深水规院,223080000.0,223080000.0,4483908000.0,4483908000.0,工程咨询服务Ⅱ,20210804,stock_individual_info_em,20260608
301041,金百泽,106680000.0,78971264.0,3311347200.0,2451268034.56,元件,20210811,stock_individual_info_em,20260608
301042,安联锐视,69723577.0,66490627.0,7277746967.259999,6940291646.259999,计算机设备,20210805,stock_individual_info_em,20260608
301048,金鹰重工,533333400.0,533333400.0,4837333938.0,4837333938.0,轨交设备Ⅱ,20210818,stock_individual_info_em,20260608
301051,信濠光电,284260838.0,225837116.0,4448682114.7,3534350865.4,消费电子,20210827,stock_individual_info_em,20260608
301052,果麦文化,98959339.0,80195919.0,2547213385.86,2064242955.06,出版,20210830,stock_individual_info_em,20260608
301058,中粮科工,512274245.0,512274245.0,4328717370.25,4328717370.25,工程咨询服务Ⅱ,20210909,stock_individual_info_em,20260608
301060,兰卫医学,400517000.0,360166407.0,3348322120.0,3010991162.52,医疗服务,20210913,stock_individual_info_em,20260608
301062,上海艾录,433292145.0,313243438.0,2708075906.25,1957771487.5,包装印刷,20210914,stock_individual_info_em,20260608
301111,粤万年青,160000000.0,160000000.0,4276800000.0,4276800000.0,中药Ⅱ,20211207,stock_individual_info_em,20260608
301116,益客食品,448979593.0,448976593.0,4233877561.99,4233849271.99,养殖业,20220118,stock_individual_info_em,20260608
301117,佳缘科技,180836068.0,115854985.0,4499201371.84,2882472026.8,计算机设备,20220117,stock_individual_info_em,20260608
301119,正强股份,104000000.0,84110000.0,3370639999.9999995,2726005099.9999995,汽车零部件,20211122,stock_individual_info_em,20260608
301120,新特电气,373125855.0,220198962.0,7488635909.85,4419393167.34,电网设备,20220419,stock_individual_info_em,20260608
301121,紫建电子,98826057.0,50591642.0,3676329320.4,1882009082.4,电池,20220808,stock_individual_info_em,20260608
301122,采纳股份,122245658.0,75640658.0,3133156214.54,1938670064.54,医疗器械,20220126,stock_individual_info_em,20260608
301123,奕东电子,234640000.0,165041636.0,22722537600.0,15982632030.24,消费电子,20220125,stock_individual_info_em,20260608
301128,强瑞技术,144817778.0,144817778.0,22228080745.22,22228080745.22,专用设备,20211110,stock_individual_info_em,20260608
301129,瑞纳智能,135897400.0,66282500.0,3287358106.0,1603373675.0,通用设备,20211102,stock_individual_info_em,20260608
301132,满坤科技,148086249.0,94734441.0,5566562099.910001,3561067637.1900005,元件,20220810,stock_individual_info_em,20260608
301135,瑞德智能,129788866.0,100984051.0,2268709377.68,1765201211.48,家电零部件Ⅱ,20220412,stock_individual_info_em,20260608
301136,招标股份,275204820.0,274897320.0,3478588924.8,3474702124.8,工程咨询服务Ⅱ,20220111,stock_individual_info_em,20260608
301137,哈焊华通,181813400.0,181813400.0,6599826419.999999,6599826419.999999,通用设备,20220322,stock_individual_info_em,20260608
301138,华研精机,120000000.0,68560140.0,3266400000.0,1866207010.8,专用设备,20211215,stock_individual_info_em,20260608
301141,中科磁业,124032605.0,44512605.0,5618677006.5,2016421006.5,金属新材料,20230403,stock_individual_info_em,20260608
301149,隆华新材,430000018.0,261181685.0,4601000192.599999,2794644029.5,化学制品,20211110,stock_individual_info_em,20260608
301150,中一科技,233233467.0,218901402.0,12711223951.5,11930126409.0,电池,20220421,stock_individual_info_em,20260608
301151,冠龙节能,169004100.0,168843805.0,3322620606.0,3319469206.3,通用设备,20220411,stock_individual_info_em,20260608
301152,天力锂能,118740007.0,70979207.0,2842635767.58,1699242215.5800002,电池,20220829,stock_individual_info_em,20260608
301202,朗威股份,136400000.0,37137500.0,4820376000.0,1312439250.0000002,通信设备,20230705,stock_individual_info_em,20260608
301209,联合化学,156800000.0,133956200.0,9190048000.0,7851172882.0,化学制品,20220825,stock_individual_info_em,20260608
301210,金杨精密,160460067.0,60849485.0,4654946543.67,1765243559.85,电池,20230630,stock_individual_info_em,20260608
301211,亨迪药业,417600000.0,417596400.0,3937968000.0,3937934052.0,化学制药,20211222,stock_individual_info_em,20260608
301213,观想科技,111999998.0,72395468.0,5392799903.7,3485841784.2,军工电子Ⅱ,20211206,stock_individual_info_em,20260608
301216,万凯新材,580198697.0,548332314.0,14145244232.86,13368341815.32,塑料,20220329,stock_individual_info_em,20260608
301220,亚香股份,112770840.0,77781008.0,3983066068.8,2747225202.56,化学制品,20220622,stock_individual_info_em,20260608
301221,光庭信息,129671220.0,87863586.0,4024994668.8,2727285709.44,汽车零部件,20211222,stock_individual_info_em,20260608
301225,恒勃股份,103380000.0,29882000.0,10067144400.0,2909909160.0,汽车零部件,20230616,stock_individual_info_em,20260608
301226,祥明智能,108800000.0,108800000.0,3643712000.0,3643712000.0,电机Ⅱ,20220325,stock_individual_info_em,20260608
301229,纽泰格,181780501.0,129280640.0,2550380429.03,1813807379.2,汽车零部件,20220222,stock_individual_info_em,20260608
301230,泓博医药,139586605.0,125615830.0,4441645771.1,3997095710.6,医疗服务,20221101,stock_individual_info_em,20260608
301239,普瑞眼科,149619048.0,142044048.0,4765366678.8,4524102928.8,医疗服务,20220705,stock_individual_info_em,20260608
301302,华如科技,155865000.0,138990000.0,4694653800.0,4186378800.0,军工电子Ⅱ,20220623,stock_individual_info_em,20260608
301305,朗坤科技,241960804.0,124295304.0,6627306421.56,3404448376.56,环境治理,20230523,stock_individual_info_em,20260608
301310,鑫宏业,190958816.0,60985924.0,6177517697.6,1972894641.4,汽车零部件,20230602,stock_individual_info_em,20260608
301311,昆船智能,240000000.0,240000000.0,3441600000.0,3441600000.0,通用设备,20221130,stock_individual_info_em,20260608
301312,智立方,169652856.0,84773871.0,13655358379.44,6823448876.79,自动化设备,20220711,stock_individual_info_em,20260608
301313,凡拓数创,103453400.0,78553515.0,6103750600.0,4634657385.0,数字媒体,20220930,stock_individual_info_em,20260608
301315,威士顿,88000000.0,37000000.0,3556960000.0,1495540000.0,软件开发,20230621,stock_individual_info_em,20260608
301318,维海德,135298885.0,93181195.0,2865630384.3,1973577710.1,计算机设备,20220810,stock_individual_info_em,20260608
301319,唯特偶,181841146.0,136903579.0,25672332992.280003,19328047283.22,电子化学品Ⅱ,20220929,stock_individual_info_em,20260608
301320,豪江智能,182010000.0,68209175.0,2653705800.0,994489771.5,自动化设备,20230609,stock_individual_info_em,20260608
301322,绿通科技,142655878.0,96212680.0,7185576574.86,4846232691.599999,摩托车及其他,20230306,stock_individual_info_em,20260608
301323,新莱福,105588690.0,67566963.0,8130329130.0,5202656151.0,金属新材料,20230606,stock_individual_info_em,20260608
301326,捷邦科技,72709728.0,72074913.0,9495890476.8,9412983637.8,消费电子,20220921,stock_individual_info_em,20260608
301328,维峰电子,159345711.0,115164063.0,8450103054.33,6107150260.89,其他电子Ⅱ,20220908,stock_individual_info_em,20260608
301329,信音电子,170200000.0,59944000.0,4445624000.0,1565737280.0,消费电子,20230717,stock_individual_info_em,20260608
301330,熵基科技,235351550.0,194321561.0,6298007478.0,5200044972.360001,计算机设备,20220817,stock_individual_info_em,20260608
301331,恩威医药,102891887.0,102637210.0,2300662593.32,2294968015.6,中药Ⅱ,20220921,stock_individual_info_em,20260608
301380,挖金客,101392433.0,80738613.0,3029605898.04,2412469756.44,通信服务,20221025,stock_individual_info_em,20260608
301382,蜂助手,285593903.0,236356958.0,10612669435.48,8783024559.279999,通信服务,20230517,stock_individual_info_em,20260608
301383,天键股份,163363200.0,70614250.0,4371599232.0,1889637330.0,消费电子,20230609,stock_individual_info_em,20260608
301387,光大同创,106747204.0,42684324.0,10555163531.52,4220625957.12,消费电子,20230418,stock_individual_info_em,20260608
301388,欣灵电气,102447600.0,72683036.0,2677980264.0,1899934561.04,电网设备,20221109,stock_individual_info_em,20260608
301389,隆扬电子,283500000.0,283500000.0,21908880000.0,21908880000.0,消费电子,20221031,stock_individual_info_em,20260608
301391,卡莱特,95014811.0,92835621.0,5573568813.259999,5445737527.86,计算机设备,20221201,stock_individual_info_em,20260608
301393,昊帆生物,108000000.0,42104775.0,5336280000.0,2080396932.75,生物制品,20230712,stock_individual_info_em,20260608
301396,宏景科技,214924565.0,141507006.0,33897902391.8,22318484986.32,IT服务Ⅱ,20221111,stock_individual_info_em,20260608
301397,溯联股份,155662898.0,70644198.0,4492431236.28,2038791554.28,汽车零部件,20230628,stock_individual_info_em,20260608
301398,星源卓镁,112000000.0,37219000.0,4244800000.0,1410600100.0,汽车零部件,20221215,stock_individual_info_em,20260608
301399,英特科技,185020000.0,54683586.0,3260052400.0,963524785.32,通用设备,20230523,stock_individual_info_em,20260608
301408,华人健康,400010000.0,228959403.0,6180154500.0,3537422776.35,医药商业,20230301,stock_individual_info_em,20260608
301413,安培龙,127922580.0,76374829.0,11620487167.2,6937889466.360001,通用设备,20231218,stock_individual_info_em,20260608
301419,阿莱德,150000000.0,99158250.0,6160500000.0,4072429327.5,通信设备,20230209,stock_individual_info_em,20260608
301421,波长光电,115718000.0,46308485.0,10136896800.0,4056623286.0,光学光电子,20230823,stock_individual_info_em,20260608
301428,世纪恒通,98666667.0,70381055.0,3272773344.3900003,2334539594.35,通信服务,20230519,stock_individual_info_em,20260608
301439,泓淋电力,389101809.0,183246924.0,6972704417.280001,3283784878.0800004,电网设备,20230317,stock_individual_info_em,20260608
301456,盘古智能,152089325.0,60851088.0,3856985282.0,1543183591.68,风电设备,20230714,stock_individual_info_em,20260608
301459,丰茂股份,104121820.0,26098991.0,3421443005.2,857612844.26,橡胶,20231213,stock_individual_info_em,20260608
301548,崇德科技,87000000.0,26234982.0,6276180000.0,1892591601.48,通用设备,20230920,stock_individual_info_em,20260608
301552,科力装备,123760000.0,30940000.0,3105138400.0,776284600.0,汽车零部件,20240722,stock_individual_info_em,20260608
301557,常友科技,62031019.0,24870977.0,4861991269.219999,1949387177.26,风电设备,20250304,stock_individual_info_em,20260608
301558,三态股份,788851223.0,219481852.0,5174864022.88,1439800949.12,互联网电商,20230928,stock_individual_info_em,20260608
301559,中集环科,600000000.0,90000000.0,7950000000.0,1192500000.0,通用设备,20231011,stock_individual_info_em,20260608
301560,众捷汽车,121600000.0,61060000.0,3547072000.0,1781120200.0,汽车零部件,20250425,stock_individual_info_em,20260608
301566,达利凯普,400010000.0,211086774.0,12984324600.0,6851876684.04,元件,20231229,stock_individual_info_em,20260608
301567,贝隆精密,72000000.0,21239850.0,2842560000.0,838549277.9999999,消费电子,20240116,stock_individual_info_em,20260608
301568,思泰克,103258400.0,47599360.0,8694357280.0,4007866112.0,自动化设备,20231128,stock_individual_info_em,20260608
301577,美信科技,45029500.0,18841155.0,4375966810.0,1830983442.9,通信设备,20240124,stock_individual_info_em,20260608
301578,辰奕智能,105931008.0,30120870.0,2383447680.0,677719575.0,黑色家电,20231228,stock_individual_info_em,20260608
301580,爱迪特,106564537.0,72001092.0,5567997058.25,3762057057.0,医疗器械,20240626,stock_individual_info_em,20260608
301581,黄山谷捷,80000000.0,42294500.0,3645600000.0,1927360365.0,汽车零部件,20250103,stock_individual_info_em,20260608
301585,蓝宇股份,104000000.0,68108931.0,2574000000.0,1685696042.25,化学制品,20241220,stock_individual_info_em,20260608
301586,佳力奇,82975503.0,52911070.0,2881739219.19,1837601461.1,航空装备Ⅱ,20240828,stock_individual_info_em,20260608
301587,中瑞股份,147328040.0,73453040.0,3456315818.4,1723208318.4,电池,20240408,stock_individual_info_em,20260608
301590,优优绿能,42053128.0,17409000.0,6830689581.04,2827743870.0,其他电源设备Ⅱ,20250605,stock_individual_info_em,20260608
301591,肯特股份,109356000.0,44694748.0,4692465960.0,1917851636.68,塑料,20240228,stock_individual_info_em,20260608
301595,太力科技,108280000.0,40832500.0,4450308000.0,1678215750.0,家居用品,20250519,stock_individual_info_em,20260608
301596,瑞迪智驱,77165300.0,31316613.0,6137727962.000001,2490923398.02,通用设备,20240513,stock_individual_info_em,20260608
600052,东望时代,844194741.0,844194741.0,3191056120.98,3191056120.98,电力,19970415,stock_individual_info_em,20260608
600054,黄山旅游,729379440.0,513300000.0,7767891036.0,5466645000.0,旅游及景区,19970506,stock_individual_info_em,20260608
600067,冠城新材,1391668739.0,1391668739.0,3980172593.54,3980172593.54,电网设备,19970508,stock_individual_info_em,20260608
600071,凤凰光学,281573889.0,281573889.0,4789571851.89,4789571851.89,光学光电子,19970528,stock_individual_info_em,20260608
600088,中视传媒,397706400.0,397706400.0,5536073088.0,5536073088.0,影视院线,19970616,stock_individual_info_em,20260608
600101,明星电力,547862471.0,547862471.0,5314265968.7,5314265968.7,电力,19970627,stock_individual_info_em,20260608
600103,青山纸业,2240826747.0,2212329047.0,8066976289.2,7964384569.2,造纸,19970703,stock_individual_info_em,20260608
600106,重庆路桥,1329025062.0,1329025062.0,6645125310.0,6645125310.0,铁路公路,19970618,stock_individual_info_em,20260608
600108,亚盛集团,1946915121.0,1946915121.0,6346943294.46,6346943294.46,种植业,19970818,stock_individual_info_em,20260608
600121,郑州煤电,1218412038.0,1218412038.0,6323558477.22,6323558477.22,煤炭开采,19980107,stock_individual_info_em,20260608
600127,金健米业,641783218.0,641783218.0,3792938818.38,3792938818.38,农产品加工,19980506,stock_individual_info_em,20260608
600135,乐凯胶片,553307099.0,553307099.0,4686511128.530001,4686511128.530001,塑料,19980122,stock_individual_info_em,20260608
600138,中青旅,723840000.0,723840000.0,5385369600.0,5385369600.0,旅游及景区,19971203,stock_individual_info_em,20260608
600152,维科技术,529079375.0,529079375.0,5735220425.0,5735220425.0,电池,19980609,stock_individual_info_em,20260608
600162,香江控股,3268438122.0,3268438122.0,10851214565.04,10851214565.04,房地产开发,19980609,stock_individual_info_em,20260608
600168,武汉控股,993397569.0,993397569.0,4390817254.98,4390817254.98,环境治理,19980427,stock_individual_info_em,20260608
600173,卧龙新能,700506244.0,700416244.0,4714407022.12,4713801322.12,房地产开发,19990415,stock_individual_info_em,20260608
600178,东安动力,466476161.0,466476161.0,4016359746.21,4016359746.21,汽车零部件,19981014,stock_individual_info_em,20260608
600184,光电股份,582727468.0,582727468.0,14754659489.76,14754659489.76,地面兵装Ⅱ,20031106,stock_individual_info_em,20260608
600278,东方创业,860518657.0,860518657.0,5309400113.69,5309400113.69,贸易Ⅱ,20000712,stock_individual_info_em,20260608
600279,重庆港,1186866283.0,1186866283.0,6492158568.009999,6492158568.009999,航运港口,20000731,stock_individual_info_em,20260608
600280,中央商场,1128334788.0,1128334788.0,4219972107.12,4219972107.12,一般零售,20000926,stock_individual_info_em,20260608
600283,钱江水利,560824898.0,544167189.0,4688496147.28,4549237700.04,环境治理,20001018,stock_individual_info_em,20260608
600284,浦东建设,970256000.0,970256000.0,5268490080.0,5268490080.0,基础建设,20040316,stock_individual_info_em,20260608
600288,大恒科技,436800000.0,436800000.0,5591040000.0,5591040000.0,软件开发,20001129,stock_individual_info_em,20260608
600293,三峡新材,1160145046.0,1160145046.0,4721790337.22,4721790337.22,玻璃玻纤,20000919,stock_individual_info_em,20260608
600300,维维股份,1617142180.0,1617142180.0,4964626492.599999,4964626492.599999,饮料乳品,20000630,stock_individual_info_em,20260608
600310,广西能源,1465710722.0,1465710722.0,7621695754.400001,7621695754.400001,电力,20010228,stock_individual_info_em,20260608
600313,农发种业,1161373969.0,1082198663.0,6945016334.620001,6471548004.740001,种植业,20010119,stock_individual_info_em,20260608
600318,新力金融,512727632.0,512727632.0,3230184081.6,3230184081.6,多元金融,20001208,stock_individual_info_em,20260608
600327,大东方,884779518.0,884779518.0,3132119493.7200003,3132119493.7200003,一般零售,20020625,stock_individual_info_em,20260608
600336,澳柯玛,798014769.0,798014769.0,5633984269.139999,5633984269.139999,白色家电,20001229,stock_individual_info_em,20260608
600345,长江通信,329612132.0,211559297.0,17736428822.920002,11384005771.57,通信设备,20001222,stock_individual_info_em,20260608
600351,亚宝药业,692000046.0,692000046.0,4172760277.38,4172760277.38,中药Ⅱ,20020926,stock_individual_info_em,20260608
600354,敦煌种业,527802080.0,527802080.0,2770960920.0,2770960920.0,种植业,20040115,stock_individual_info_em,20260608
600359,新农开发,381512820.0,381512820.0,2403530766.0,2403530766.0,种植业,19990429,stock_individual_info_em,20260608
600367,红星发展,341130902.0,321973182.0,17738806904.0,16742605464.0,化学原料,20010320,stock_individual_info_em,20260608
600368,五洲交通,1609653858.0,1609653858.0,6164974276.14,6164974276.14,铁路公路,20001221,stock_individual_info_em,20260608
600477,杭萧钢构,2358968436.0,2358968436.0,6086138564.88,6086138564.88,专业工程,20031110,stock_individual_info_em,20260608
600479,千金药业,492210016.0,418507117.0,4897489659.2,4164145814.15,中药Ⅱ,20040312,stock_individual_info_em,20260608
600495,晋西车轴,1208190886.0,1208190886.0,4615289184.52,4615289184.52,轨交设备Ⅱ,20040526,stock_individual_info_em,20260608
600496,精工钢构,1990125173.0,1990125173.0,7900796936.81,7900796936.81,专业工程,20020605,stock_individual_info_em,20260608
600501,航天晨光,427824200.0,427824200.0,7546818888.0,7546818888.0,专用设备,20010615,stock_individual_info_em,20260608
600503,华丽家族,1602290000.0,1602290000.0,4422320400.0,4422320400.0,房地产开发,20020709,stock_individual_info_em,20260608
600505,西昌电力,364567500.0,364567500.0,5439347100.0,5439347100.0,电力,20020530,stock_individual_info_em,20260608
600506,统一股份,249624614.0,249624614.0,4068881208.2,4068881208.2,炼化及贸易,20011226,stock_individual_info_em,20260608
600510,黑牡丹,1032025457.0,1032025457.0,8142680855.73,8142680855.73,房地产开发,20020618,stock_individual_info_em,20260608
600512,腾达建设,1593810979.0,1587405163.0,3331064946.11,3317676790.67,基础建设,20021226,stock_individual_info_em,20260608
600513,联环药业,285456270.0,285456270.0,4630100699.4,4630100699.4,化学制药,20030319,stock_individual_info_em,20260608
600520,三佳科技,158430000.0,158430000.0,4432871400.0,4432871400.0,专用设备,20020108,stock_individual_info_em,20260608
600523,贵航股份,404311320.0,404044620.0,4520200557.599999,4517218851.599999,汽车零部件,20011227,stock_individual_info_em,20260608
600592,龙溪股份,399553571.0,399553571.0,8039017848.52,8039017848.52,通用设备,20020805,stock_individual_info_em,20260608
600594,益佰制药,791927400.0,791927400.0,2637118242.0,2637118242.0,中药Ⅱ,20040323,stock_individual_info_em,20260608
600605,汇通能源,206282429.0,206282429.0,5955373725.2300005,5955373725.2300005,一般零售,19920327,stock_individual_info_em,20260608
600609,金杯汽车,1304558558.0,1304558558.0,4474635853.940001,4474635853.940001,汽车零部件,19920724,stock_individual_info_em,20260608
600610,中毅达,1071274605.0,708726705.0,7852442854.65,5194966747.65,化学原料,19920805,stock_individual_info_em,20260608
600613,神奇制药,534071628.0,479319978.0,2611610260.92,2343874692.42,化学制药,19920820,stock_individual_info_em,20260608
600616,金枫酒业,669004950.0,669004950.0,2843271037.5,2843271037.5,非白酒,19920929,stock_individual_info_em,20260608
600617,国新能源,1929191776.0,1775542689.0,6192705600.96,5699492031.69,燃气Ⅱ,19921013,stock_individual_info_em,20260608
600620,天宸股份,686677113.0,686677113.0,3090047008.5,3090047008.5,综合Ⅱ,19921117,stock_individual_info_em,20260608
600622,光大嘉宝,1499685402.0,1499685402.0,3644235526.86,3644235526.86,房地产开发,19921203,stock_individual_info_em,20260608
600626,申达股份,1320744667.0,1107978710.0,4516946761.14,3789287188.2,汽车零部件,19930107,stock_individual_info_em,20260608
600628,新世界,646875384.0,646875384.0,3965346103.92,3965346103.92,一般零售,19930119,stock_individual_info_em,20260608
600630,龙头股份,424861597.0,424861597.0,3598577726.59,3598577726.59,服装家纺,19930209,stock_individual_info_em,20260608
600638,新黄浦,673396786.0,673396786.0,3488195351.48,3488195351.48,房地产开发,19930326,stock_individual_info_em,20260608
600644,乐山电力,578320818.0,578320818.0,6384661830.719999,6384661830.719999,电力,19930426,stock_individual_info_em,20260608
600650,锦江在线,551610107.0,390560075.0,5681584102.1,4022768772.500001,铁路公路,19930607,stock_individual_info_em,20260608
600722,金牛化工,680319676.0,680319676.0,6912047908.16,6912047908.16,化学原料,19960626,stock_individual_info_em,20260608
600724,宁波富达,1445241071.0,1444942664.0,9307352497.24,9305430756.16,房地产服务,19960716,stock_individual_info_em,20260608
600736,苏州高新,1151292907.0,1151292907.0,8784364880.41,8784364880.41,房地产开发,19960815,stock_individual_info_em,20260608
600738,丽尚国潮,761335236.0,760666196.0,3136701172.32,3133944727.52,一般零售,19960802,stock_individual_info_em,20260608
600742,富维股份,743057880.0,743057880.0,5714115097.200001,5714115097.200001,汽车零部件,19960826,stock_individual_info_em,20260608
600749,西藏旅游,226965517.0,226965517.0,3356819996.43,3356819996.43,旅游及景区,19961015,stock_individual_info_em,20260608
