序号,stock_code,stock_name,net_cash_flow,净现金流-同比增长,operating_cash_flow,经营性现金流-净现金流占比,investing_cash_flow,投资性现金流-净现金流占比,financing_cash_flow,融资性现金流-净现金流占比,announcement_date,report_date_param
2871,300320,海达股份,48167691.08,-56.2088702833,172058306.57,357.2068801974,-89129852.88,-185.0407417951,-33693627.25,-69.9506795832,2026-04-28,20260331
2872,300318,博晖创新,29837462.41,-85.3617958926,-38196533.1,-128.0153539035,7984467.44,26.759874316,60231293.42,201.864664603,2026-04-28,20260331
2873,300317,珈伟新能,1326516.54,100.7560433471,23809795.36,1794.9113065714,-9045429.38,-681.8934485355,-11489214.96,-866.1192388902,2026-04-28,20260331
2877,300302,同有科技,1224436.99,103.1752646615,-73208247.12,-5978.9313552182,-14005550.53,-1143.8359543516,88543096.37,7231.3313868442,2026-04-28,20260331
2880,300293,蓝英装备,13818790.06,233.1469144836,5004280.9,36.2135966917,-2685864.81,-19.4363240077,13275823.37,96.0708087492,2026-04-28,20260331
2882,300288,朗玛信息,-6805991.6,-127.4383646338,-8310048.7,-122.0990149327,2985523.77,43.8661101198,-1481466.67,-21.7670951871,2026-04-28,20260331
2894,300252,金信诺,20657080.55,-57.1303564001,7774862.79,37.637761886,-28659092.36,-138.737380099,45585004.23,220.6749599473,2026-04-28,20260331
2895,300247,融捷健康,74357255.42,2.2093176366,35647229.39,47.9404856845,43130642.27,58.0046184147,,,2026-04-28,20260331
2898,300235,方直科技,88030009.41,288.4247396163,-13671821.01,-15.5308639652,101701830.42,115.5308639652,,,2026-04-28,20260331
2899,300230,永利股份,-378702362.97,-115.9088578826,136087.19,0.0359351309,-289855478.99,-76.5391260611,-74273099.06,-19.6125259102,2026-04-28,20260331
2902,300218,安利股份,-180699417.8,-32.9212503056,-62827083.41,-34.7688355474,-15131343.86,-8.3737645889,-100825718.64,-55.7974784133,2026-04-28,20260331
2903,300217,东方电热,141021314.05,950.5077934432,96763566.59,68.6162706977,76513864.73,54.2569506216,-26301965.52,-18.6510568967,2026-04-28,20260331
2906,300195,长荣股份,39258071.57,203.0488624544,34392070.56,87.6050941491,-32220936.46,-82.0746796045,39966569.78,101.8047198491,2026-04-28,20260331
2912,300154,瑞凌股份,27956792.45,130.5065601795,-5988747.02,-21.4214382094,1018165.42,3.6419250235,31291994.22,111.9298441549,2026-04-28,20260331
2924,300067,安诺其,-18606980.65,-500.2832720773,-13580666.71,-72.9869448754,-72044813.74,-387.1923935171,67097052.14,360.6015043607,2026-04-28,20260331
2926,300053,航宇微,-84280930.43,-2945.3330372212,-39472681.98,-46.8346537925,-105405323.32,-125.0642616096,60413978.45,71.6816700311,2026-04-28,20260331
2927,300050,世纪鼎利,-106361596.96,-260.9800861446,-1688153.29,-1.5871830983,-106415076.87,-100.0502812214,1805294.49,1.6973179621,2026-04-28,20260331
2931,300039,上海凯宝,-193106547.38,-306.3328117351,47731887.65,24.7179022657,-240838435.03,-124.7179022657,,,2026-04-28,20260331
2934,300021,大禹节水,-40953442.45,90.3171422316,-397192534.72,-969.8636084254,26393009.87,64.4463768882,329966067.75,805.7102114257,2026-04-28,20260331
2936,300004,南风股份,-475919244.32,-20.5712577666,-55118327.14,-11.5814453393,-420801009.44,-88.4185740464,,,2026-04-28,20260331
2939,003033,征和工业,-97080510.36,11.8252309122,-43585614.62,-44.8963591748,-57573815.19,-59.3052250926,6900224.06,7.1077336063,2026-04-28,20260331
2942,003028,振邦智能,3451909.67,-96.1808093873,-106219297.99,-3077.1169626232,163230827.26,4728.7108547079,-35195686.47,-1019.6004482933,2026-04-28,20260331
2944,003020,立方制药,-128831497.93,-407.0685982456,63670835.73,49.4217926152,-199500167.4,-154.8535650097,7077358.44,5.4935000786,2026-04-28,20260331
2946,003016,欣贺股份,-26211396.77,59.7807369718,66758436.25,254.6924028345,-71939366.7,-274.4583485239,-19722909.52,-75.2455494572,2026-04-28,20260331
2947,003015,日久光电,-7459054.25,-171.1728055861,16946106.44,227.1884058224,-34173075.49,-458.1422033497,9394597.59,125.9489108824,2026-04-28,20260331
2949,002996,顺博合金,87664602.52,-62.061610033,-480006078.11,-547.5483425599,460169414.26,524.9204365639,107501865.65,122.6285896015,2026-04-28,20260331
2951,002986,宇新股份,-230048003.18,-37.2141156461,-90432848.89,-39.3104254938,-8741604.55,-3.7999045543,-112858964.8,-49.058876078,2026-04-28,20260331
2952,002980,华盛昌,122238799.48,-31.5312326176,13200791.14,10.7991825805,73529080.57,60.1519982876,36807969.02,30.1115269265,2026-04-28,20260331
2953,002970,锐明技术,18025443.92,-94.3811916923,-239127007.17,-1326.6081447496,-56184942.09,-311.6979661603,317983611.21,1764.0819977653,2026-04-28,20260331
2954,002961,瑞达期货,14001504.2,-99.0194657061,-870912978.86,-6220.1386823853,265966386.84,1899.5558122962,626945922.74,4477.7040651104,2026-04-28,20260331
2957,002950,奥美医疗,-449554013.14,-247.3540017584,42885808.64,9.5396342567,-640935772.21,-142.5714716088,156621875.63,34.8393899403,2026-04-28,20260331
2961,002931,锋龙股份,-114164145.63,-151.2171101934,-9863374.19,-8.6396426265,-66266546.7,-58.0449722935,-36035173.87,-31.5643529509,2026-04-28,20260331
2962,002923,润都股份,4555857.46,399.1860676011,62098518.15,1363.0478717831,-3105922.67,-68.1742722917,-53397416.18,-1172.0607294856,2026-04-28,20260331
2965,002919,名臣健康,-57008322.83,2.1172599959,13999941.02,24.5577142512,-67248956.96,-117.9634018712,-3235552.99,-5.6755800371,2026-04-28,20260331
2966,002918,蒙娜丽莎,86257478.27,199.4437339198,-19280049.58,-22.351742674,17584515.71,20.3860767352,88100894.38,102.1371087435,2026-04-28,20260331
2967,002912,中新赛克,-200502593.91,-581.5544214371,-85469615.02,-42.6276854345,-105567982.15,-52.6516790089,-693644.72,-0.3459529907,2026-04-28,20260331
2968,002900,哈三联,-63461595.19,-154.3898133567,16219810.64,25.5584666465,31284557.61,49.2968345916,-110965963.44,-174.8553012381,2026-04-28,20260331
2970,002879,长缆科技,-61943616.2,25.8000642224,-27911259.27,-45.0591376194,-22717658.83,-36.6747378078,-11314698.1,-18.2661245728,2026-04-28,20260331
2971,002876,三利谱,-75999247.51,-35.3385206902,-121428736.83,-159.7762356976,-42909989.17,-56.4610710973,110166607.44,144.9574976719,2026-04-28,20260331
2972,002870,香山股份,-287497524.15,-299.2612976935,196478963.43,68.3410975489,-402772289.9,-140.0959159877,-68766677.68,-23.919050393,2026-04-28,20260331
2973,002869,金溢科技,-46734603.3,75.5118562575,-46467447.28,-99.4283550065,52829120.69,113.0406956723,-53093218.33,-113.6057965212,2026-04-28,20260331
2974,002864,盘龙药业,135228262.78,3778.4018172164,93005836.87,68.7769220413,-8790562.14,-6.5005361744,51012988.05,37.7236141331,2026-04-28,20260331
2975,002860,星帅尔,140036284.81,-23.875827664,119627969.56,85.426409107,23764734.54,16.9704120416,-1366910.0,-0.9761112999,2026-04-28,20260331
2977,002852,道道全,117510425.1,-51.5584099433,255218867.03,217.1882765404,-131813974.01,-112.1721531497,-6697461.29,-5.6994613749,2026-04-28,20260331
2979,002849,威星智能,-145525698.5,39.5709012536,-31468697.81,-21.6241517027,-124413017.05,-85.4921284229,11232915.25,7.7188533474,2026-04-28,20260331
2980,002838,道恩股份,144295716.36,26.7926373942,129862394.91,89.9974012992,-163150488.08,-113.0667577636,179941763.97,124.7034690351,2026-04-28,20260331
2981,002833,弘亚数控,237089476.56,196.1525086704,153856139.14,64.8937023154,103625879.78,43.7074986556,-18472305.3,-7.7912801395,2026-04-28,20260331
2984,002829,星网宇达,-59839595.71,8.7734016971,-62485867.6,-104.4222756832,54528.47,0.0911243957,2591743.42,4.3311512875,2026-04-28,20260331
2987,002823,凯中精密,-20625757.47,-493.648001923,100874979.11,489.0728462056,-26132306.52,-126.6974391511,-89454838.89,-433.7045028291,2026-04-28,20260331
2989,002811,郑中设计,-118871744.15,-461.6762975663,-86950471.87,-73.1464592294,-30361634.08,-25.5415063496,-837304.96,-0.7043767768,2026-04-28,20260331
2990,002803,吉宏股份,-19616835.61,-473.1368042072,14560487.24,74.224444398,-164604967.79,-839.1005107169,148246362.86,755.7098698652,2026-04-28,20260331
2991,002792,通宇通讯,-116464275.01,-202.1638998165,-123605555.06,-106.1317344305,37674643.03,32.348669175,893991.28,0.7676098786,2026-04-28,20260331
2993,002783,凯龙股份,-261737915.38,-211.7256036294,-46140260.28,-17.6284204805,-218399400.91,-83.4420189344,2801745.81,1.0704394149,2026-04-28,20260331
2994,002782,可立克,-84365378.61,-151.8438552048,118853007.91,140.8788887909,-184069776.28,-218.1816514223,-7743103.26,-9.1780578569,2026-04-28,20260331
2998,002774,快意电梯,10038675.16,-34.022282522,-44559574.12,-443.8790319419,39871312.42,397.1770356598,15079367.82,150.2127280708,2026-04-28,20260331
2999,002766,索菱股份,-219150958.88,-14428.1288562251,-58447719.39,-26.6700723961,-139991556.7,-63.8790527842,-17500443.42,-7.985565525,2026-04-28,20260331
3002,002746,仙坛股份,599060928.36,366.1990215619,89118608.66,14.8763847617,209361746.53,34.9483227196,300580573.17,50.1752925187,2026-04-28,20260331
3004,002730,电光科技,38722368.29,-67.9996166836,103624517.32,267.6089348253,-8172984.42,-21.1066233315,-56729164.61,-146.5023114938,2026-04-28,20260331
3006,002728,特一药业,14220055.65,111.5372983897,11675178.57,82.1036067464,-27049418.72,-190.2202029709,29594295.8,208.1165962244,2026-04-28,20260331
3016,002674,兴业科技,-274147319.82,-333.6383077742,-64013627.47,-23.3500832735,-360768526.85,-131.596590872,152033902.27,55.4570084325,2026-04-28,20260331
3018,002669,康达新材,138696937.28,143.8389359574,-77764629.08,-56.068021836,-174348524.21,-125.7046677664,392269214.54,282.8247128111,2026-04-28,20260331
3019,002658,雪迪龙,6928185.48,-75.4012363688,4503679.48,65.0051805484,-37976565.27,-548.1459089054,41336393.22,596.6409724354,2026-04-28,20260331
3020,002646,天佑德酒,87087284.65,19.6526787987,145763831.85,167.3767099707,-30671239.18,-35.2189637136,-27899948.17,-32.036764359,2026-04-28,20260331
3021,002639,雪人集团,-17010927.55,-131.4684365094,-144784748.81,-851.1278904953,65534055.14,385.2468064859,65874500.25,387.2481383298,2026-04-28,20260331
3023,002627,三峡旅游,-53380773.63,-196.4112596724,7732985.95,14.4864628669,27479746.6,51.4787342545,-88593506.18,-165.9651971215,2026-04-28,20260331
3028,002593,日上集团,143365676.03,872.6622142842,267094833.01,186.3031936278,-55716410.15,-38.863144717,-65261360.58,-45.5209101559,2026-04-28,20260331
3029,002590,万安科技,118041642.2,334.3754118675,174036211.16,147.4362842777,-55629659.6,-47.1271481515,2071261.42,1.7546870591,2026-04-28,20260331
3031,002579,中京电子,30819085.87,511.6414290685,146264810.37,474.5916572184,-127343737.88,-413.1976477731,9936471.67,32.2412926584,2026-04-28,20260331
3032,002577,雷柏科技,-10313137.8,-498.6703630012,2100161.72,20.3639451031,-10115020.87,-98.0789849429,-1420942.99,-13.7779889841,2026-04-28,20260331
3033,002576,通达动力,-133969941.61,0.1158954644,12834676.42,9.5802657415,-71595861.22,-53.4417350337,-74659087.97,-55.7282380456,2026-04-28,20260331
3034,002575,群兴玩具,-15807232.51,-230.1527829494,12281879.3,77.6978468067,-27897530.29,-176.4858603323,-187957.13,-1.1890577929,2026-04-28,20260331
3035,002574,明牌珠宝,175504925.57,54.8691558066,-64804089.38,-36.9243707375,-12637720.38,-7.200778177,252970446.07,144.1386589285,2026-04-28,20260331
3037,002570,贝因美,67620651.72,-57.5189607586,72331954.66,106.9672545593,-15510581.24,-22.937639383,11824279.54,17.486195769,2026-04-28,20260331
3038,002565,顺灏股份,18336268.92,124.1326795515,59410104.9,324.0032372955,-94625101.93,-516.0542875044,56048145.7,305.66821388,2026-04-28,20260331
3039,002560,通达股份,-427227937.41,-66.129152515,-290828169.46,-68.0733032636,-224290295.06,-52.4989766399,88709627.16,20.7640042685,2026-04-28,20260331
3041,002556,辉隆股份,-226451679.16,-130.7733409383,-571375715.53,-252.3168375918,187502564.08,82.8002533589,162929861.16,71.9490629367,2026-04-28,20260331
3043,002552,宝鼎科技,8351861.22,-88.978516054,50960691.59,610.1716760806,-3627281.63,-43.4308178076,-38650551.93,-462.7777080089,2026-04-28,20260331
3044,002551,尚荣医疗,-49020215.18,-110.9786996351,-25891820.84,-52.8186601077,-15859994.12,-32.3539871495,10162266.8,20.7307674246,2026-04-28,20260331
3045,002548,金新农,-39481480.16,-539.2624302405,-30248629.33,-76.6147297604,39640082.79,100.4017139919,-48872933.62,-123.7869842314,2026-04-28,20260331
3049,002527,新时达,-26536998.04,16.5996894428,-67993085.23,-256.2199579904,-1335084.14,-5.0310292746,44265781.23,166.807794775,2026-04-28,20260331
3052,002515,金字火腿,-597565198.3,-72.9707983306,31448214.9,5.2627253042,-629013413.2,-105.2627253042,,,2026-04-28,20260331
3057,002483,润邦股份,-337397625.14,-738.9002592117,-395008991.59,-117.0752139782,-5418377.83,-1.6059324151,125961822.9,37.3333460328,2026-04-28,20260331
3058,002476,宝莫股份,-45867648.88,-185.2882155502,-55188814.95,-120.3218745621,-5584500.6,-12.1752493018,14905666.67,32.4971238639,2026-04-28,20260331
3059,002474,榕基软件,8610916.48,133.5727467817,1890508.23,21.9547853517,-11466507.67,-133.1624536904,19834428.15,230.3405008755,2026-04-28,20260331
3062,002451,摩恩电气,-124774520.59,-979.2793314629,-119154273.17,-95.4956770073,-16408741.71,-13.1507150918,11198307.82,8.9748353807,2026-04-28,20260331
3063,002446,盛路通信,-53118541.53,74.005610741,-48338788.1,-91.0017231416,-48680083.66,-91.6442399543,45977432.45,86.5562779506,2026-04-28,20260331
3064,002445,中南文化,11222795.7,226.7044088222,-74812763.65,-666.6143236484,81443527.24,725.6973165786,5076477.9,45.2336301551,2026-04-28,20260331
3065,002443,金洲管道,-97214771.4,-14.9276917737,27437360.03,28.2234475634,-22418804.59,-23.0611091989,-102233315.1,-105.1623262882,2026-04-28,20260331
3066,002441,众业达,-438880311.72,-235.0192535939,-347797436.48,-79.2465342355,-94349361.75,-21.497743059,3290056.86,0.7496478589,2026-04-28,20260331
3067,002438,江苏神通,-183763739.71,-66.6406330375,-11908373.01,-6.4802626616,-139775342.18,-76.0625259372,-32073754.92,-17.4537996291,2026-04-28,20260331
3068,002437,誉衡药业,266078669.57,1487.7901711939,72710289.28,27.326613365,268348503.36,100.8530686784,-73543343.06,-27.6396988826,2026-04-28,20260331
3075,002406,远东传动,-62646435.2,-4.5751172957,29001861.36,46.2945118384,-93693067.22,-149.5584974961,2152764.11,3.4363712845,2026-04-28,20260331
3076,002404,嘉欣丝绸,84760251.13,177.0819975184,141341105.36,166.7539955058,-181434458.79,-214.0560656336,124864479.37,147.3149002101,2026-04-28,20260331
3078,002395,双象股份,13050586.27,174.0561794266,15274097.33,117.0376335131,29212760.83,223.8425173063,-25002225.77,-191.5793302518,2026-04-28,20260331
3087,002369,卓翼科技,-34812696.66,-302.2673004113,-20358588.72,-58.4803553681,-2645385.39,-7.5989097192,-11757848.49,-33.7745984025,2026-04-28,20260331
3089,002362,汉王科技,-178514451.49,-195.0809608235,-124148102.92,-69.5451275142,-72218535.53,-40.4552880325,23429460.73,13.124685724,2026-04-28,20260331
3090,002361,神剑股份,-46758691.87,-140.3282904221,-199946906.95,-427.6144155313,7125592.09,15.2390749292,149832519.83,320.437792072,2026-04-28,20260331
3092,002342,巨力索具,11707738.48,-59.6889410356,-78222275.68,-668.1245555119,-12382312.64,-105.7617802204,103475566.7,883.8219855762,2026-04-28,20260331
3094,002337,赛象科技,135683665.1,803.2228957344,199823397.43,147.2715210654,-55309788.68,-40.7637784838,-176243.92,-0.1298932483,2026-04-28,20260331
3096,002330,得利斯,-95603979.77,-517.7647841994,-39950229.95,-41.7872038864,-44327242.88,-46.3654787035,-11326506.94,-11.8473174101,2026-04-28,20260331
3097,002328,新朋股份,-290995105.63,-80.1468936596,45121806.52,15.5060362346,-271350112.25,-93.2490296229,-62450202.91,-21.4609117823,2026-04-28,20260331
3100,002321,华英农业,-87286849.1,-45.0565476509,-65281366.57,-74.7894639835,-13518785.8,-15.4877692796,-6136533.31,-7.0303068255,2026-04-28,20260331
3111,002303,美盈森,53637143.11,-87.7109121158,54934373.42,102.4185298373,56426947.91,105.2012553955,-44867803.29,-83.6506209848,2026-04-28,20260331
3112,002297,博云新材,15411165.13,207.4449169136,6272746.28,40.7026089662,-8312947.82,-53.9410729161,17524795.02,113.7149259785,2026-04-28,20260331
3113,002296,辉煌科技,-107193893.91,-209.1327273812,87855281.98,81.9592224663,-195228279.39,-182.1263061438,179103.5,0.1670836775,2026-04-28,20260331
3116,002283,天润工业,168935849.94,26.8553976612,43747416.47,25.8958749641,132344004.65,78.3397986259,-5657596.5,-3.3489614561,2026-04-28,20260331
3117,002274,华昌化工,258333148.25,183.9454797374,28263772.38,10.9408229534,93437464.67,36.1693670762,137463871.74,53.2118594424,2026-04-28,20260331
3119,002264,新华都,283617328.77,-64.5301877227,285652079.35,100.7174281589,-168142.52,-0.0592849953,-1840019.2,-0.6487682569,2026-04-28,20260331
3121,002255,海陆重工,53529432.03,4575.8394066832,87523433.32,163.5052530932,-31868663.73,-59.5348437699,-737651.65,-1.3780300332,2026-04-28,20260331
3123,002250,联化科技,42678277.25,120.5147351196,-63775687.88,-149.4336041411,-260488298.24,-610.3533577846,373079914.84,874.1681691006,2026-04-28,20260331
3129,002225,濮耐股份,68156030.33,-70.9356799234,-67675873.15,-99.2955030132,-287680665.67,-422.0912871203,425275070.29,623.9727698795,2026-04-28,20260331
3131,002208,合肥城建,643388159.86,138.6279836171,-31924081.05,-4.9618695279,-102510312.96,-15.932887696,777822553.87,120.8947572239,2026-04-28,20260331
3133,002206,海利得,35569450.38,122.8412583048,129399728.6,363.7945687031,-276201721.77,-776.5138871117,194544559.6,546.9428330256,2026-04-28,20260331
3138,002191,劲嘉股份,292696579.51,87.22708599,297541932.81,101.6554184911,-42450693.68,-14.5033104764,39335175.43,13.4388913925,2026-04-28,20260331
3140,002189,中光学,58783062.51,5739.4497929492,20325520.66,34.5771720494,-569175.04,-0.9682636727,39449960.97,67.1111018812,2026-04-28,20260331
3141,002187,广百股份,-230306173.86,34.3152099707,-111011265.0,-48.2016018674,7383102.64,3.2057771254,-126678011.5,-55.004175258,2026-04-28,20260331
3149,002112,三变科技,-80233635.72,-116.8639066286,-41046006.27,-51.1581033337,-10009305.7,-12.4751989738,-28717084.4,-35.791827383,2026-04-28,20260331
3150,002106,莱宝高科,-127189771.92,71.671385001,84671991.65,66.5713841387,-361351912.8,-284.1045371378,156104377.58,122.733436206,2026-04-28,20260331
3152,002098,浔兴股份,-112357042.89,-789.6597450529,32292357.81,28.740839897,-158665602.93,-141.2155382955,17220925.52,15.3269657843,2026-04-28,20260331
3159,002039,黔源电力,18616544.25,179.7011721285,266100855.01,1429.3783606482,-23220053.98,-124.7280573031,-224264256.78,-1204.6503033451,2026-04-28,20260331
3161,002035,华帝股份,-544892698.36,-394.5509940905,-255838457.8,-46.9520803949,-224071891.05,-41.1222047431,-63952040.85,-11.7366301737,2026-04-28,20260331
3162,002034,旺能环境,39916522.74,192.239341449,255976619.19,641.2798551049,-140230306.32,-351.3089234586,-74235264.96,-185.9762821615,2026-04-28,20260331
3165,002022,科华生物,-57335723.1,25.8432916207,-102363057.77,-178.5327754417,39707315.48,69.2540589586,6640353.62,11.5815293869,2026-04-28,20260331
3168,002009,天奇股份,-44915832.18,-6.3951979117,76843778.19,171.0839462621,-27024012.65,-60.1658954947,-89942617.35,-200.2470242331,2026-04-28,20260331
3171,001400,江顺科技,5351566.72,127.0735371557,20903236.23,390.6003105947,-42646465.56,-796.8968302426,28261076.64,528.0897748015,2026-04-28,20260331
3172,001390,古麒绒材,-58467456.63,12.2178808892,49222872.23,84.1884957328,-147900409.21,-252.9619342705,40210081.25,68.773440077,2026-04-28,20260331
3175,001376,百通能源,-335426370.14,-21.4821047997,30725028.4,9.1599919193,-312987832.11,-93.3104430577,-53163566.43,-15.8495488616,2026-04-28,20260331
3177,001367,海森药业,-100229415.55,42.8572230478,26284545.27,26.2243824587,-126063601.42,-125.7750538884,,,2026-04-28,20260331
3180,001338,永顺泰,77355713.09,-33.1189129135,-80732219.44,-104.3649088285,-102457237.52,-132.4494771327,252806242.91,326.81004778,2026-04-28,20260331
3181,001306,夏厦精密,-16568664.3,-1871.1906776334,-36717006.49,-221.6051084456,-29703863.43,-179.2773568959,50878642.06,307.077511734,2026-04-28,20260331
3184,001298,好上好,36793667.26,148.2479965685,-969536476.01,-2635.0634449098,35801095.09,97.3023287867,971483713.19,2640.3557610202,2026-04-28,20260331
3185,001288,运机集团,-425049123.57,0.2533215167,-207980010.64,-48.9308174296,-166179467.42,-39.09653219,-45525383.37,-10.7106169253,2026-04-28,20260331
3188,001283,豪鹏科技,-74681588.92,-117.0531375537,43837403.03,58.6990765247,-174938989.29,-234.2464746932,58931019.78,78.9097026887,2026-04-28,20260331
3189,001279,强邦新材,-143640470.92,-153.2931671078,-117891579.47,-82.0740691777,-28836725.04,-20.0756269144,10806165.85,7.5230649,2026-04-28,20260331
3190,001277,速达股份,-6079877.22,-107.5544106768,-98026726.28,-1612.3142414379,96186436.73,1582.0457099625,-4223104.84,-69.4603638723,2026-04-28,20260331
3192,001267,汇绿生态,-33611484.54,-35.0441768954,-301112204.92,-895.8610696343,-93073227.76,-276.9090060549,365101876.83,1086.2414493936,2026-04-28,20260331
3193,001266,宏英智能,12262202.6,107.1612571896,-1970597.98,-16.0705057997,23681703.52,193.1276483721,-9448902.94,-77.0571425724,2026-04-28,20260331
3195,001239,永达股份,36192130.48,-73.3422928146,-3693264.62,-10.2046068331,2636139.98,7.2837380531,37249255.12,102.92086878,2026-04-28,20260331
3197,001222,源飞宠物,-203096.91,-101.9359606096,43543918.19,21439.9707952228,-39523157.8,-19460.2457516463,-215469.15,-106.0917913522,2026-04-28,20260331
3198,001212,中旗新材,48060131.9,-83.2481820694,31625434.02,65.8038851949,17619866.37,36.6621265349,,,2026-04-28,20260331
3200,001208,华菱线缆,-415832691.85,-316.9335587992,-99189050.73,-23.8531151288,-230832718.05,-55.5109597139,-85795079.08,-20.6321149735,2026-04-28,20260331
3203,000968,蓝焰控股,125919728.71,-85.8869296333,251858550.18,200.0151626438,-82989294.89,-65.9065070583,-42949526.58,-34.1086555856,2026-04-28,20260331
3205,000962,东方钽业,1038030889.0,1504.2364270119,-218754212.42,-21.0739598155,-17014274.61,-1.6390913594,1274725827.98,122.8023020787,2026-04-28,20260331
3209,000922,佳电股份,-562509622.28,-99.717439771,-539767849.27,-95.9570872907,-26609531.75,-4.7305025009,3867758.74,0.6875897917,2026-04-28,20260331
3210,000919,金陵药业,-307677685.79,35.479417085,-1047759.69,-0.340538082,-305065067.76,-99.1508587881,-1558501.4,-0.5065370262,2026-04-28,20260331
3216,000888,峨眉山A,37057164.04,-29.4338092314,64981419.55,175.3545400286,-13786515.99,-37.2033757767,-14137739.52,-38.1511642519,2026-04-28,20260331
3220,000868,安凯客车,-559576167.01,-1115.97918816,-301453213.5,-53.8717034914,-210609760.74,-37.6373714887,-40919027.78,-7.3125036755,2026-04-28,20260331
3221,000863,三湘印象,86256011.18,124.6443078668,59540190.82,69.0272944523,216545.21,0.2510494133,26519734.56,30.7453755364,2026-04-28,20260331
3223,000850,华茂股份,-109796174.25,-349.7896972477,-149155998.53,-135.8480835501,-2797740.52,-2.5481220444,42758200.6,38.9432517955,2026-04-28,20260331
3228,000819,岳阳兴长,117693292.65,-5.4834412282,23093463.45,19.6217328363,-60599616.36,-51.4894391987,155322989.2,131.9726772042,2026-04-28,20260331
3231,000797,中国武夷,-153996664.31,-256.6611919681,-441501666.18,-286.6956035432,-8099596.35,-5.2595920738,299368413.73,194.3992846023,2026-04-28,20260331
3233,000788,北大医药,28286257.54,140.8300216131,187453614.64,662.7020714031,-44093215.25,-155.8821105537,-115074141.85,-406.8199608494,2026-04-28,20260331
3235,000777,中核科技,-270146893.9,-1.2979828488,-259401979.87,-96.0225661399,-7086972.39,-2.6233773366,-3544723.34,-1.312146621,2026-04-28,20260331
3241,000731,四川美丰,-160376674.08,-164.0374574754,-202878144.07,-126.5010296752,79250543.29,49.4152555193,-35754869.64,-22.2943079753,2026-04-28,20260331
3243,000716,黑芝麻,40073761.07,169.9088414255,90207397.78,225.103397763,-9532852.7,-23.788265552,-40577614.46,-101.2573149526,2026-04-28,20260331
3250,000659,珠海中富,-38061088.06,-206.4851559904,19415963.15,51.0126329531,-12371414.07,-32.5040998578,-43559795.31,-114.4470574287,2026-04-28,20260331
3259,000570,苏常柴A,-287676496.88,-87.8604516388,-280042880.73,-97.3464581804,-2907977.15,-1.0108497502,,,2026-04-28,20260331
3264,000541,佛山照明,-416413846.93,16.6355670189,-140794900.53,-33.8112917157,-267325001.94,-64.1969530819,2023301.28,0.4858871277,2026-04-28,20260331
3267,000526,学大教育,30203161.2,234.5842213804,548783040.49,1816.9721932617,-323833167.01,-1072.1830237095,-194583165.31,-644.2476799746,2026-04-28,20260331
3269,000524,岭南控股,-86211042.67,31.3491821005,-53434342.0,-61.9808557525,-26341026.43,-30.5541211592,-6147713.94,-7.1310052049,2026-04-28,20260331
3270,000523,红棉股份,-66675494.48,-195.8175476596,37657082.67,56.4781453271,-72780067.98,-109.1556478847,-31552509.17,-47.3224974424,2026-04-28,20260331
3272,000428,华天酒店,-19157928.65,-247.0388641367,4346608.34,22.6883000736,-13490772.73,-70.4187439909,-10013764.26,-52.2695560827,2026-04-28,20260331
3274,000421,南京公用,6656304.47,-88.114528836,173347880.7,2604.2660981222,-112704249.93,-1693.1955327158,-53986374.55,-811.0562669319,2026-04-28,20260331
3276,000407,胜利股份,-63805643.81,-8.9759463996,-110276366.55,-172.8316806557,10878687.11,17.0497254794,35592035.63,55.7819551762,2026-04-28,20260331
3278,000068,华控赛格,-38484499.02,-169.3871621774,-28314847.53,-73.5746813679,-151147.02,-0.3927477916,-10018393.51,-26.0322825166,2026-04-28,20260331
3285,000025,特力A,121374711.99,178.0295107063,114590853.93,94.4108142884,53046644.0,43.7048567451,-46262785.94,-38.1156710335,2026-04-28,20260331
3291,688662,富信科技,-24558394.0,78.6138644863,-4880089.17,-19.8713693167,-17229824.23,-70.1585951834,-314881.04,-1.2821727675,2026-04-27,20260331
3294,688138,清溢光电,-220915382.32,-2199.4685061386,60186204.26,27.2440079219,-239253045.02,-108.3007631734,-40578467.93,-18.3683306721,2026-04-27,20260331
3296,605218,伟时电子,250886196.22,896.1127722209,-81974422.97,-32.6739470744,-48695390.27,-19.409354123,384826159.53,153.3867408124,2026-04-27,20260331
3299,603648,畅联股份,-30237565.58,73.1325891864,31726827.31,104.9252038034,-45353381.89,-149.9901894219,-15915340.21,-52.6343305247,2026-04-27,20260331
3301,603439,三力制药,-189082824.0,-70.410126376,13593785.2,7.1893284183,-160805680.13,-85.0451017857,-41870929.07,-22.1442266327,2026-04-27,20260331
3311,600592,龙溪股份,278926746.22,246.6865435961,-21068836.43,-7.5535375203,305174996.1,109.4104456585,-5179413.45,-1.8569081381,2026-04-27,20260331
3315,301613,新铝时代,-35920751.55,86.3419612816,-40366049.38,-112.3752918249,-80040116.4,-222.8241697243,84485414.23,235.1994615491,2026-04-27,20260331
3316,301607,富特科技,81269168.23,162.9523504294,96028973.8,118.1616299163,-39923484.01,-49.1250062964,23797929.69,29.2828513055,2026-04-27,20260331
3317,301603,乔锋智能,-41774783.88,63.9861800367,5046914.44,12.0812460802,-50262315.01,-120.3173549728,3545173.55,8.4863959086,2026-04-27,20260331
3318,301591,肯特股份,-17142296.76,19.1843715418,-5304137.4,-30.9418129569,-11350335.35,-66.2124539606,,,2026-04-27,20260331
