序号,stock_code,stock_name,net_cash_flow,净现金流-同比增长,operating_cash_flow,经营性现金流-净现金流占比,investing_cash_flow,投资性现金流-净现金流占比,financing_cash_flow,融资性现金流-净现金流占比,announcement_date,report_date_param
1254,605577,龙版传媒,-145728754.57,12.1762173929,-121340497.76,-83.2646227699,-24388256.81,-16.7353772301,,,2026-04-29,20260331
1255,605398,新炬网络,-271063312.56,-45.1664422419,-90435315.6,-33.3631706725,-177963950.01,-65.654015783,-2618520.67,-0.966018103,2026-04-29,20260331
1256,605389,长龄液压,-1111871.15,97.3490494239,10096728.6,908.0844124789,-11707990.7,-1052.9988749146,-60754.39,-5.4641574251,2026-04-29,20260331
1257,605388,均瑶健康,-152917404.13,-50.1377493347,-104137734.13,-68.1006421228,-35851242.09,-23.4448408891,-12717870.87,-8.3168236751,2026-04-29,20260331
1261,605298,必得科技,7030698.64,141.0045207996,6691098.26,95.1697491617,-887549.13,-12.6239108721,1227149.51,17.4541617104,2026-04-29,20260331
1262,605277,新亚电子,102815026.79,-31.4638999854,35395868.97,34.426746824,-12082896.71,-11.7520727147,83397313.17,81.1139341921,2026-04-29,20260331
1263,605268,王力安防,-194186669.7,-296.4822566011,65915838.8,33.9445745178,-144314558.13,-74.3174381398,-115777206.84,-59.6216037995,2026-04-29,20260331
1266,605186,健麾信息,-71441508.8,-72.0725203522,-50399880.86,-70.5470554956,-20198979.87,-28.2734508401,-674746.66,-0.9444742578,2026-04-29,20260331
1269,605167,利柏特,-401608006.76,-6128.9244337172,-141913838.67,-35.3364067153,-300418028.56,-74.8037946214,43574910.51,10.8501100019,2026-04-29,20260331
1270,605133,嵘泰股份,150765981.49,-82.8018349243,96033699.8,63.6971940559,617048.12,0.4092754306,57688408.51,38.2635445608,2026-04-29,20260331
1273,605028,世茂能源,34020019.82,144.2653320002,7775197.9,22.8547718112,26244821.92,77.1452281888,,,2026-04-29,20260331
1274,603990,麦迪科技,104736782.12,-37.2567414004,-6982257.18,-6.6664805226,125621238.8,119.9399449336,-13902199.5,-13.2734644111,2026-04-29,20260331
1275,603985,恒润股份,153620617.55,135.4358725217,6836425.12,4.4502002589,-14751801.68,-9.6027485863,164364200.2,106.9935812141,2026-04-29,20260331
1276,603977,国泰集团,-464549540.32,-44.6724389139,-148360658.56,-31.9364557885,-253835097.53,-54.6411255418,-62281121.8,-13.4067771883,2026-04-29,20260331
1278,603933,睿能科技,-8161191.89,86.8646586719,24061356.46,294.8265006424,-47447844.14,-581.3837583961,17176024.2,210.4597518537,2026-04-29,20260331
1279,603928,兴业股份,24558712.01,277.2808531883,23485002.37,95.6279887986,1024622.36,4.1721339441,105051.91,0.4277582227,2026-04-29,20260331
1288,603855,华荣股份,32748234.14,-66.5629076292,50090864.67,152.9574524717,-46834874.87,-143.0149627909,33330521.88,101.7780737047,2026-04-29,20260331
1294,603788,宁波高发,5454559.77,-94.5249457045,-144062246.45,-2641.1342532598,175534251.4,3218.1194963787,-25995839.54,-476.5891407585,2026-04-29,20260331
1295,603779,威龙股份,-25924050.41,-337.7830915524,-29850450.86,-115.1457831161,-8258.48,-0.0318564417,3932469.8,15.1691951597,2026-04-29,20260331
1296,603777,来伊份,-61539830.07,-258.8941560574,-15095662.99,-24.529906847,5946286.65,9.6625009254,-52384683.69,-85.1232179719,2026-04-29,20260331
1297,603757,大元泵业,-75915543.7,11.3467878183,-33557883.79,-44.20423296,-38277174.18,-50.4207337713,-54000.0,-0.0711316779,2026-04-29,20260331
1301,603701,德宏股份,60424910.21,204.5568474197,-73852619.66,-122.2221421651,-8547234.06,-14.1452159884,142831095.07,236.3778358521,2026-04-29,20260331
1303,603683,晶华新材,-51297478.86,-108.5011879415,17314074.47,33.7522912525,-107574530.89,-209.7072473748,41107509.66,80.135536041,2026-04-29,20260331
1306,603660,苏州科达,-190990689.96,-15.8923901308,-207991422.33,-108.901340884,-19954037.27,-10.4476491886,37007394.59,19.3765437455,2026-04-29,20260331
1308,603615,茶花股份,59508427.77,279.2794138638,-63856811.05,-107.3071721821,137763446.64,231.5024136958,-14058509.73,-23.6244012098,2026-04-29,20260331
1309,603611,诺力股份,-189188246.25,37.4353272376,-415917747.77,-219.8433338297,-92526094.26,-48.9068935803,316393605.59,167.237453627,2026-04-29,20260331
1311,603587,地素时尚,5560593.34,-96.2897085365,164970131.08,2966.7720869514,-130455519.55,-2346.0719310576,-30323937.84,-545.3363694458,2026-04-29,20260331
1313,603566,普莱柯,-50119723.92,-323.7752378129,-36518766.59,-72.8630641467,-13399424.66,-26.734833339,-201532.67,-0.4021025142,2026-04-29,20260331
1320,603489,八方股份,-285304576.32,-376.93480025,-36685281.18,-12.8582869764,-244377807.8,-85.6550606205,-1665844.14,-0.5838827268,2026-04-29,20260331
1322,603421,鼎信通讯,-104325716.2,-1.5173119142,-49907456.05,-47.8381149613,3780675.49,3.623915203,-58198935.64,-55.7858002416,2026-04-29,20260331
1324,603373,安邦护卫,-514939130.13,-135.872168624,-223673727.83,-43.4369257923,-301134673.95,-58.4796641642,9869271.65,1.9165899565,2026-04-29,20260331
1326,603367,辰欣药业,-358237714.45,-1.8071369049,192536977.74,53.7455912579,-547175466.83,-152.7408881753,-2182950.31,-0.6093580385,2026-04-29,20260331
1328,603348,文灿股份,-228400453.14,-166.2129868875,-202290841.25,-88.5684938313,-119527187.83,-52.3322901451,99715736.3,43.6582917981,2026-04-29,20260331
1336,603313,梦百合,-81043371.72,-309.1732040738,202740485.57,250.1629451826,-176844334.6,-218.2094980093,-32298271.04,-39.8530692326,2026-04-29,20260331
1341,603289,泰瑞机器,80566291.3,132.9660428433,-36347091.04,-45.1145143378,-1720148.89,-2.1350726988,123312276.9,153.0569111601,2026-04-29,20260331
1342,603285,键邦股份,-22473467.32,92.0073787099,39500288.78,175.7641053673,-34846065.3,-155.0542459863,-24625671.41,-109.5766445798,2026-04-29,20260331
1346,603270,金帝股份,105036968.75,184.2677712821,-65633556.18,-62.4861484114,-161040439.43,-153.3178664107,336545676.21,320.4068817056,2026-04-29,20260331
1350,603239,浙江仙通,-74247570.29,-0.0752083939,-34675066.75,-46.7019548445,-39572503.54,-53.2980451555,,,2026-04-29,20260331
1355,603213,镇洋发展,-127590645.26,-1145.2384619937,-123450018.97,-96.754757152,-7957290.64,-6.2365784136,3816664.35,2.9913355656,2026-04-29,20260331
1357,603200,上海洗霸,-28864767.05,-772.2416051961,-22941910.87,-79.4806721643,-2948391.96,-10.2145011421,-2222824.25,-7.7008217186,2026-04-29,20260331
1358,603187,海容冷链,-241430014.06,-151.3646091139,-156437569.28,-64.7962391458,62638583.89,25.9448205452,-144366861.22,-59.7965674575,2026-04-29,20260331
1362,603155,新亚强,-7710983.88,94.7674799913,2217650.17,28.7596265861,-9051421.13,-117.3834788253,,,2026-04-29,20260331
1363,603150,万朗磁塑,-182100816.74,-868.5745257,-358417447.31,-196.8236352403,-45707815.9,-25.1002805579,236007960.38,129.6029115108,2026-04-29,20260331
1364,603131,上海沪工,-305339748.3,-189.0439080105,-41374665.88,-13.5503700748,-258658838.21,-84.7118135291,-947034.56,-0.3101576409,2026-04-29,20260331
1365,603126,中材节能,-304060199.88,-95.9891068993,-257895464.63,-84.817238406,-164606441.31,-54.136135336,110438295.08,36.3211940016,2026-04-29,20260331
1366,603124,江南新材,362903718.79,5.7780424147,-512699633.84,-141.277040519,154856871.5,42.6716132908,723156698.72,199.269575173,2026-04-29,20260331
1367,603109,神驰机电,-93583227.3,-910.9543813645,-33940690.72,-36.2679207581,-19168950.05,-20.483318008,-27232176.31,-29.0994199449,2026-04-29,20260331
1371,603096,新经典,-24014050.19,-134.1940558677,10746693.42,44.7516905102,-28934021.95,-120.4878882199,-2260383.99,-9.4127561661,2026-04-29,20260331
1373,603088,宁波精达,-30089337.84,30.2734194487,12872845.5,42.782083037,-38717800.89,-128.676147996,-69136.19,-0.229769729,2026-04-29,20260331
1374,603085,天成自控,9979078.34,-73.4855490637,-60796417.14,-609.2388001035,87957146.94,881.4155370184,-54602822.03,-547.1729970405,2026-04-29,20260331
1375,603076,乐惠国际,-108865124.22,-743.0956292347,-121657684.83,-111.7508345319,24523640.61,22.5266271322,-3561369.57,-3.2713594877,2026-04-29,20260331
1376,603069,海汽集团,-51633559.11,-506.0448117252,296189.28,0.573637156,-79317941.2,-153.6170323472,27388192.81,53.0433951912,2026-04-29,20260331
1378,603067,振华股份,8464812.42,115.3015186009,-126013732.97,-1488.6772053243,-22118665.79,-261.3013105611,158683208.3,1874.6216741327,2026-04-29,20260331
1379,603065,宿迁联盛,101456171.92,0.3231200142,44037813.03,43.405750677,-5974804.52,-5.88904983,65952161.71,65.0055688697,2026-04-29,20260331
1380,603050,科林电气,-237797838.84,-137.5788291721,-143792708.04,-60.4684671406,-129586.35,-0.0544943346,-92875814.91,-39.0566269917,2026-04-29,20260331
1382,603040,新坐标,19536876.32,397.4739818849,52243026.83,267.4072660045,-49444918.55,-253.0850773692,20628002.78,105.5849586297,2026-04-29,20260331
1383,603036,如通股份,-92286655.95,40.6694828987,-4128582.45,-4.473650505,-87623489.5,-94.9470848174,,,2026-04-29,20260331
1385,603031,安孚科技,-411088733.63,-142.9958524027,250565588.64,60.9517041315,-41885227.85,-10.1888532629,-599501378.97,-145.8325976672,2026-04-29,20260331
1388,603020,爱普股份,136091082.15,9.8146043689,-36467008.14,-26.7960306905,146025675.19,107.2999588827,28073808.62,20.6286908565,2026-04-29,20260331
1390,603015,弘讯科技,-39218020.94,-96.5692636078,974556.32,2.4849706758,-12416768.86,-31.6608756954,-23838347.87,-60.7841683456,2026-04-29,20260331
1392,603011,合锻智能,-225280558.96,-654.0401887179,-167369459.8,-74.2937875211,-153295440.25,-68.046457696,98830921.27,43.870150947,2026-04-29,20260331
1395,603002,宏昌电子,-140367729.81,-181.9318173261,-62153358.79,-44.2789513474,-248117158.73,-176.7622508862,171214034.82,121.9753536313,2026-04-29,20260331
1400,601929,吉视传媒,514353566.85,471.8500029866,-102489504.63,-19.9258858566,-44092940.2,-8.5724962442,660936011.67,128.4983820989,2026-04-29,20260331
1403,601886,江河集团,-1146805480.7,-2.7527888944,-588125873.64,-51.2838387624,-318095612.2,-27.737538541,-236384045.04,-20.6123923384,2026-04-29,20260331
1409,601686,友发集团,-262944045.0,30.7206333086,-13732964.65,-5.222770742,-269401100.87,-102.4556767848,20263184.49,7.7062724467,2026-04-29,20260331
1414,601599,浙文影业,-397754714.34,-48.101757329,-446600357.75,-112.2803430479,-9226402.27,-2.3196210975,61721925.6,15.5175849273,2026-04-29,20260331
1418,601388,怡球资源,-82076664.13,47.7204549801,-77447482.8,-94.3599299764,96337256.66,117.3747223784,-119374611.17,-145.4428154889,2026-04-29,20260331
1426,601226,华电科工,-602505409.96,39.0132568918,-636354934.74,-105.6181279405,-5167246.7,-0.8576266063,39104612.87,6.4903338997,2026-04-29,20260331
1435,601133,柏诚股份,-942518878.1,-34.3478342293,-799641587.34,-84.8409093887,-137924200.48,-14.6335743172,-4489266.9,-0.4763052501,2026-04-29,20260331
1466,600851,海欣股份,103657644.27,233.3672190513,-61396029.28,-59.2296204611,156510097.21,150.9875111597,10431618.08,10.0635299533,2026-04-29,20260331
1468,600838,上海九百,-12941343.77,-31.8611467623,-10304337.95,-79.6234002677,-171146.05,-1.322475108,-2465859.77,-19.0541246243,2026-04-29,20260331
1469,600817,宇通重工,103265846.74,117.0612552501,232367671.53,225.0188991478,-129098065.15,-125.0152584088,,,2026-04-29,20260331
1472,600796,钱江生化,-96343772.9,16.4461498657,-72844197.71,-75.6086205858,623269.41,0.6469223607,-23793757.39,-24.6967257704,2026-04-29,20260331
1474,600790,轻纺城,323594507.26,188.7285797608,-103997123.69,-32.1380991818,71407614.81,22.0670046023,356095517.9,110.0437460806,2026-04-29,20260331
1478,600758,辽宁能源,357447309.11,-42.6589722472,-352449986.98,-98.6019416002,-119839480.36,-33.5264743378,829736776.45,232.128415938,2026-04-29,20260331
1481,600749,西藏旅游,-214049666.01,-153.7730812187,-27220573.5,-12.7169427579,-212703074.86,-99.3708978037,25873982.35,12.0878405616,2026-04-29,20260331
1483,600738,丽尚国潮,-107509344.26,-14.089791307,98067432.06,91.217589257,6165988.63,5.7353048448,-211742764.95,-196.9528941019,2026-04-29,20260331
1484,600736,苏州高新,990557362.1,-28.7434930442,-293278685.86,-29.6074409298,-799408061.35,-80.7028539625,2083506873.95,210.3368218407,2026-04-29,20260331
1488,600724,宁波富达,-117652985.04,4.5003995165,-10991907.59,-9.3426508356,-15465643.49,-13.1451348087,-91195433.96,-77.5122143556,2026-04-29,20260331
1491,600714,金瑞矿业,17987991.78,199.8775667753,18756226.71,104.2708209977,-768234.93,-4.2708209977,,,2026-04-29,20260331
1493,600708,光明地产,-122396910.45,53.6015228426,63003405.38,51.4746697023,130793.0,0.1068597234,-185531108.83,-151.5815294258,2026-04-29,20260331
1495,600681,百川能源,25528427.01,-63.4324017823,-59525158.4,-233.1720570824,-66264776.1,-259.5724996062,151318361.51,592.7445566886,2026-04-29,20260331
1496,600679,上海凤凰,-312013737.73,24.6372068132,-106840988.33,-34.2423987826,-87417334.37,-28.0171427726,-115420647.69,-36.9921685275,2026-04-29,20260331
1497,600668,尖峰集团,27987866.57,-83.7450376107,-10453091.41,-37.348653867,-95963663.7,-342.8759511197,135627833.99,484.5951142821,2026-04-29,20260331
1502,600630,龙头股份,-59262526.37,1.4866981079,19077306.05,32.1911791794,-638794.71,-1.0779066454,-76581268.91,-129.2237668571,2026-04-29,20260331
1504,600613,神奇制药,-111721063.08,-2571.6918901842,40537835.45,36.2848636886,-44292662.42,-39.6457581041,-107949203.86,-96.6238602498,2026-04-29,20260331
1506,600605,汇通能源,-76299685.84,90.5807709899,24367969.4,31.9371818268,-96635613.3,-126.6527014314,-4032041.94,-5.2844803954,2026-04-29,20260331
1510,600590,泰豪科技,-658549199.24,-79.0276764247,-535529773.28,-81.3196301655,-55181494.41,-8.3792516146,-67754569.26,-10.2884597443,2026-04-29,20260331
1514,600560,金自天正,-45035258.76,11.8205112796,-42445395.88,-94.2492550253,-1605138.14,-3.5641810088,-984724.74,-2.1865639659,2026-04-29,20260331
1517,600545,卓郎智能,-38183000.0,-4.7027530986,61440000.0,160.9093051882,-6787000.0,-17.7749260142,-49163000.0,-128.7562527827,2026-04-29,20260331
1520,600530,交大昂立,1265068.2,103.0749012625,7922144.22,626.2226985075,4535319.34,358.5039399457,-10304509.11,-814.5417859685,2026-04-29,20260331
1522,600512,腾达建设,-318470605.66,34.2278230474,-411613057.74,-129.2467971689,-6299531.4,-1.9780574056,100000000.0,31.4000721645,2026-04-29,20260331
1523,600503,华丽家族,-45084688.33,-229.5197755463,-42643370.33,-94.5850396433,,,-2441318.0,-5.4149603567,2026-04-29,20260331
1526,600496,精工钢构,-197491261.82,-142.8646027867,-84192958.06,-42.6312320272,-118760905.31,-60.1347645539,10415336.46,5.2738214157,2026-04-29,20260331
1527,600495,晋西车轴,-128422188.06,-620.8945544535,-123163495.61,-95.9051527392,-5255533.66,-4.092387569,,,2026-04-29,20260331
1529,600479,千金药业,-94725791.31,77.1457706809,-101653563.5,-107.3135015229,6930332.19,7.3162040603,-2560.0,-0.0027025375,2026-04-29,20260331
1531,600468,百利电气,-191662502.98,-12.6149121216,-181796458.29,-94.852386598,-8283059.16,-4.3216899661,-555632.4,-0.2899014629,2026-04-29,20260331
1536,600439,瑞贝卡,-33796392.44,-168.0142436014,64201390.91,189.9652189919,-551044.6,-1.6304834931,-94375187.53,-279.2463358258,2026-04-29,20260331
1542,600336,澳柯玛,-70180663.65,65.4297651396,-58078698.03,-82.7559829295,-16005134.43,-22.8056185245,6183642.33,8.811034277,2026-04-29,20260331
1543,600327,大东方,-19129979.24,-248.2542647687,134791065.54,704.6064391861,-60136817.3,-314.3590306374,-93784227.48,-490.2474085487,2026-04-29,20260331
1546,600283,钱江水利,-82278154.23,91.2576155382,-12541312.23,-15.2425784795,-91717566.95,-111.4725625633,21980724.95,26.7151410429,2026-04-29,20260331
1547,600280,中央商场,-16750847.53,51.6962045988,67756509.98,404.4960104774,-7810421.28,-46.6270215045,-76696936.23,-457.8689889729,2026-04-29,20260331
1548,600279,重庆港,-24234470.53,-110.6744238534,91011564.82,375.5459179821,-15802321.33,-65.2059689542,-99189715.07,-409.2918594909,2026-04-29,20260331
1549,600278,东方创业,-573762711.34,-31.6951319505,-412066207.98,-71.8182272629,-127379189.8,-22.2006741258,-25740976.77,-4.4863453587,2026-04-29,20260331
1550,600262,北方股份,363820935.28,-43.4178894374,364735573.16,100.2513978145,-4157243.38,-1.1426619463,3541581.34,0.9734407772,2026-04-29,20260331
1553,600255,鑫科材料,9095424.97,-91.0428669904,-111841753.47,-1229.6484643532,-8849058.51,-97.2913144706,130547750.53,1435.3122691968,2026-04-29,20260331
1554,600249,两面针,-39432104.71,-2063.6688420529,-8915657.88,-22.6101496371,-9809133.05,-24.8760068024,-20682622.07,-52.4512252696,2026-04-29,20260331
1560,600207,安彩高科,-11074614.61,-105.6833938245,-215853344.35,-1949.0822204783,-6439421.39,-58.1457830974,214335078.97,1935.3728009322,2026-04-29,20260331
1563,600189,泉阳泉,9944397.88,130.9520480019,104574292.73,1051.5899905847,-88266827.73,-887.6035411608,-6363067.12,-63.9864494239,2026-04-29,20260331
1567,600168,武汉控股,86827104.97,118.9782187898,-201398095.22,-231.9530235283,-287995950.06,-331.6889929239,576229672.95,663.6518321659,2026-04-29,20260331
1572,600135,乐凯胶片,-519211519.92,-25.8721566455,-165596245.43,-31.8937926215,-371962542.72,-71.6398863371,19905935.74,3.8338779045,2026-04-29,20260331
1575,600101,明星电力,78595216.23,111.3746023984,118307636.34,150.5277827518,-20551039.24,-26.1479517785,-19161380.87,-24.3798309733,2026-04-29,20260331
1578,600088,中视传媒,-367915348.52,19.8295728902,-156416244.02,-42.5141937267,-209137200.2,-56.8438367797,-2361904.3,-0.6419694937,2026-04-29,20260331
1581,600073,光明肉业,-630351096.26,3.3600242569,-211045822.62,-33.4806782874,-282954984.57,-44.8884734633,-157343897.57,-24.9613110064,2026-04-29,20260331
1601,301662,宏工科技,-52815833.47,61.4450092151,-127609191.5,-241.6116212054,113600425.88,215.0878219966,-38465532.11,-72.8295467151,2026-04-29,20260331
1604,301636,泽润新能,44008232.74,-39.0465991991,-71856425.35,-163.2795067562,60972023.14,138.5468566762,60655966.29,137.8286800298,2026-04-29,20260331
1605,301633,港迪技术,-174020720.22,64.2817073716,-78852358.93,-45.3120518237,-94962022.42,-54.5693767386,-206338.87,-0.1185714378,2026-04-29,20260331
1607,301618,长联科技,-181480987.45,-72.3323969331,17285377.03,9.5246214344,-199652862.22,-110.0131011107,996058.58,0.5488500994,2026-04-29,20260331
1611,301590,优优绿能,-119271845.33,77.3858997588,-66013470.56,-55.3470690232,-49127434.81,-41.1894648516,-2798802.04,-2.3465739398,2026-04-29,20260331
1613,301586,佳力奇,291386525.49,295.1347611918,89856221.77,30.8374663581,202446038.37,69.476801657,-915734.65,-0.3142680151,2026-04-29,20260331
1614,301585,蓝宇股份,82386253.97,190.1573679093,-15181906.6,-18.4277180578,22315327.38,27.0862265301,77742807.38,94.3638090504,2026-04-29,20260331
1615,301580,爱迪特,89635103.75,63.0573961536,6517534.14,7.2711849123,90137698.85,100.5607123537,-1240706.34,-1.3841746013,2026-04-29,20260331
1616,301568,思泰克,11876871.76,404.5722140003,28458377.59,239.6117274403,-15468263.79,-130.2385350501,-1095358.74,-9.2226199132,2026-04-29,20260331
1618,301560,众捷汽车,-1302832.75,-105.3966124774,-39222081.19,-3010.5231227876,-26843391.93,-2060.3866405722,66361940.91,5093.665392584,2026-04-29,20260331
1619,301558,三态股份,43496582.44,152.9095780229,-15486484.24,-35.6039104023,66246075.49,152.3017942418,-3823314.63,-8.789919611,2026-04-29,20260331
1624,301499,维科精密,23617402.78,1246.2493508807,50614232.86,214.3090556209,-63221003.15,-267.6882116925,36338419.76,153.8628955034,2026-04-29,20260331
1625,301486,致尚科技,-42455324.05,16.6971010486,-46669114.67,-109.925234854,-30991335.98,-72.9975254541,38429680.07,90.5179289757,2026-04-29,20260331
1626,301398,星源卓镁,13380393.32,257.5418319962,-19555940.07,-146.1537011828,15459790.26,115.5406264246,19880383.35,148.5784675723,2026-04-29,20260331
1627,301396,宏景科技,694798742.48,870.6931636266,256158105.73,36.8679575924,-4836430976.29,-696.0909225349,5275071613.04,759.2229649425,2026-04-29,20260331
1628,301391,卡莱特,48717682.23,179.4646446661,44644688.57,91.6395988611,28117248.4,57.7146676791,-21174386.23,-43.4634515863,2026-04-29,20260331
1629,301383,天键股份,-63429469.48,-138.7055844766,14444793.58,22.7730007809,-70747421.37,-111.5371481899,577620.7,0.9106503724,2026-04-29,20260331
1630,301380,挖金客,4918157.94,141.9652750225,-11921311.19,-242.3938258071,-28832263.17,-586.2410992438,45727293.57,929.7646421253,2026-04-29,20260331
1632,301370,国科恒泰,-84539172.03,-171.224685275,105893650.37,125.2598621766,-128485219.6,-151.9830588764,-61947602.8,-73.2768033002,2026-04-29,20260331
1633,301365,矩阵股份,-855199098.4,-10.9505087455,-15895667.02,-1.8587095157,-835953245.34,-97.7495470825,-3190468.54,-0.3730673414,2026-04-29,20260331
1640,301330,熵基科技,367040377.02,412.8058482432,6334638.48,1.7258696527,391478529.26,106.6581645427,-15655359.21,-4.2652961881,2026-04-29,20260331
1641,301329,信音电子,-7865066.07,95.804359369,30963061.43,393.678338547,-36058142.86,-458.4595035703,-3519244.18,-44.745258955,2026-04-29,20260331
1642,301326,捷邦科技,-98792593.91,-74.6996861007,7824100.51,7.9197237367,-108259766.89,-109.5828772232,4042017.43,4.0914174535,2026-04-29,20260331
1644,301320,豪江智能,-85092760.65,-156.9761262716,-38697176.44,-45.4764613868,-34138701.34,-40.1193956798,-10818615.71,-12.7139084775,2026-04-29,20260331
1647,301313,凡拓数创,8932772.48,112.8130422254,-46337933.79,-518.7407816974,-9124712.48,-102.1487169905,64395418.75,720.8894986879,2026-04-29,20260331
1648,301312,智立方,-33344422.48,17.2287222829,-27557543.22,-82.6451357391,-387045.23,-1.1607495383,-1519859.91,-4.558063379,2026-04-29,20260331
1656,301280,珠城科技,-60330817.86,82.3325221051,-32458753.11,-53.8012814368,-101765872.06,-168.6797488742,74350426.5,123.2378892534,2026-04-29,20260331
1658,301260,格力博,103664786.42,-85.8923866001,-792751743.49,-764.7261629211,119319126.9,115.1009238726,802884095.94,774.5003136235,2026-04-29,20260331
1660,301257,普蕊斯,-129124121.95,-716.6611670395,-31587210.93,-24.4626723907,-96055146.24,-74.3897768979,-1481729.78,-1.1475236057,2026-04-29,20260331
1661,301246,宏源药业,-199915500.36,29.7833755909,-10491512.88,-5.2479736994,-198626667.78,-99.3553113302,10703231.63,5.3538778187,2026-04-29,20260331
1663,301230,泓博医药,3893235.56,170.7624012188,29747475.36,764.0810555013,-4492407.66,-115.3900808406,-19808244.53,-508.7861811783,2026-04-29,20260331
1665,301220,亚香股份,6120705.36,202.7025416827,46903594.2,766.3102770234,-49273804.49,-805.0347401464,12844755.08,209.8574318565,2026-04-29,20260331
1667,301210,金杨精密,138799.87,100.2161488638,-8041384.32,-5793.5099795122,-67328849.57,-48507.8621255193,74782838.81,53878.176406073,2026-04-29,20260331
1668,301206,三元生物,-67340073.22,-104.5682506611,62321448.27,92.5473426,-128402758.59,-190.6780798567,,,2026-04-29,20260331
1670,301199,迈赫股份,20324581.6,15.8030434804,-1450291.03,-7.1356501135,21774872.63,107.1356501135,,,2026-04-29,20260331
1671,301196,唯科科技,222239691.61,49.1520479245,127435873.35,57.3416352528,195727185.88,88.0703102412,-89201874.57,-40.1376882427,2026-04-29,20260331
1672,301185,鸥玛软件,-227840722.3,-654.4398280545,-24050372.99,-10.5557833329,-203790349.31,-89.4442166671,,,2026-04-29,20260331
1673,301179,泽宇智能,-89589260.22,-150.086474876,30972728.36,34.571921103,-141269071.15,-157.6852747786,20720395.91,23.1282140952,2026-04-29,20260331
1675,301168,通灵股份,-159681388.31,4.4912724251,49702722.34,31.12618375,-223043929.01,-139.6806048411,12414541.35,7.7745700243,2026-04-29,20260331
1677,301149,隆华新材,-565833582.4,-81.6009694596,-32207335.49,-5.6920155487,-494456906.32,-87.3855708993,-38389852.99,-6.7846543903,2026-04-29,20260331
1680,301132,满坤科技,-116567019.5,-215.082184475,-33953754.92,-29.1280973518,-85345865.52,-73.2161342772,4397160.96,3.7722170292,2026-04-29,20260331
1683,301123,奕东电子,42718800.26,151.5918228517,-67630933.58,-158.3165565708,31991903.87,74.8895186084,78617954.52,184.0359608451,2026-04-29,20260331
1684,301122,采纳股份,-32326009.33,-273.1977779017,20570488.36,63.6344812934,-50737790.53,-156.9565547422,1491405.16,4.6136383393,2026-04-29,20260331
1685,301112,信邦智能,-357847400.83,-339.0629317129,-15417758.69,-4.3084730123,-358406636.93,-100.1562778153,26615050.51,7.4375419378,2026-04-29,20260331
1687,301092,争光股份,-18021571.3,-36.4139609986,17116806.18,94.9795436539,-42624962.48,-236.5218979546,10000000.0,55.4890571612,2026-04-29,20260331
1688,301085,亚康股份,-125373882.81,60.557438906,-86634704.97,-69.1010783333,-1874149.29,-1.4948482475,-34701147.85,-27.6781312601,2026-04-29,20260331
1690,301073,君亭酒店,-43365747.71,3.1317792122,59140381.27,136.3757905559,-66061983.46,-152.3367794827,-36352164.46,-83.8269057485,2026-04-29,20260331
1691,301067,显盈科技,-21462138.53,-69.8007682343,-14439993.55,-67.2812428725,19879683.05,92.6267576841,-25317664.25,-117.9643128974,2026-04-29,20260331
1692,301062,上海艾录,14912592.37,161.8596151493,52335427.81,350.9478869367,-65628045.8,-440.0847563702,30101569.31,201.8533636751,2026-04-29,20260331
1694,301060,兰卫医学,146499051.55,275.2198857492,102133904.07,69.7164268228,58546256.14,39.963573498,-14179537.7,-9.6789279862,2026-04-29,20260331
1696,301051,信濠光电,-403803112.1,-248.3563133623,17796107.1,4.4071248009,-94479143.46,-23.3973292005,-326838769.15,-80.9401313056,2026-04-29,20260331
1697,301048,金鹰重工,209532266.93,151.0087325177,264998941.07,126.4716623137,-3984369.83,-1.9015542992,-50702244.52,-24.1978217784,2026-04-29,20260331
1700,301042,安联锐视,-85806053.07,-304.9019488818,-71582956.84,-83.4241341711,-10966626.54,-12.7807143525,-983076.34,-1.1456957928,2026-04-29,20260331
1701,301038,深水规院,-208134525.4,52.210919486,-106104069.83,-50.9786012802,-101363520.69,-48.7009641938,-666934.88,-0.320434526,2026-04-29,20260331
1702,301026,浩通科技,81051784.76,2.4576530497,542640592.2,669.4986344925,-88540109.12,-109.2389382691,-373048881.87,-460.2599226835,2026-04-29,20260331
1706,301017,漱玉平民,169847632.68,320.2866230171,54558167.07,32.1218295534,-63483434.46,-37.3766966653,178772900.07,105.2548671119,2026-04-29,20260331
1707,301016,雷尔伟,21372183.43,119.3966995435,-32120845.8,-150.2927667882,53503152.92,250.3401353223,,,2026-04-29,20260331
1709,301007,德迈仕,71278588.44,615.1116929319,10302942.23,14.4544700667,-1704904.0,-2.3918879951,63988668.52,89.7726370856,2026-04-29,20260331
1713,300994,久祺股份,-62525243.17,47.9283642974,-64640372.95,-103.3828413498,-58209928.87,-93.0982846588,63649422.85,101.7979613081,2026-04-29,20260331
1715,300985,致远新能,-19849311.47,-159.8782957998,41179242.79,207.4593008036,-9318414.84,-46.9457837572,-51710139.42,-260.5135170464,2026-04-29,20260331
1716,300984,金沃股份,8070889.89,-51.828091136,-16579260.3,-205.4204743958,-38763742.24,-480.2908076844,64657567.38,801.1206727044,2026-04-29,20260331
1717,300982,苏文电能,-167171249.25,-212.623991747,15122191.68,9.0459285002,-182246680.93,-109.0179571832,-46760.0,-0.027971317,2026-04-29,20260331
